4 , 23/10/2012 04:45:07:400 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101290701Default Amount :3542.0
4 , 23/10/2012 04:45:24:155 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11MA100106001Approved Application Amount :855000.0
4 , 23/10/2012 04:45:24:155 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11MA100106001Claim Applied Amount :641250.0
4 , 23/10/2012 04:45:24:155 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11MA100106001Recovered Amount :0.0
4 , 23/10/2012 04:45:24:155 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11MA100106001Default Amount :800000.0
4 , 23/10/2012 04:45:24:155 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:155 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:201 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:217 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101829901Oustanding Amount :129876.0
4 , 23/10/2012 04:45:24:217 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101829901Approved Application Amount :200000.0
4 , 23/10/2012 04:45:24:217 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:217 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101829901Claim Applied Amount :62606.0
4 , 23/10/2012 04:45:24:217 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH100124901Oustanding Amount :34253.0
4 , 23/10/2012 04:45:24:233 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101829901Recovered Amount :0.0
4 , 23/10/2012 04:45:24:233 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH100124901Approved Application Amount :50000.0
4 , 23/10/2012 04:45:24:233 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101829901Default Amount :47500.0
4 , 23/10/2012 04:45:24:233 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:233 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH100124901Claim Applied Amount :26258.25
4 , 23/10/2012 04:45:24:233 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:233 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101737301Oustanding Amount :1248597.0
4 , 23/10/2012 04:45:24:233 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH100124901Recovered Amount :0.0
4 , 23/10/2012 04:45:24:233 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:233 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101737301Approved Application Amount :1375000.0
4 , 23/10/2012 04:45:24:233 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH100124901Default Amount :70000.0
4 , 23/10/2012 04:45:24:233 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101737301Claim Applied Amount :936448.0
4 , 23/10/2012 04:45:24:248 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:248 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101737301Recovered Amount :0.0
4 , 23/10/2012 04:45:24:248 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:248 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101737301Default Amount :855000.0
4 , 23/10/2012 04:45:24:248 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:248 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:295 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:295 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100313701Oustanding Amount :82527.0
4 , 23/10/2012 04:45:24:311 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100313701Approved Application Amount :110000.0
4 , 23/10/2012 04:45:24:311 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100313701Claim Applied Amount :82217.0
4 , 23/10/2012 04:45:24:311 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100313701Recovered Amount :0.0
4 , 23/10/2012 04:45:24:311 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100313701Default Amount :129876.0
4 , 23/10/2012 04:45:24:311 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:326 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:326 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:326 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101625001Oustanding Amount :487753.0
4 , 23/10/2012 04:45:24:326 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:326 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101625001Approved Application Amount :2092000.0
4 , 23/10/2012 04:45:24:326 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS100274301Oustanding Amount :78258.0
4 , 23/10/2012 04:45:24:326 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101625001Claim Applied Amount :1483467.0
4 , 23/10/2012 04:45:24:326 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS100274301Approved Application Amount :89700.0
4 , 23/10/2012 04:45:24:326 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101625001Recovered Amount :0.0
4 , 23/10/2012 04:45:24:342 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS100274301Claim Applied Amount :78258.0
4 , 23/10/2012 04:45:24:342 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101625001Default Amount :1248597.0
4 , 23/10/2012 04:45:24:342 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS100274301Recovered Amount :0.0
4 , 23/10/2012 04:45:24:342 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:342 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS100274301Default Amount :34253.0
4 , 23/10/2012 04:45:24:342 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:342 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:342 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:389 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:389 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP100109601Oustanding Amount :2300000.0
4 , 23/10/2012 04:45:24:389 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP100109601Approved Application Amount :2300000.0
4 , 23/10/2012 04:45:24:404 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP100109601Claim Applied Amount :2201299.0
4 , 23/10/2012 04:45:24:404 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP100109601Recovered Amount :0.0
4 , 23/10/2012 04:45:24:404 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP100109601Default Amount :82527.0
4 , 23/10/2012 04:45:24:404 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:404 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:420 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:420 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR080260901Oustanding Amount :173000.0
4 , 23/10/2012 04:45:24:420 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR080260901Approved Application Amount :173000.0
4 , 23/10/2012 04:45:24:420 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR080260901Claim Applied Amount :147050.0
4 , 23/10/2012 04:45:24:420 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:420 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR080260901Recovered Amount :0.0
4 , 23/10/2012 04:45:24:420 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101508301Oustanding Amount :239543.0
4 , 23/10/2012 04:45:24:420 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR080260901Default Amount :487753.0
4 , 23/10/2012 04:45:24:420 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101508301Approved Application Amount :242000.0
4 , 23/10/2012 04:45:24:420 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:420 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101508301Claim Applied Amount :179657.0
4 , 23/10/2012 04:45:24:420 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:420 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101508301Recovered Amount :0.0
4 , 23/10/2012 04:45:24:420 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101508301Default Amount :78258.0
4 , 23/10/2012 04:45:24:420 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:435 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:467 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:467 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090595801Oustanding Amount :10598.0
4 , 23/10/2012 04:45:24:467 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090595801Approved Application Amount :15000.0
4 , 23/10/2012 04:45:24:467 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090595801Claim Applied Amount :9549.75
4 , 23/10/2012 04:45:24:482 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090595801Recovered Amount :0.0
4 , 23/10/2012 04:45:24:482 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090595801Default Amount :2300000.0
4 , 23/10/2012 04:45:24:482 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:482 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:482 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:482 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100068501Oustanding Amount :1000000.0
4 , 23/10/2012 04:45:24:482 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100068501Approved Application Amount :1000000.0
4 , 23/10/2012 04:45:24:482 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100068501Claim Applied Amount :1000000.0
4 , 23/10/2012 04:45:24:482 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100068501Recovered Amount :0.0
4 , 23/10/2012 04:45:24:482 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100068501Default Amount :173000.0
4 , 23/10/2012 04:45:24:482 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:498 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:498 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:498 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100226601Oustanding Amount :9810.0
4 , 23/10/2012 04:45:24:498 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100226601Approved Application Amount :12500.0
4 , 23/10/2012 04:45:24:498 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100226601Claim Applied Amount :7873.0
4 , 23/10/2012 04:45:24:498 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100226601Recovered Amount :0.0
4 , 23/10/2012 04:45:24:498 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UT100226601Default Amount :239543.0
4 , 23/10/2012 04:45:24:498 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:498 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:545 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:545 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110265501Oustanding Amount :90882.0
4 , 23/10/2012 04:45:24:545 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110265501Approved Application Amount :105000.0
4 , 23/10/2012 04:45:24:545 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110265501Claim Applied Amount :68162.0
4 , 23/10/2012 04:45:24:545 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110265501Recovered Amount :0.0
4 , 23/10/2012 04:45:24:545 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110265501Default Amount :10598.0
4 , 23/10/2012 04:45:24:545 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:560 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:560 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:560 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP100198901Oustanding Amount :384982.0
4 , 23/10/2012 04:45:24:560 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP100198901Approved Application Amount :449000.0
4 , 23/10/2012 04:45:24:560 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP100198901Claim Applied Amount :336750.0
4 , 23/10/2012 04:45:24:560 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP100198901Recovered Amount :0.0
4 , 23/10/2012 04:45:24:560 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP100198901Default Amount :1000000.0
4 , 23/10/2012 04:45:24:560 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:560 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:560 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN070370501Oustanding Amount :170000.0
4 , 23/10/2012 04:45:24:560 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:576 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN070370501Approved Application Amount :170000.0
4 , 23/10/2012 04:45:24:576 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN070370501Claim Applied Amount :165000.0
4 , 23/10/2012 04:45:24:576 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN070370501Recovered Amount :0.0
4 , 23/10/2012 04:45:24:576 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN070370501Default Amount :9810.0
4 , 23/10/2012 04:45:24:576 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:576 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:623 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:623 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100807301Oustanding Amount :117725.0
4 , 23/10/2012 04:45:24:623 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100807301Approved Application Amount :120000.0
4 , 23/10/2012 04:45:24:623 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100807301Claim Applied Amount :90000.0
4 , 23/10/2012 04:45:24:623 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:638 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100807301Recovered Amount :0.0
4 , 23/10/2012 04:45:24:638 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH100041001Oustanding Amount :7004.0
4 , 23/10/2012 04:45:24:638 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100807301Default Amount :90882.0
4 , 23/10/2012 04:45:24:638 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH100041001Approved Application Amount :25000.0
4 , 23/10/2012 04:45:24:638 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:638 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:654 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH100041001Claim Applied Amount :8455.0
4 , 23/10/2012 04:45:24:654 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:654 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102383901Oustanding Amount :120000.0
4 , 23/10/2012 04:45:24:654 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH100041001Recovered Amount :0.0
4 , 23/10/2012 04:45:24:654 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102383901Approved Application Amount :120000.0
4 , 23/10/2012 04:45:24:654 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH100041001Default Amount :384982.0
4 , 23/10/2012 04:45:24:654 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102383901Claim Applied Amount :90000.0
4 , 23/10/2012 04:45:24:654 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:654 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102383901Recovered Amount :0.0
4 , 23/10/2012 04:45:24:654 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:654 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102383901Default Amount :170000.0
4 , 23/10/2012 04:45:24:654 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:654 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:716 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:716 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100488001Oustanding Amount :186731.0
4 , 23/10/2012 04:45:24:716 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100488001Approved Application Amount :190000.0
4 , 23/10/2012 04:45:24:716 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100488001Claim Applied Amount :183107.0
4 , 23/10/2012 04:45:24:716 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100488001Recovered Amount :0.0
4 , 23/10/2012 04:45:24:732 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100488001Default Amount :117725.0
4 , 23/10/2012 04:45:24:732 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:732 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:732 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:732 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102638001Oustanding Amount :2327550.0
4 , 23/10/2012 04:45:24:732 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090918301Oustanding Amount :427500.0
4 , 23/10/2012 04:45:24:747 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:747 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102638001Approved Application Amount :2375000.0
4 , 23/10/2012 04:45:24:747 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090918301Approved Application Amount :475000.0
4 , 23/10/2012 04:45:24:747 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102638001Claim Applied Amount :2051773.0
4 , 23/10/2012 04:45:24:747 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090918301Claim Applied Amount :279233.0
4 , 23/10/2012 04:45:24:747 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102638001Recovered Amount :0.0
4 , 23/10/2012 04:45:24:747 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090918301Recovered Amount :0.0
4 , 23/10/2012 04:45:24:747 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102638001Default Amount :120000.0
4 , 23/10/2012 04:45:24:763 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090918301Default Amount :7004.0
4 , 23/10/2012 04:45:24:763 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:763 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:763 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:763 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:810 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:825 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11KE090591801Oustanding Amount :25000.0
4 , 23/10/2012 04:45:24:825 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11KE090591801Approved Application Amount :25000.0
4 , 23/10/2012 04:45:24:825 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11KE090591801Claim Applied Amount :17794.0
4 , 23/10/2012 04:45:24:825 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11KE090591801Recovered Amount :0.0
4 , 23/10/2012 04:45:24:825 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11KE090591801Default Amount :186731.0
4 , 23/10/2012 04:45:24:841 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:841 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:841 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:841 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090045001Oustanding Amount :25000.0
4 , 23/10/2012 04:45:24:841 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:841 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090045001Approved Application Amount :25000.0
4 , 23/10/2012 04:45:24:857 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100688601Oustanding Amount :164295.0
4 , 23/10/2012 04:45:24:857 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090045001Claim Applied Amount :18750.0
4 , 23/10/2012 04:45:24:857 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100688601Approved Application Amount :215000.0
4 , 23/10/2012 04:45:24:857 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090045001Recovered Amount :0.0
4 , 23/10/2012 04:45:24:857 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100688601Claim Applied Amount :215000.0
4 , 23/10/2012 04:45:24:857 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090045001Default Amount :2327550.0
4 , 23/10/2012 04:45:24:857 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100688601Recovered Amount :0.0
4 , 23/10/2012 04:45:24:872 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:872 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100688601Default Amount :427500.0
4 , 23/10/2012 04:45:24:872 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:872 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:872 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:903 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:903 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090458701Oustanding Amount :39772.0
4 , 23/10/2012 04:45:24:903 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090458701Approved Application Amount :70000.0
4 , 23/10/2012 04:45:24:903 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090458701Claim Applied Amount :39772.0
4 , 23/10/2012 04:45:24:903 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090458701Recovered Amount :0.0
4 , 23/10/2012 04:45:24:903 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090458701Default Amount :25000.0
4 , 23/10/2012 04:45:24:903 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:24:903 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:24:935 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:935 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102648501Oustanding Amount :250000.0
4 , 23/10/2012 04:45:24:935 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102648501Approved Application Amount :250000.0
4 , 23/10/2012 04:45:24:935 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102648501Claim Applied Amount :187500.0
4 , 23/10/2012 04:45:24:935 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:24:935 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102648501Recovered Amount :0.0
4 , 23/10/2012 04:45:24:935 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090188501Oustanding Amount :386150.0
