4 , 06/11/2008 12:26:17:691 , RpDAO , insertDANDetails , After Inserting CGDAN details
4 , 06/11/2008 15:34:31:966 , RpDAO , getAmountOutstanding , Entering
4 , 06/11/2008 15:34:31:966 , RpDAO , getAmountOutstanding , CGPAN = CG200201680TC
4 , 06/11/2008 15:34:31:966 , RpDAO , getAmountOutstanding , Before executing outstanding details
4 , 06/11/2008 15:34:31:997 , RpDAO , getAmountOutstanding , After executing outstanding details
4 , 06/11/2008 15:34:31:997 , RpDAO , getAmountOutstanding , Outstanding amount = 10000.0
4 , 06/11/2008 15:34:31:997 , RpDAO , calculateServiceFee , After calling procedure to get outstanding amount
4 , 06/11/2008 15:34:31:997 , RpDAO , calculateServiceFee , Amount Outstanding = 10000.0
4 , 06/11/2008 15:34:31:997 , RpDAO , calculateServiceFee , After getting approved amount
4 , 06/11/2008 15:34:31:997 , RpDAO , calculateServiceFee , After getting approved amount:10000.0
4 , 06/11/2008 15:34:31:997 , RpDAO , getCardRate , card rate :0.5
4 , 06/11/2008 15:34:31:997 , RpDAO , getServiceCardRate , Exited
4 , 06/11/2008 15:34:31:997 , RpDAO , getServiceRateForRSF , Exited
4 , 06/11/2008 15:34:31:997 , RpDAO , getCardRate , card rate :0.0
4 , 06/11/2008 15:34:31:997 , RpDAO , getServiceRateForRSF , Exited
4 , 06/11/2008 15:34:31:997 , RpDAO , calculateServiceFee , Service Fee Amount = 0.0
4 , 06/11/2008 15:34:31:997 , RpDAO , getGuarStartDate , Exited
4 , 06/11/2008 15:34:31:997 , RpDAO , getGuarStartDate , application.getAppRefNo() :null
4 , 06/11/2008 15:34:31:997 , RpDAO , getGuarStartDate , application.getCgpan() :CG200201680TC
4 , 06/11/2008 15:34:31:997 , RpDAO , updateIdForExcess , Exited
4 , 06/11/2008 15:34:31:997 , RpDAO , calculateServiceFee , Days = 1759
4 , 06/11/2008 15:34:31:997 , RpDAO , calculateServiceFee , Service Fee Amount = 0.0
4 , 06/11/2008 15:34:31:997 , RpDAO , calculateServiceFee , From Date = Sun Apr 01 15:34:31 IST 2007
4 , 06/11/2008 15:34:31:997 , RpDAO , calculateServiceFee , To Date = Mon Mar 31 15:34:31 IST 2008
4 , 06/11/2008 15:34:31:997 , RpDAO , calculateAllServiceFee , After calculating service fee for application:CG200201680TC
4 , 06/11/2008 15:34:31:997 , RpDAO , calculateAllServiceFee , Before calculating service fee for application:CG200404954TC
4 , 06/11/2008 15:34:31:997 , AdminDAO , getParameter , Entered
4 , 06/11/2008 15:34:32:012 , AdminDAO , getParameter , Exited
4 , 06/11/2008 15:34:32:012 , RpDAO , calculateServiceFee , Entering
4 , 06/11/2008 15:34:32:012 , RpDAO , calculateServiceFee , application.getScheme() RSF
4 , 06/11/2008 15:34:32:012 , RpDAO , calculateServiceFee , Current Year = 2008
4 , 06/11/2008 15:34:32:012 , RpDAO , calculateServiceFee , Current Month = 10
4 , 06/11/2008 15:34:32:012 , RpDAO , calculateServiceFee , Current Date = 6
4 , 06/11/2008 15:34:32:012 , RpDAO , calculateServiceFee , As On Date = Mon Mar 31 15:34:32 IST 2008
4 , 06/11/2008 15:34:32:012 , RpDAO , calculateServiceFee , CGPAN = CG200404954TC
4 , 06/11/2008 15:34:32:012 , RpProcessor , isServiceFeeCalculated , Entering
4 , 06/11/2008 15:34:32:012 , RpDAO , getServiceFeeCount , Entering
4 , 06/11/2008 15:34:32:012 , RpDAO , getServiceFeeCount , CGPAN = CG200404954TC
4 , 06/11/2008 15:34:32:012 , RpDAO , getServiceFeeCount , As on date = Mon Mar 31 15:34:32 IST 2008
4 , 06/11/2008 15:34:32:012 , RpDAO , getServiceFeeCount , Establishing connection
4 , 06/11/2008 15:34:32:012 , RpDAO , getServiceFeeCount , Registering output parameter
4 , 06/11/2008 15:34:32:012 , RpDAO , getServiceFeeCount , setting CGPAN = CG200404954TC
4 , 06/11/2008 15:34:32:012 , RpDAO , getServiceFeeCount , setting as on date = 2008-03-31
4 , 06/11/2008 15:34:32:012 , RpDAO , getServiceFeeCount , Registering output parameter for service fee count
4 , 06/11/2008 15:34:32:012 , RpDAO , getServiceFeeCount , Registering output parameter for error messages
4 , 06/11/2008 15:34:32:012 , RpDAO , getServiceFeeCount , Before executing Service Fee Count
4 , 06/11/2008 15:34:32:059 , RpDAO , getServiceFeeCount , Before executing Service Fee Count
4 , 06/11/2008 15:34:32:059 , RpDAO , getServiceFeeCount , Service Fee Count = 0
4 , 06/11/2008 15:34:32:059 , RpProcessor , isServiceFeeCalculated , Service fee count for CGPAN = CG200404954TC as on Mon Mar 31 15:34:32 IST 2008
4 , 06/11/2008 15:34:32:059 , RpProcessor , isServiceFeeCalculated , Return value = false
4 , 06/11/2008 15:34:32:059 , RpDAO , calculateServiceFee , Service Fee Rate = 0.0
4 , 06/11/2008 15:34:32:059 , RpDAO , calculateServiceFee , Before calling procedure to get outstanding amount
4 , 06/11/2008 15:34:32:059 , RpDAO , getAmountOutstanding , Entering
4 , 06/11/2008 15:34:32:059 , RpDAO , getAmountOutstanding , CGPAN = CG200404954TC
4 , 06/11/2008 15:34:32:059 , RpDAO , getAmountOutstanding , Before executing outstanding details
4 , 06/11/2008 15:34:32:091 , RpDAO , getAmountOutstanding , After executing outstanding details
4 , 06/11/2008 15:34:32:091 , RpDAO , getAmountOutstanding , Outstanding amount = 10000.0
4 , 06/11/2008 15:34:32:091 , RpDAO , calculateServiceFee , After calling procedure to get outstanding amount
4 , 06/11/2008 15:34:32:091 , RpDAO , calculateServiceFee , Amount Outstanding = 10000.0
4 , 06/11/2008 15:34:32:091 , RpDAO , calculateServiceFee , After getting approved amount
4 , 06/11/2008 15:34:32:091 , RpDAO , calculateServiceFee , After getting approved amount:10000.0
4 , 06/11/2008 15:34:32:091 , RpDAO , getCardRate , card rate :0.5
4 , 06/11/2008 15:34:32:091 , RpDAO , getServiceCardRate , Exited
4 , 06/11/2008 15:34:32:091 , RpDAO , getServiceRateForRSF , Exited
4 , 06/11/2008 15:34:32:091 , RpDAO , getCardRate , card rate :0.0
4 , 06/11/2008 15:34:32:091 , RpDAO , getServiceRateForRSF , Exited
4 , 06/11/2008 15:34:32:091 , RpDAO , calculateServiceFee , Service Fee Amount = 0.0
4 , 06/11/2008 15:34:32:091 , RpDAO , getGuarStartDate , Exited
4 , 06/11/2008 15:34:32:091 , RpDAO , getGuarStartDate , application.getAppRefNo() :null
4 , 06/11/2008 15:34:32:091 , RpDAO , getGuarStartDate , application.getCgpan() :CG200404954TC
4 , 06/11/2008 15:34:32:091 , RpDAO , updateIdForExcess , Exited
4 , 06/11/2008 15:34:32:091 , RpDAO , calculateServiceFee , Days = 1327
4 , 06/11/2008 15:34:32:091 , RpDAO , calculateServiceFee , Service Fee Amount = 0.0
4 , 06/11/2008 15:34:32:091 , RpDAO , calculateServiceFee , From Date = Sun Apr 01 15:34:32 IST 2007
4 , 06/11/2008 15:34:32:091 , RpDAO , calculateServiceFee , To Date = Mon Mar 31 15:34:32 IST 2008
4 , 06/11/2008 15:34:32:091 , RpDAO , calculateAllServiceFee , After calculating service fee for application:CG200404954TC
4 , 06/11/2008 15:34:32:091 , RpDAO , calculateAllServiceFee , Before calculating service fee for application:CG200404958TC
4 , 06/11/2008 15:34:32:091 , AdminDAO , getParameter , Entered
4 , 06/11/2008 15:34:32:106 , AdminDAO , getParameter , Exited
4 , 06/11/2008 15:34:32:106 , RpDAO , calculateServiceFee , Entering
4 , 06/11/2008 15:34:32:106 , RpDAO , calculateServiceFee , application.getScheme() RSF
4 , 06/11/2008 15:34:32:106 , RpDAO , calculateServiceFee , Current Year = 2008
4 , 06/11/2008 15:34:32:106 , RpDAO , calculateServiceFee , Current Month = 10
4 , 06/11/2008 15:34:32:106 , RpDAO , calculateServiceFee , Current Date = 6
4 , 06/11/2008 15:34:32:106 , RpDAO , calculateServiceFee , As On Date = Mon Mar 31 15:34:32 IST 2008
4 , 06/11/2008 15:34:32:106 , RpDAO , calculateServiceFee , CGPAN = CG200404958TC
4 , 06/11/2008 15:34:32:106 , RpProcessor , isServiceFeeCalculated , Entering
4 , 06/11/2008 15:34:32:106 , RpDAO , getServiceFeeCount , Entering
4 , 06/11/2008 15:34:32:106 , RpDAO , getServiceFeeCount , CGPAN = CG200404958TC
4 , 06/11/2008 15:34:32:106 , RpDAO , getServiceFeeCount , As on date = Mon Mar 31 15:34:32 IST 2008
4 , 06/11/2008 15:34:32:106 , RpDAO , getServiceFeeCount , Establishing connection
4 , 06/11/2008 15:34:32:106 , RpDAO , getServiceFeeCount , Registering output parameter
4 , 06/11/2008 15:34:32:106 , RpDAO , getServiceFeeCount , setting CGPAN = CG200404958TC
4 , 06/11/2008 15:34:32:106 , RpDAO , getServiceFeeCount , setting as on date = 2008-03-31
4 , 06/11/2008 15:34:32:106 , RpDAO , getServiceFeeCount , Registering output parameter for service fee count
4 , 06/11/2008 15:34:32:106 , RpDAO , getServiceFeeCount , Registering output parameter for error messages
4 , 06/11/2008 15:34:32:106 , RpDAO , getServiceFeeCount , Before executing Service Fee Count
4 , 06/11/2008 15:34:32:153 , RpDAO , getServiceFeeCount , Before executing Service Fee Count
4 , 06/11/2008 15:34:32:153 , RpDAO , getServiceFeeCount , Service Fee Count = 0
4 , 06/11/2008 15:34:32:153 , RpProcessor , isServiceFeeCalculated , Service fee count for CGPAN = CG200404958TC as on Mon Mar 31 15:34:32 IST 2008
4 , 06/11/2008 15:34:32:153 , RpProcessor , isServiceFeeCalculated , Return value = false
4 , 06/11/2008 15:34:32:153 , RpDAO , calculateServiceFee , Service Fee Rate = 0.0
4 , 06/11/2008 15:34:32:153 , RpDAO , calculateServiceFee , Before calling procedure to get outstanding amount
4 , 06/11/2008 15:34:32:153 , RpDAO , getAmountOutstanding , Entering
4 , 06/11/2008 15:34:32:153 , RpDAO , getAmountOutstanding , CGPAN = CG200404958TC
4 , 06/11/2008 15:34:32:153 , RpDAO , getAmountOutstanding , Before executing outstanding details
4 , 06/11/2008 15:34:32:184 , RpDAO , getAmountOutstanding , After executing outstanding details
4 , 06/11/2008 15:34:32:184 , RpDAO , getAmountOutstanding , Outstanding amount = 50000.0
4 , 06/11/2008 15:34:32:184 , RpDAO , calculateServiceFee , After calling procedure to get outstanding amount
4 , 06/11/2008 15:34:32:184 , RpDAO , calculateServiceFee , Amount Outstanding = 50000.0
4 , 06/11/2008 15:34:32:184 , RpDAO , calculateServiceFee , After getting approved amount
4 , 06/11/2008 15:34:32:184 , RpDAO , calculateServiceFee , After getting approved amount:50000.0
4 , 06/11/2008 15:34:32:184 , RpDAO , getCardRate , card rate :0.5
4 , 06/11/2008 15:34:32:184 , RpDAO , getServiceCardRate , Exited
4 , 06/11/2008 15:34:32:184 , RpDAO , getServiceRateForRSF , Exited
4 , 06/11/2008 15:34:32:184 , RpDAO , getCardRate , card rate :0.0
4 , 06/11/2008 15:34:32:184 , RpDAO , getServiceRateForRSF , Exited
4 , 06/11/2008 15:34:32:184 , RpDAO , calculateServiceFee , Service Fee Amount = 0.0
4 , 06/11/2008 15:34:32:184 , RpDAO , getGuarStartDate , Exited
4 , 06/11/2008 15:34:32:184 , RpDAO , getGuarStartDate , application.getAppRefNo() :null
4 , 06/11/2008 15:34:32:184 , RpDAO , getGuarStartDate , application.getCgpan() :CG200404958TC
4 , 06/11/2008 15:34:32:184 , RpDAO , updateIdForExcess , Exited
4 , 06/11/2008 15:34:32:184 , RpDAO , calculateServiceFee , Days = 1327
4 , 06/11/2008 15:34:32:184 , RpDAO , calculateServiceFee , Service Fee Amount = 0.0
4 , 06/11/2008 15:34:32:184 , RpDAO , calculateServiceFee , From Date = Sun Apr 01 15:34:32 IST 2007
4 , 06/11/2008 15:34:32:184 , RpDAO , calculateServiceFee , To Date = Mon Mar 31 15:34:32 IST 2008
4 , 06/11/2008 15:34:32:184 , RpDAO , calculateAllServiceFee , After calculating service fee for application:CG200404958TC
4 , 06/11/2008 15:34:32:184 , RpDAO , calculateAllServiceFee , Before calculating service fee for application:CG200100662TC
4 , 06/11/2008 15:34:32:184 , AdminDAO , getParameter , Entered
4 , 06/11/2008 15:34:32:200 , AdminDAO , getParameter , Exited
4 , 06/11/2008 15:34:32:200 , RpDAO , calculateServiceFee , Entering
4 , 06/11/2008 15:34:32:200 , RpDAO , calculateServiceFee , application.getScheme() RSF
4 , 06/11/2008 15:34:32:200 , RpDAO , calculateServiceFee , Current Year = 2008
4 , 06/11/2008 15:34:32:200 , RpDAO , calculateServiceFee , Current Month = 10
4 , 06/11/2008 15:34:32:200 , RpDAO , calculateServiceFee , Current Date = 6
4 , 06/11/2008 15:34:32:200 , RpDAO , calculateServiceFee , As On Date = Mon Mar 31 15:34:32 IST 2008
4 , 06/11/2008 15:34:32:200 , RpDAO , calculateServiceFee , CGPAN = CG200100662TC
4 , 06/11/2008 15:34:32:200 , RpProcessor , isServiceFeeCalculated , Entering
4 , 06/11/2008 15:34:32:200 , RpDAO , getServiceFeeCount , Entering
4 , 06/11/2008 15:34:32:200 , RpDAO , getServiceFeeCount , CGPAN = CG200100662TC
4 , 06/11/2008 15:34:32:200 , RpDAO , getServiceFeeCount , As on date = Mon Mar 31 15:34:32 IST 2008
4 , 06/11/2008 15:34:32:200 , RpDAO , getServiceFeeCount , Establishing connection
4 , 06/11/2008 15:34:32:200 , RpDAO , getServiceFeeCount , Registering output parameter
4 , 06/11/2008 15:34:32:200 , RpDAO , getServiceFeeCount , setting CGPAN = CG200100662TC
4 , 06/11/2008 15:34:32:200 , RpDAO , getServiceFeeCount , setting as on date = 2008-03-31
4 , 06/11/2008 15:34:32:200 , RpDAO , getServiceFeeCount , Registering output parameter for service fee count
4 , 06/11/2008 15:34:32:200 , RpDAO , getServiceFeeCount , Registering output parameter for error messages
4 , 06/11/2008 15:34:32:200 , RpDAO , getServiceFeeCount , Before executing Service Fee Count
4 , 06/11/2008 15:34:32:247 , RpDAO , getServiceFeeCount , Before executing Service Fee Count
4 , 06/11/2008 15:34:32:247 , RpDAO , getServiceFeeCount , Service Fee Count = 0
4 , 06/11/2008 15:34:32:247 , RpProcessor , isServiceFeeCalculated , Service fee count for CGPAN = CG200100662TC as on Mon Mar 31 15:34:32 IST 2008
4 , 06/11/2008 15:34:32:247 , RpProcessor , isServiceFeeCalculated , Return value = false
4 , 06/11/2008 15:34:32:247 , RpDAO , calculateServiceFee , Service Fee Rate = 0.0
4 , 06/11/2008 15:34:32:247 , RpDAO , calculateServiceFee , Before calling procedure to get outstanding amount
4 , 06/11/2008 15:34:32:247 , RpDAO , getAmountOutstanding , Entering
4 , 06/11/2008 15:34:32:247 , RpDAO , getAmountOutstanding , CGPAN = CG200100662TC
4 , 06/11/2008 15:34:32:247 , RpDAO , getAmountOutstanding , Before executing outstanding details
4 , 06/11/2008 15:34:32:278 , RpDAO , getAmountOutstanding , After executing outstanding details
4 , 06/11/2008 15:34:32:278 , RpDAO , getAmountOutstanding , Outstanding amount = 9000.0
4 , 06/11/2008 15:34:32:278 , RpDAO , calculateServiceFee , After calling procedure to get outstanding amount
4 , 06/11/2008 15:34:32:278 , RpDAO , calculateServiceFee , Amount Outstanding = 9000.0
4 , 06/11/2008 15:34:32:278 , RpDAO , calculateServiceFee , After getting approved amount
4 , 06/11/2008 15:34:32:278 , RpDAO , calculateServiceFee , After getting approved amount:9000.0
4 , 06/11/2008 15:34:32:278 , RpDAO , getCardRate , card rate :0.5
4 , 06/11/2008 15:34:32:278 , RpDAO , getServiceCardRate , Exited
4 , 06/11/2008 15:34:32:278 , RpDAO , getServiceRateForRSF , Exited
4 , 06/11/2008 15:34:32:278 , RpDAO , getCardRate , card rate :0.0
4 , 06/11/2008 15:34:32:278 , RpDAO , getServiceRateForRSF , Exited
4 , 06/11/2008 15:34:32:278 , RpDAO , calculateServiceFee , Service Fee Amount = 0.0
4 , 06/11/2008 15:34:32:278 , RpDAO , getGuarStartDate , Exited
4 , 06/11/2008 15:34:32:278 , RpDAO , getGuarStartDate , application.getAppRefNo() :null
4 , 06/11/2008 15:34:32:278 , RpDAO , getGuarStartDate , application.getCgpan() :CG200100662TC
4 , 06/11/2008 15:34:32:278 , RpDAO , updateIdForExcess , Exited
4 , 06/11/2008 15:34:32:278 , RpDAO , calculateServiceFee , Days = 2510
4 , 06/11/2008 15:34:32:278 , RpDAO , calculateServiceFee , Service Fee Amount = 0.0
4 , 06/11/2008 15:34:32:278 , RpDAO , calculateServiceFee , From Date = Sun Apr 01 15:34:32 IST 2007
4 , 06/11/2008 15:34:32:278 , RpDAO , calculateServiceFee , To Date = Mon Mar 31 15:34:32 IST 2008
4 , 06/11/2008 15:34:32:278 , RpDAO , calculateAllServiceFee , After calculating service fee for application:CG200100662TC
4 , 06/11/2008 15:34:32:278 , RpDAO , calculateAllServiceFee , Before calculating service fee for application:CG200100691TC
4 , 06/11/2008 15:34:32:278 , AdminDAO , getParameter , Entered
4 , 06/11/2008 15:34:32:294 , AdminDAO , getParameter , Exited
4 , 06/11/2008 15:34:32:294 , RpDAO , calculateServiceFee , Entering
4 , 06/11/2008 15:34:32:294 , RpDAO , calculateServiceFee , application.getScheme() RSF
4 , 06/11/2008 15:34:32:294 , RpDAO , calculateServiceFee , Current Year = 2008
4 , 06/11/2008 15:34:32:294 , RpDAO , calculateServiceFee , Current Month = 10
4 , 06/11/2008 15:34:32:294 , RpDAO , calculateServiceFee , Current Date = 6
4 , 06/11/2008 15:34:32:294 , RpDAO , calculateServiceFee , As On Date = Mon Mar 31 15:34:32 IST 2008
4 , 06/11/2008 15:34:32:294 , RpDAO , calculateServiceFee , CGPAN = CG200100691TC
4 , 06/11/2008 15:34:32:294 , RpProcessor , isServiceFeeCalculated , Entering
4 , 06/11/2008 15:34:32:294 , RpDAO , getServiceFeeCount , Entering
4 , 06/11/2008 15:34:32:294 , RpDAO , getServiceFeeCount , CGPAN = CG200100691TC
4 , 06/11/2008 15:34:32:294 , RpDAO , getServiceFeeCount , As on date = Mon Mar 31 15:34:32 IST 2008
4 , 06/11/2008 15:34:32:294 , RpDAO , getServiceFeeCount , Establishing connection
4 , 06/11/2008 15:34:32:294 , RpDAO , getServiceFeeCount , Registering output parameter
4 , 06/11/2008 15:34:32:294 , RpDAO , getServiceFeeCount , setting CGPAN = CG200100691TC
4 , 06/11/2008 15:34:32:294 , RpDAO , getServiceFeeCount , setting as on date = 2008-03-31
4 , 06/11/2008 15:34:32:294 , RpDAO , getServiceFeeCount , Registering output parameter for service fee count
4 , 06/11/2008 15:34:32:294 , RpDAO , getServiceFeeCount , Registering output parameter for error messages
4 , 06/11/2008 15:34:32:294 , RpDAO , getServiceFeeCount , Before executing Service Fee Count
4 , 06/11/2008 15:34:32:341 , RpDAO , getServiceFeeCount , Before executing Service Fee Count
4 , 06/11/2008 15:34:32:341 , RpDAO , getServiceFeeCount , Service Fee Count = 0
4 , 06/11/2008 15:34:32:341 , RpProcessor , isServiceFeeCalculated , Service fee count for CGPAN = CG200100691TC as on Mon Mar 31 15:34:32 IST 2008
4 , 06/11/2008 15:34:32:341 , RpProcessor , isServiceFeeCalculated , Return value = false
4 , 06/11/2008 15:34:32:341 , RpDAO , calculateServiceFee , Service Fee Rate = 0.0
4 , 06/11/2008 15:34:32:341 , RpDAO , calculateServiceFee , Before calling procedure to get outstanding amount
4 , 06/11/2008 15:34:32:341 , RpDAO , getAmountOutstanding , Entering
4 , 06/11/2008 15:34:32:341 , RpDAO , getAmountOutstanding , CGPAN = CG200100691TC
4 , 06/11/2008 15:34:32:341 , RpDAO , getAmountOutstanding , Before executing outstanding details
4 , 06/11/2008 15:34:32:372 , RpDAO , getAmountOutstanding , After executing outstanding details
4 , 06/11/2008 15:34:32:372 , RpDAO , getAmountOutstanding , Outstanding amount = 87500.0
4 , 06/11/2008 15:34:32:372 , RpDAO , calculateServiceFee , After calling procedure to get outstanding amount
4 , 06/11/2008 15:34:32:372 , RpDAO , calculateServiceFee , Amount Outstanding = 87500.0
4 , 06/11/2008 15:34:32:372 , RpDAO , calculateServiceFee , After getting approved amount
4 , 06/11/2008 15:34:32:372 , RpDAO , calculateServiceFee , After getting approved amount:87500.0
4 , 06/11/2008 15:34:32:372 , RpDAO , getCardRate , card rate :0.5
4 , 06/11/2008 15:34:32:372 , RpDAO , getServiceCardRate , Exited
4 , 06/11/2008 15:34:32:372 , RpDAO , getServiceRateForRSF , Exited
4 , 06/11/2008 15:34:32:372 , RpDAO , getCardRate , card rate :0.0
4 , 06/11/2008 15:34:32:372 , RpDAO , getServiceRateForRSF , Exited
4 , 06/11/2008 15:34:32:372 , RpDAO , calculateServiceFee , Service Fee Amount = 0.0
4 , 06/11/2008 15:34:32:372 , RpDAO , getGuarStartDate , Exited
4 , 06/11/2008 15:34:32:372 , RpDAO , getGuarStartDate , application.getAppRefNo() :null
4 , 06/11/2008 15:34:32:372 , RpDAO , getGuarStartDate , application.getCgpan() :CG200100691TC
4 , 06/11/2008 15:34:32:387 , RpDAO , updateIdForExcess , Exited
4 , 06/11/2008 15:34:32:387 , RpDAO , calculateServiceFee , Days = 2510
4 , 06/11/2008 15:34:32:387 , RpDAO , calculateServiceFee , Service Fee Amount = 0.0
4 , 06/11/2008 15:34:32:387 , RpDAO , calculateServiceFee , From Date = Sun Apr 01 15:34:32 IST 2007
4 , 06/11/2008 15:34:32:387 , RpDAO , calculateServiceFee , To Date = Mon Mar 31 15:34:32 IST 2008
4 , 06/11/2008 15:34:32:387 , RpDAO , calculateAllServiceFee , After calculating service fee for application:CG200100691TC
4 , 06/11/2008 15:34:32:387 , RpDAO , calculateAllServiceFee , Before calculating service fee for application:CG200200632TC
4 , 06/11/2008 15:34:32:387 , AdminDAO , getParameter , Entered
4 , 06/11/2008 15:34:32:387 , AdminDAO , getParameter , Exited
4 , 06/11/2008 15:34:32:387 , RpDAO , calculateServiceFee , Entering
4 , 06/11/2008 15:34:32:387 , RpDAO , calculateServiceFee , application.getScheme() RSF
4 , 06/11/2008 15:34:32:387 , RpDAO , calculateServiceFee , Current Year = 2008
4 , 06/11/2008 15:34:32:387 , RpDAO , calculateServiceFee , Current Month = 10
4 , 06/11/2008 15:34:32:387 , RpDAO , calculateServiceFee , Current Date = 6
4 , 06/11/2008 15:34:32:387 , RpDAO , calculateServiceFee , As On Date = Mon Mar 31 15:34:32 IST 2008
4 , 06/11/2008 15:34:32:387 , RpDAO , calculateServiceFee , CGPAN = CG200200632TC
4 , 06/11/2008 15:34:32:387 , RpProcessor , isServiceFeeCalculated , Entering
4 , 06/11/2008 15:34:32:387 , RpDAO , getServiceFeeCount , Entering
4 , 06/11/2008 15:34:32:387 , RpDAO , getServiceFeeCount , CGPAN = CG200200632TC
4 , 06/11/2008 15:34:32:387 , RpDAO , getServiceFeeCount , As on date = Mon Mar 31 15:34:32 IST 2008
4 , 06/11/2008 15:34:32:387 , RpDAO , getServiceFeeCount , Establishing connection
4 , 06/11/2008 15:34:32:387 , RpDAO , getServiceFeeCount , Registering output parameter
4 , 06/11/2008 15:34:32:387 , RpDAO , getServiceFeeCount , setting CGPAN = CG200200632TC
4 , 06/11/2008 15:34:32:387 , RpDAO , getServiceFeeCount , setting as on date = 2008-03-31
4 , 06/11/2008 15:34:32:387 , RpDAO , getServiceFeeCount , Registering output parameter for service fee count
4 , 06/11/2008 15:34:32:387 , RpDAO , getServiceFeeCount , Registering output parameter for error messages
4 , 06/11/2008 15:34:32:387 , RpDAO , getServiceFeeCount , Before executing Service Fee Count
4 , 06/11/2008 15:34:32:434 , RpDAO , getServiceFeeCount , Before executing Service Fee Count
4 , 06/11/2008 15:34:32:434 , RpDAO , getServiceFeeCount , Service Fee Count = 0
4 , 06/11/2008 15:34:32:434 , RpProcessor , isServiceFeeCalculated , Service fee count for CGPAN = CG200200632TC as on Mon Mar 31 15:34:32 IST 2008
4 , 06/11/2008 15:34:32:434 , RpProcessor , isServiceFeeCalculated , Return value = false
4 , 06/11/2008 15:34:32:434 , RpDAO , calculateServiceFee , Service Fee Rate = 0.0
4 , 06/11/2008 15:34:32:434 , RpDAO , calculateServiceFee , Before calling procedure to get outstanding amount
4 , 06/11/2008 15:34:32:434 , RpDAO , getAmountOutstanding , Entering
4 , 06/11/2008 15:34:32:434 , RpDAO , getAmountOutstanding , CGPAN = CG200200632TC
4 , 06/11/2008 15:34:32:434 , RpDAO , getAmountOutstanding , Before executing outstanding details
4 , 06/11/2008 15:34:32:466 , RpDAO , getAmountOutstanding , After executing outstanding details
4 , 06/11/2008 15:34:32:466 , RpDAO , getAmountOutstanding , Outstanding amount = 80000.0
4 , 06/11/2008 15:34:32:466 , RpDAO , calculateServiceFee , After calling procedure to get outstanding amount
4 , 06/11/2008 15:34:32:466 , RpDAO , calculateServiceFee , Amount Outstanding = 80000.0
4 , 06/11/2008 15:34:32:466 , RpDAO , calculateServiceFee , After getting approved amount
4 , 06/11/2008 15:34:32:466 , RpDAO , calculateServiceFee , After getting approved amount:80000.0
4 , 06/11/2008 15:34:32:466 , RpDAO , getCardRate , card rate :0.5
4 , 06/11/2008 15:34:32:466 , RpDAO , getServiceCardRate , Exited
4 , 06/11/2008 15:34:32:466 , RpDAO , getServiceRateForRSF , Exited
4 , 06/11/2008 15:34:32:481 , RpDAO , getCardRate , card rate :0.0
4 , 06/11/2008 15:34:32:481 , RpDAO , getServiceRateForRSF , Exited
4 , 06/11/2008 15:34:32:481 , RpDAO , calculateServiceFee , Service Fee Amount = 0.0
4 , 06/11/2008 15:34:32:481 , RpDAO , getGuarStartDate , Exited
4 , 06/11/2008 15:34:32:481 , RpDAO , getGuarStartDate , application.getAppRefNo() :null
4 , 06/11/2008 15:34:32:481 , RpDAO , getGuarStartDate , application.getCgpan() :CG200200632TC
4 , 06/11/2008 15:34:32:481 , RpDAO , updateIdForExcess , Exited
4 , 06/11/2008 15:34:32:481 , RpDAO , calculateServiceFee , Days = 2130
4 , 06/11/2008 15:34:32:481 , RpDAO , calculateServiceFee , Service Fee Amount = 0.0
4 , 06/11/2008 15:34:32:481 , RpDAO , calculateServiceFee , From Date = Sun Apr 01 15:34:32 IST 2007
4 , 06/11/2008 15:34:32:481 , RpDAO , calculateServiceFee , To Date = Mon Mar 31 15:34:32 IST 2008
4 , 06/11/2008 15:34:32:481 , RpDAO , calculateAllServiceFee , After calculating service fee for application:CG200200632TC
4 , 06/11/2008 15:34:32:481 , RpDAO , calculateAllServiceFee , Before calculating service fee for application:CG200204450TC
4 , 06/11/2008 15:34:32:481 , AdminDAO , getParameter , Entered
4 , 06/11/2008 15:34:32:481 , AdminDAO , getParameter , Exited
4 , 06/11/2008 15:34:32:481 , RpDAO , calculateServiceFee , Entering
4 , 06/11/2008 15:34:32:481 , RpDAO , calculateServiceFee , application.getScheme() RSF
4 , 06/11/2008 15:34:32:481 , RpDAO , calculateServiceFee , Current Year = 2008
4 , 06/11/2008 15:34:32:481 , RpDAO , calculateServiceFee , Current Month = 10
4 , 06/11/2008 15:34:32:481 , RpDAO , calculateServiceFee , Current Date = 6
4 , 06/11/2008 15:34:32:481 , RpDAO , calculateServiceFee , As On Date = Mon Mar 31 15:34:32 IST 2008
4 , 06/11/2008 15:34:32:481 , RpDAO , calculateServiceFee , CGPAN = CG200204450TC
4 , 06/11/2008 15:34:32:481 , RpProcessor , isServiceFeeCalculated , Entering
4 , 06/11/2008 15:34:32:481 , RpDAO , getServiceFeeCount , Entering
4 , 06/11/2008 15:34:32:481 , RpDAO , getServiceFeeCount , CGPAN = CG200204450TC
4 , 06/11/2008 15:34:32:481 , RpDAO , getServiceFeeCount , As on date = Mon Mar 31 15:34:32 IST 2008
4 , 06/11/2008 15:34:32:481 , RpDAO , getServiceFeeCount , Establishing connection
4 , 06/11/2008 15:34:32:481 , RpDAO , getServiceFeeCount , Registering output parameter
