4 , 23/10/2012 04:46:46:852 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100156201Recovered Amount :0.0
4 , 23/10/2012 04:47:00:861 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091880801Claim Applied Amount :51000.0
4 , 23/10/2012 04:47:00:861 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090053701Approved Application Amount :25000.0
4 , 23/10/2012 04:47:00:861 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091880801Recovered Amount :0.0
4 , 23/10/2012 04:47:00:861 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090053701Claim Applied Amount :21250.0
4 , 23/10/2012 04:47:00:861 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091880801Default Amount :50000.0
4 , 23/10/2012 04:47:00:861 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090053701Recovered Amount :0.0
4 , 23/10/2012 04:47:00:861 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:00:861 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090053701Default Amount :24724.0
4 , 23/10/2012 04:47:00:861 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:00:861 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:00:861 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:00:892 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:00:908 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090725301Oustanding Amount :50000.0
4 , 23/10/2012 04:47:00:908 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090725301Approved Application Amount :50000.0
4 , 23/10/2012 04:47:00:908 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090725301Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:00:908 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090725301Recovered Amount :0.0
4 , 23/10/2012 04:47:00:908 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090725301Default Amount :60000.0
4 , 23/10/2012 04:47:00:908 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:00:908 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:00:923 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:00:939 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091107501Oustanding Amount :50000.0
4 , 23/10/2012 04:47:00:939 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091107501Approved Application Amount :50000.0
4 , 23/10/2012 04:47:00:939 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:00:939 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091107501Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:00:939 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100182101Oustanding Amount :48645.0
4 , 23/10/2012 04:47:00:939 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091107501Recovered Amount :0.0
4 , 23/10/2012 04:47:00:939 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100182101Approved Application Amount :50000.0
4 , 23/10/2012 04:47:00:939 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091107501Default Amount :60000.0
4 , 23/10/2012 04:47:00:939 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100182101Claim Applied Amount :41348.0
4 , 23/10/2012 04:47:00:939 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:00:954 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100182101Recovered Amount :0.0
4 , 23/10/2012 04:47:00:954 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:00:954 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100182101Default Amount :25000.0
4 , 23/10/2012 04:47:00:954 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:00:954 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:00:970 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:00:970 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091537201Oustanding Amount :75583.0
4 , 23/10/2012 04:47:00:970 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091537201Approved Application Amount :100000.0
4 , 23/10/2012 04:47:00:970 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091537201Claim Applied Amount :64264.0
4 , 23/10/2012 04:47:00:970 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091537201Recovered Amount :0.0
4 , 23/10/2012 04:47:00:970 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091537201Default Amount :50000.0
4 , 23/10/2012 04:47:00:970 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:00:986 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:01:001 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:01:001 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091603501Oustanding Amount :50000.0
4 , 23/10/2012 04:47:01:001 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091603501Approved Application Amount :50000.0
4 , 23/10/2012 04:47:01:017 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091603501Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:01:017 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091603501Recovered Amount :0.0
4 , 23/10/2012 04:47:01:017 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091603501Default Amount :50000.0
4 , 23/10/2012 04:47:01:017 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:01:017 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:01:032 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:01:032 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091995801Oustanding Amount :40000.0
4 , 23/10/2012 04:47:01:032 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091995801Approved Application Amount :40000.0
4 , 23/10/2012 04:47:01:032 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091995801Claim Applied Amount :34000.0
4 , 23/10/2012 04:47:01:048 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091995801Recovered Amount :0.0
4 , 23/10/2012 04:47:01:048 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:01:048 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091995801Default Amount :48645.0
4 , 23/10/2012 04:47:01:048 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091526701Oustanding Amount :50000.0
4 , 23/10/2012 04:47:01:048 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:01:048 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091526701Approved Application Amount :50000.0
4 , 23/10/2012 04:47:01:048 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:01:048 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091526701Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:01:048 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091526701Recovered Amount :0.0
4 , 23/10/2012 04:47:01:048 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091526701Default Amount :75583.0
4 , 23/10/2012 04:47:01:048 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:01:048 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:01:079 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:01:095 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091536001Oustanding Amount :50000.0
4 , 23/10/2012 04:47:01:095 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091536001Approved Application Amount :50000.0
4 , 23/10/2012 04:47:01:095 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091536001Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:01:095 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091536001Recovered Amount :0.0
4 , 23/10/2012 04:47:01:095 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091536001Default Amount :50000.0
4 , 23/10/2012 04:47:01:095 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:01:095 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:01:110 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:01:110 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091991801Oustanding Amount :70000.0
4 , 23/10/2012 04:47:01:110 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091991801Approved Application Amount :70000.0
4 , 23/10/2012 04:47:01:110 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091991801Claim Applied Amount :59500.0
4 , 23/10/2012 04:47:01:110 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091991801Recovered Amount :0.0
4 , 23/10/2012 04:47:01:110 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091991801Default Amount :40000.0
4 , 23/10/2012 04:47:01:110 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:01:110 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:01:142 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:01:142 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101080101Oustanding Amount :2000000.0
4 , 23/10/2012 04:47:01:142 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101080101Approved Application Amount :2000000.0
4 , 23/10/2012 04:47:01:157 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101080101Claim Applied Amount :1500000.0
4 , 23/10/2012 04:47:01:157 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101080101Recovered Amount :0.0
4 , 23/10/2012 04:47:01:157 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101080101Default Amount :50000.0
4 , 23/10/2012 04:47:01:157 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:01:157 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:01:173 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:01:173 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN110074601Oustanding Amount :81439.0
4 , 23/10/2012 04:47:01:173 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN110074601Approved Application Amount :100000.0
4 , 23/10/2012 04:47:01:188 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN110074601Claim Applied Amount :65747.0
4 , 23/10/2012 04:47:01:188 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN110074601Recovered Amount :0.0
4 , 23/10/2012 04:47:01:188 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN110074601Default Amount :50000.0
4 , 23/10/2012 04:47:01:188 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:01:188 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:01:188 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091880901Oustanding Amount :100000.0
4 , 23/10/2012 04:47:01:188 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:01:188 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091880901Approved Application Amount :100000.0
4 , 23/10/2012 04:47:01:188 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091880901Claim Applied Amount :85000.0
4 , 23/10/2012 04:47:01:204 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091880901Recovered Amount :0.0
4 , 23/10/2012 04:47:01:204 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091880901Default Amount :70000.0
4 , 23/10/2012 04:47:01:204 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:01:204 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:01:220 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:01:220 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091285701Oustanding Amount :25000.0
4 , 23/10/2012 04:47:01:220 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091285701Approved Application Amount :25000.0
4 , 23/10/2012 04:47:01:220 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091285701Claim Applied Amount :21250.0
4 , 23/10/2012 04:47:01:220 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091285701Recovered Amount :0.0
4 , 23/10/2012 04:47:01:235 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091285701Default Amount :2000000.0
4 , 23/10/2012 04:47:01:235 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:01:235 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:01:251 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:01:251 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091973901Oustanding Amount :50000.0
4 , 23/10/2012 04:47:01:251 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091973901Approved Application Amount :50000.0
4 , 23/10/2012 04:47:01:251 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091973901Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:01:266 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091973901Recovered Amount :0.0
4 , 23/10/2012 04:47:01:266 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091973901Default Amount :81439.0
4 , 23/10/2012 04:47:01:266 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:01:266 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:01:266 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:01:266 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110004001Oustanding Amount :200000.0
4 , 23/10/2012 04:47:01:266 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110004001Approved Application Amount :200000.0
4 , 23/10/2012 04:47:01:266 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110004001Claim Applied Amount :150000.0
4 , 23/10/2012 04:47:01:266 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110004001Recovered Amount :0.0
4 , 23/10/2012 04:47:01:266 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110004001Default Amount :100000.0
4 , 23/10/2012 04:47:01:266 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:01:266 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:01:298 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:01:298 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091980401Oustanding Amount :100000.0
4 , 23/10/2012 04:47:01:298 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091980401Approved Application Amount :100000.0
4 , 23/10/2012 04:47:01:298 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091980401Claim Applied Amount :85000.0
4 , 23/10/2012 04:47:01:298 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091980401Recovered Amount :0.0
4 , 23/10/2012 04:47:01:298 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091980401Default Amount :25000.0
4 , 23/10/2012 04:47:01:298 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:01:298 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:01:344 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:01:344 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102800101Oustanding Amount :100000.0
4 , 23/10/2012 04:47:01:344 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102800101Approved Application Amount :100000.0
4 , 23/10/2012 04:47:01:344 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:01:344 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102800101Claim Applied Amount :85000.0
4 , 23/10/2012 04:47:01:360 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091000901Oustanding Amount :50000.0
4 , 23/10/2012 04:47:01:360 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102800101Recovered Amount :0.0
4 , 23/10/2012 04:47:01:360 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091000901Approved Application Amount :50000.0
4 , 23/10/2012 04:47:01:360 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102800101Default Amount :50000.0
4 , 23/10/2012 04:47:01:360 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:01:376 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091000901Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:01:376 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:01:376 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090748701Oustanding Amount :50000.0
4 , 23/10/2012 04:47:01:376 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091000901Recovered Amount :0.0
4 , 23/10/2012 04:47:01:376 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:01:376 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090748701Approved Application Amount :50000.0
4 , 23/10/2012 04:47:01:376 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091000901Default Amount :200000.0
4 , 23/10/2012 04:47:01:376 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090748701Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:01:376 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:01:376 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090748701Recovered Amount :0.0
4 , 23/10/2012 04:47:01:376 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:01:376 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090748701Default Amount :100000.0
4 , 23/10/2012 04:47:01:376 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:01:391 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:01:438 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:01:438 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091553401Oustanding Amount :60000.0
4 , 23/10/2012 04:47:01:438 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091553401Approved Application Amount :60000.0
4 , 23/10/2012 04:47:01:438 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091553401Claim Applied Amount :51000.0
4 , 23/10/2012 04:47:01:454 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091553401Recovered Amount :0.0
4 , 23/10/2012 04:47:01:454 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091553401Default Amount :100000.0
4 , 23/10/2012 04:47:01:454 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:01:454 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:01:454 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090174201Oustanding Amount :25000.0
4 , 23/10/2012 04:47:01:454 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:01:469 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:01:469 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090174201Approved Application Amount :25000.0
4 , 23/10/2012 04:47:01:469 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102449301Oustanding Amount :50000.0
4 , 23/10/2012 04:47:01:469 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090174201Claim Applied Amount :21250.0
4 , 23/10/2012 04:47:01:469 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102449301Approved Application Amount :50000.0
4 , 23/10/2012 04:47:01:469 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090174201Recovered Amount :0.0
4 , 23/10/2012 04:47:01:469 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102449301Claim Applied Amount :50000.0
4 , 23/10/2012 04:47:01:469 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090174201Default Amount :50000.0
4 , 23/10/2012 04:47:01:469 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102449301Recovered Amount :0.0
4 , 23/10/2012 04:47:01:469 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:01:469 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102449301Default Amount :50000.0
4 , 23/10/2012 04:47:01:469 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:01:469 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:01:469 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:01:516 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:01:532 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091066101Oustanding Amount :75000.0
4 , 23/10/2012 04:47:01:532 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091066101Approved Application Amount :75000.0
4 , 23/10/2012 04:47:01:532 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091066101Claim Applied Amount :63750.0
4 , 23/10/2012 04:47:01:532 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091066101Recovered Amount :0.0
4 , 23/10/2012 04:47:01:532 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091066101Default Amount :60000.0
4 , 23/10/2012 04:47:01:532 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:01:547 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:01:547 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:01:547 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090848501Oustanding Amount :500000.0
4 , 23/10/2012 04:47:01:547 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091938001Oustanding Amount :30000.0
4 , 23/10/2012 04:47:01:547 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:01:563 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090848501Approved Application Amount :500000.0
4 , 23/10/2012 04:47:01:563 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091938001Approved Application Amount :30000.0
4 , 23/10/2012 04:47:01:563 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090848501Claim Applied Amount :496000.0
4 , 23/10/2012 04:47:01:563 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091938001Claim Applied Amount :25500.0
4 , 23/10/2012 04:47:01:563 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090848501Recovered Amount :0.0
4 , 23/10/2012 04:47:01:563 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091938001Recovered Amount :0.0
4 , 23/10/2012 04:47:01:563 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090848501Default Amount :25000.0
4 , 23/10/2012 04:47:01:563 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091938001Default Amount :50000.0
4 , 23/10/2012 04:47:01:563 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:01:563 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:01:563 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:01:563 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:01:610 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:01:625 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP092019501Oustanding Amount :70000.0
