4 , 12/11/2008 11:50:05:462 , AdminDAO , getParameter , Entered
4 , 13/11/2008 15:59:25:858 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:25:858 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:25:874 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:25:874 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06AS030000701Oustanding Amount :147238.0
4 , 13/11/2008 15:59:25:874 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06AS030000701Approved Application Amount :162500.0
4 , 13/11/2008 15:59:25:874 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06AS030000701Claim Applied Amount :162500.0
4 , 13/11/2008 15:59:25:874 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06AS030000701Recovered Amount :0.0
4 , 13/11/2008 15:59:25:874 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06AS030000701Default Amount :147238.0
4 , 13/11/2008 15:59:25:874 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:25:874 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:25:921 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:25:921 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL08KA050081301Oustanding Amount :1909695.0
4 , 13/11/2008 15:59:25:921 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL08KA050081301Approved Application Amount :2450000.0
4 , 13/11/2008 15:59:25:921 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL08KA050081301Claim Applied Amount :1432271.0
4 , 13/11/2008 15:59:25:921 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL08KA050081301Recovered Amount :0.0
4 , 13/11/2008 15:59:25:921 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL08KA050081301Default Amount :1909695.0
4 , 13/11/2008 15:59:25:921 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:25:921 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:25:936 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:25:936 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06KA010005001Oustanding Amount :150000.0
4 , 13/11/2008 15:59:25:936 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06KA010005001Approved Application Amount :150000.0
4 , 13/11/2008 15:59:25:936 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06KA010005001Claim Applied Amount :112500.0
4 , 13/11/2008 15:59:25:936 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06KA010005001Recovered Amount :1.0
4 , 13/11/2008 15:59:25:936 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06KA010005001Default Amount :150000.0
4 , 13/11/2008 15:59:25:936 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:25:936 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:25:952 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:25:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06MP020000701Oustanding Amount :400000.0
4 , 13/11/2008 15:59:25:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06MP020000701Approved Application Amount :400000.0
4 , 13/11/2008 15:59:25:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06MP020000701Claim Applied Amount :300000.0
4 , 13/11/2008 15:59:25:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06MP020000701Recovered Amount :0.0
4 , 13/11/2008 15:59:25:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06MP020000701Default Amount :400000.0
4 , 13/11/2008 15:59:25:952 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:25:952 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:25:952 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:25:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010012601Oustanding Amount :17473.0
4 , 13/11/2008 15:59:25:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010012601Approved Application Amount :20000.0
4 , 13/11/2008 15:59:25:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010012601Claim Applied Amount :13105.0
4 , 13/11/2008 15:59:25:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010012601Recovered Amount :0.0
4 , 13/11/2008 15:59:25:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010012601Default Amount :17473.0
4 , 13/11/2008 15:59:25:952 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:25:952 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:25:968 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:25:968 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030013201Oustanding Amount :10000.0
4 , 13/11/2008 15:59:25:968 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030013201Approved Application Amount :10000.0
4 , 13/11/2008 15:59:25:968 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030013201Claim Applied Amount :7500.0
4 , 13/11/2008 15:59:25:968 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030013201Recovered Amount :0.0
4 , 13/11/2008 15:59:25:968 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030013201Default Amount :10000.0
4 , 13/11/2008 15:59:25:968 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:25:968 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:25:983 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:25:983 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030013301Oustanding Amount :10000.0
4 , 13/11/2008 15:59:25:983 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030013301Approved Application Amount :10000.0
4 , 13/11/2008 15:59:25:983 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030013301Claim Applied Amount :7500.0
4 , 13/11/2008 15:59:25:983 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030013301Recovered Amount :0.0
4 , 13/11/2008 15:59:25:983 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030013301Default Amount :10000.0
4 , 13/11/2008 15:59:25:983 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:25:983 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:25:999 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:25:999 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030001201Oustanding Amount :10000.0
4 , 13/11/2008 15:59:25:999 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030001201Approved Application Amount :10000.0
4 , 13/11/2008 15:59:25:999 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030001201Claim Applied Amount :7500.0
4 , 13/11/2008 15:59:25:999 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030001201Recovered Amount :0.0
4 , 13/11/2008 15:59:25:999 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030001201Default Amount :10000.0
4 , 13/11/2008 15:59:25:999 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:25:999 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:25:999 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:25:999 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010015901Oustanding Amount :11573.0
4 , 13/11/2008 15:59:25:999 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010015901Approved Application Amount :20000.0
4 , 13/11/2008 15:59:25:999 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010015901Claim Applied Amount :8680.0
4 , 13/11/2008 15:59:25:999 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010015901Recovered Amount :0.0
4 , 13/11/2008 15:59:25:999 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010015901Default Amount :11573.0
4 , 13/11/2008 15:59:25:999 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:25:999 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:26:015 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:26:015 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010015501Oustanding Amount :7837.0
4 , 13/11/2008 15:59:26:015 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010015501Approved Application Amount :9000.0
4 , 13/11/2008 15:59:26:015 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010015501Claim Applied Amount :5878.0
4 , 13/11/2008 15:59:26:015 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010015501Recovered Amount :0.0
4 , 13/11/2008 15:59:26:015 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010015501Default Amount :7837.0
4 , 13/11/2008 15:59:26:015 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:26:015 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:26:030 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:26:030 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010016201Oustanding Amount :15018.0
4 , 13/11/2008 15:59:26:030 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010016201Approved Application Amount :25000.0
4 , 13/11/2008 15:59:26:030 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010016201Claim Applied Amount :11264.0
4 , 13/11/2008 15:59:26:030 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010016201Recovered Amount :0.0
4 , 13/11/2008 15:59:26:030 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010016201Default Amount :15018.0
4 , 13/11/2008 15:59:26:030 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:26:030 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:26:046 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:26:046 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06AS030001401Oustanding Amount :828500.0
4 , 13/11/2008 15:59:26:046 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06AS030001401Approved Application Amount :828500.0
4 , 13/11/2008 15:59:26:046 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06AS030001401Claim Applied Amount :828500.0
4 , 13/11/2008 15:59:26:046 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06AS030001401Recovered Amount :0.0
4 , 13/11/2008 15:59:26:046 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06AS030001401Default Amount :828500.0
4 , 13/11/2008 15:59:26:046 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:26:046 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:26:046 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:26:046 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06AS030001101Oustanding Amount :1930000.0
4 , 13/11/2008 15:59:26:046 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06AS030001101Approved Application Amount :1930000.0
4 , 13/11/2008 15:59:26:046 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06AS030001101Claim Applied Amount :1930000.0
4 , 13/11/2008 15:59:26:046 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06AS030001101Recovered Amount :0.0
4 , 13/11/2008 15:59:26:046 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06AS030001101Default Amount :1930000.0
4 , 13/11/2008 15:59:26:046 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:26:046 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:26:061 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:26:061 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06AS040000701Oustanding Amount :941000.0
4 , 13/11/2008 15:59:26:061 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06AS040000701Approved Application Amount :941000.0
4 , 13/11/2008 15:59:26:061 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06AS040000701Claim Applied Amount :941000.0
4 , 13/11/2008 15:59:26:061 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06AS040000701Recovered Amount :0.0
4 , 13/11/2008 15:59:26:061 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06AS040000701Default Amount :941000.0
4 , 13/11/2008 15:59:26:061 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:26:061 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:26:077 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:26:077 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06MP030007701Oustanding Amount :1375000.0
4 , 13/11/2008 15:59:26:077 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06MP030007701Approved Application Amount :1375000.0
4 , 13/11/2008 15:59:26:077 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06MP030007701Claim Applied Amount :929653.0
4 , 13/11/2008 15:59:26:077 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06MP030007701Recovered Amount :0.0
4 , 13/11/2008 15:59:26:077 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06MP030007701Default Amount :1375000.0
4 , 13/11/2008 15:59:26:077 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:26:077 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:26:093 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:26:093 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06MP030007801Oustanding Amount :1251487.76
4 , 13/11/2008 15:59:26:093 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06MP030007801Approved Application Amount :1875000.0
4 , 13/11/2008 15:59:26:093 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06MP030007801Claim Applied Amount :1012743.0
4 , 13/11/2008 15:59:26:093 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06MP030007801Recovered Amount :0.0
4 , 13/11/2008 15:59:26:093 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06MP030007801Default Amount :1251487.76
4 , 13/11/2008 15:59:26:093 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:26:093 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:26:108 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:26:108 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06BI020022801Oustanding Amount :87500.0
4 , 13/11/2008 15:59:26:108 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06BI020022801Approved Application Amount :87500.0
4 , 13/11/2008 15:59:26:108 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06BI020022801Claim Applied Amount :65625.0
4 , 13/11/2008 15:59:26:108 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06BI020022801Recovered Amount :0.0
4 , 13/11/2008 15:59:26:108 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06BI020022801Default Amount :87500.0
4 , 13/11/2008 15:59:26:108 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:26:108 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:26:108 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:26:108 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06WB040007201Oustanding Amount :837843.0
4 , 13/11/2008 15:59:26:108 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06WB040007201Approved Application Amount :950000.0
4 , 13/11/2008 15:59:26:108 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06WB040007201Claim Applied Amount :837843.0
4 , 13/11/2008 15:59:26:108 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06WB040007201Recovered Amount :9000.0
4 , 13/11/2008 15:59:26:108 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06WB040007201Default Amount :837843.0
4 , 13/11/2008 15:59:26:108 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:26:108 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:26:140 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:26:140 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010014701Oustanding Amount :2766.0
4 , 13/11/2008 15:59:26:140 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010014701Approved Application Amount :9000.0
4 , 13/11/2008 15:59:26:140 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010014701Claim Applied Amount :2075.0
4 , 13/11/2008 15:59:26:140 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010014701Recovered Amount :0.0
4 , 13/11/2008 15:59:26:140 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010014701Default Amount :2766.0
4 , 13/11/2008 15:59:26:140 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:26:140 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:26:155 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:26:155 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030026301Oustanding Amount :75627.0
4 , 13/11/2008 15:59:26:155 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030026301Approved Application Amount :87500.0
4 , 13/11/2008 15:59:26:155 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030026301Claim Applied Amount :46933.0
4 , 13/11/2008 15:59:26:155 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030026301Recovered Amount :13050.0
4 , 13/11/2008 15:59:26:155 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030026301Default Amount :75627.0
4 , 13/11/2008 15:59:26:155 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:26:155 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:26:155 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:26:155 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP020003401Oustanding Amount :38500.0
4 , 13/11/2008 15:59:26:155 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP020003401Approved Application Amount :40000.0
4 , 13/11/2008 15:59:26:155 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP020003401Claim Applied Amount :25933.0
4 , 13/11/2008 15:59:26:155 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP020003401Recovered Amount :10500.0
4 , 13/11/2008 15:59:26:155 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP020003401Default Amount :38500.0
4 , 13/11/2008 15:59:26:155 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:26:155 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:26:171 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:26:171 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030014101Oustanding Amount :10000.0
4 , 13/11/2008 15:59:26:171 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030014101Approved Application Amount :10000.0
4 , 13/11/2008 15:59:26:171 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030014101Claim Applied Amount :7500.0
4 , 13/11/2008 15:59:26:171 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030014101Recovered Amount :0.0
4 , 13/11/2008 15:59:26:171 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030014101Default Amount :10000.0
4 , 13/11/2008 15:59:26:171 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:26:171 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:26:187 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:26:187 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030000501Oustanding Amount :10000.0
4 , 13/11/2008 15:59:26:187 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030000501Approved Application Amount :10000.0
4 , 13/11/2008 15:59:26:187 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030000501Claim Applied Amount :7500.0
4 , 13/11/2008 15:59:26:187 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030000501Recovered Amount :0.0
4 , 13/11/2008 15:59:26:187 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP030000501Default Amount :10000.0
4 , 13/11/2008 15:59:26:187 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:26:187 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:26:202 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:26:202 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010017301Oustanding Amount :7467.0
4 , 13/11/2008 15:59:26:202 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010017301Approved Application Amount :20000.0
4 , 13/11/2008 15:59:26:202 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010017301Claim Applied Amount :5600.0
4 , 13/11/2008 15:59:26:202 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010017301Recovered Amount :0.0
4 , 13/11/2008 15:59:26:202 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010017301Default Amount :7467.0
4 , 13/11/2008 15:59:26:202 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:26:202 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:26:202 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:26:202 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010047301Oustanding Amount :21074.0
4 , 13/11/2008 15:59:26:202 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010047301Approved Application Amount :25000.0
4 , 13/11/2008 15:59:26:202 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010047301Claim Applied Amount :15806.0
4 , 13/11/2008 15:59:26:202 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010047301Recovered Amount :0.0
4 , 13/11/2008 15:59:26:202 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010047301Default Amount :21074.0
4 , 13/11/2008 15:59:26:202 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:26:202 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:26:218 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:26:218 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010047401Oustanding Amount :19792.0
4 , 13/11/2008 15:59:26:218 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010047401Approved Application Amount :25000.0
4 , 13/11/2008 15:59:26:218 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010047401Claim Applied Amount :14844.0
4 , 13/11/2008 15:59:26:218 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010047401Recovered Amount :0.0
4 , 13/11/2008 15:59:26:218 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010047401Default Amount :19792.0
4 , 13/11/2008 15:59:26:218 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 13/11/2008 15:59:26:218 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 13/11/2008 15:59:26:265 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 13/11/2008 15:59:26:296 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010053501Oustanding Amount :75763.0
4 , 13/11/2008 15:59:26:296 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010053501Approved Application Amount :80000.0
4 , 13/11/2008 15:59:26:296 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL06UP010053501Claim Applied Amount :56822.0
