2 , 24/11/2008 15:03:08:224 , CPDAO , getAppRefNumber() , Entered
4 , 01/12/2008 12:53:17:943 , CPDAO , getCGPANDetailsForBorrowerId() , Size of disbDtls Dtls :1
4 , 01/12/2008 12:53:17:943 , CPDAO , getCGPANDetailsForBorrowerId() , Size of Nested Dtls :1
4 , 01/12/2008 12:53:17:943 , CPDAO , getCGPANDetailsForBorrowerId() , cgpan :CG200409734TC
4 , 01/12/2008 12:53:17:943 , CPDAO , getCGPANDetailsForBorrowerId() , presentDsbrsmntDt :Mon Sep 27 00:00:00 IST 2004
4 , 01/12/2008 12:53:17:943 , CPDAO , getCGPANDetailsForBorrowerId() , allcgpandetails size :0
4 , 01/12/2008 12:53:17:943 , CPDAO , getCGPANDetailsForBorrowerId() , Exited!
4 , 01/12/2008 12:53:17:943 , ReportsDAO , getClaimAttachments , Entered
4 , 01/12/2008 12:53:18:382 , ReportsDAO , getClaimAttachments , Exited
4 , 01/12/2008 12:53:31:580 , LoginAction , getMainMenu , Entered
4 , 01/12/2008 12:53:31:580 , LoginAction , setMainMenu , Entered
4 , 01/12/2008 12:53:31:580 , BaseAction , getUserInformation , Entered
4 , 01/12/2008 12:53:31:580 , BaseAction , getUserInformation , Exited
4 , 01/12/2008 12:53:31:580 , LoginAction , setMainMenu , Exited
4 , 01/12/2008 12:53:31:580 , LoginAction , getMainMenu , Exited
4 , 01/12/2008 12:53:34:668 , LoginAction , getSubMenu , Entered
4 , 01/12/2008 12:53:34:668 , LoginAction , setSubMenu , Entered
4 , 01/12/2008 12:53:34:668 , BaseAction , getUserInformation , Entered
4 , 01/12/2008 12:53:34:668 , BaseAction , getUserInformation , Exited
4 , 01/12/2008 12:53:34:668 , LoginAction , setSubMenu , Exited
4 , 01/12/2008 12:53:34:668 , LoginAction , getSubMenu , Exited
4 , 01/12/2008 12:53:36:330 , ReportsAction , showMliListPath , Entered
4 , 01/12/2008 12:53:36:330 , ReportsManager , getAppListMliWise , Entered
4 , 01/12/2008 12:53:36:330 , ReportDAO , AppListMliWise , Entered
4 , 01/12/2008 12:53:36:345 , ReportDAO , AppListMliWise , Exited
4 , 01/12/2008 12:53:36:345 , ReportsManager , getAppListMliWise , Exited
4 , 01/12/2008 12:53:36:345 , ReportsAction , showMliListPath , Exited
4 , 01/12/2008 12:53:38:446 , BaseAction , getUserInformation , Entered
4 , 01/12/2008 12:53:38:446 , BaseAction , getUserInformation , Exited
4 , 01/12/2008 12:53:38:462 , ApplicationProcessingAction , getApplicationsForApprovalPath , Before callin getappsforapproval frm processor
4 , 01/12/2008 12:53:38:462 , ApplicationProcessor , getApplicationsForApprovalPath , Entered. Memory : 21701328
4 , 01/12/2008 12:53:38:477 , ApplicationProcessor , checkDuplicatePath , Entered
4 , 01/12/2008 12:53:38:477 , ApplicationDAO , checkDuplicatePath , Entered
4 , 01/12/2008 12:53:38:493 , ApplicationDAO , checkDuplicatePath , Just Before 
4 , 01/12/2008 12:53:38:493 , ApplicationDAO , checkDuplicatePath , After
4 , 01/12/2008 12:53:39:057 , ApplicationDAO , checkDuplicatePath , Exited
4 , 01/12/2008 12:53:39:057 , ApplicationProcessor , checkDuplicatePath , Entering if flag is A
4 , 01/12/2008 12:53:39:073 , ApplicationProcessor , checkDuplicateApplications , Entered 
4 , 01/12/2008 12:53:39:104 , ApplicationProcessor , checkDuplicateApplications , Exited 
4 , 01/12/2008 12:53:39:104 , ApplicationProcessor , checkDuplicate , Exited
4 , 01/12/2008 12:53:39:104 , ApplicationDAO , viewApplicationsForApprovalPath , Entered
4 , 01/12/2008 12:53:47:381 , ApplicationDAO , viewApplicationsForApprovalPath , applicationCount0
4 , 01/12/2008 12:53:47:412 , ApplicationDAO , viewApplicationsForApprovalPath , Exited
4 , 01/12/2008 12:53:52:930 , AdminDAO , getParameter , Entered
4 , 01/12/2008 12:53:52:930 , AdminDAO , getParameter , Exited
4 , 01/12/2008 12:53:52:930 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:90000.0
4 , 01/12/2008 12:53:52:930 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:90000.0
4 , 01/12/2008 12:53:54:309 , AdminDAO , getParameter , Entered
4 , 01/12/2008 12:53:54:309 , AdminDAO , getParameter , Exited
4 , 01/12/2008 12:53:54:309 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:80000.0
4 , 01/12/2008 12:53:54:309 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:80000.0
4 , 01/12/2008 12:53:54:309 , ApplicationProcessor , getApplicationsForApproval , Exited. Memory : 16540368
4 , 01/12/2008 12:53:54:309 , ApplicationProcessingAction , getApplicationsForApprovalPath , After callin getappsforapproval frm processor
4 , 01/12/2008 12:53:54:309 , ApplicationProcessor , getMessageTitleContent , Entered
4 , 01/12/2008 12:53:54:309 , ApplicationDAO , getMessageTitleContent , Entered
4 , 01/12/2008 12:53:54:309 , ApplicationDAO , getMessageTitleContent , Exited
4 , 01/12/2008 12:53:54:309 , ApplicationProcessor , getMessageTitleContent , Exited
4 , 01/12/2008 12:53:54:309 , ApplicationProcessingAction , getApplicationsForApprovalPath , apForm Map size :0
4 , 01/12/2008 12:53:54:309 , ApplicationProcessingAction , getApplicationsForApprovalPath , apForm Map size :0
4 , 01/12/2008 12:53:54:325 , ApplicationProcessingAction , showAppsForApprovalPath , Exited. Memory : 16347408
4 , 01/12/2008 12:54:18:857 , LoginAction , getSubMenu , Entered
4 , 01/12/2008 12:54:18:857 , LoginAction , setSubMenu , Entered
4 , 01/12/2008 12:54:18:857 , BaseAction , getUserInformation , Entered
4 , 01/12/2008 12:54:18:857 , BaseAction , getUserInformation , Exited
4 , 01/12/2008 12:54:18:857 , LoginAction , setSubMenu , Exited
4 , 01/12/2008 12:54:18:857 , LoginAction , getSubMenu , Exited
2 , 02/12/2008 10:16:40:396 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 02/12/2008 10:17:58:130 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 02/12/2008 11:02:15:731 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 02/12/2008 11:16:57:539 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 02/12/2008 11:24:24:720 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 02/12/2008 11:27:22:275 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 02/12/2008 11:31:24:987 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 02/12/2008 11:35:36:363 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 02/12/2008 11:55:07:378 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 02/12/2008 12:37:03:083 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 02/12/2008 12:41:54:479 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 02/12/2008 13:02:49:605 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 02/12/2008 15:18:26:349 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 02/12/2008 15:29:53:037 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 02/12/2008 15:45:54:506 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 02/12/2008 15:54:31:140 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 02/12/2008 15:55:45:172 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 02/12/2008 16:05:09:843 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 02/12/2008 16:09:53:768 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 04/12/2008 11:54:28:327 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 04/12/2008 12:04:58:365 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 04/12/2008 12:25:17:651 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 04/12/2008 12:30:59:298 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 04/12/2008 12:44:51:203 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 04/12/2008 13:00:11:231 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 08/12/2008 18:08:15:904 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 08/12/2008 18:19:37:645 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 08/12/2008 18:36:11:374 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 08/12/2008 18:43:31:857 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 08/12/2008 19:11:15:331 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
java.sql.SQLException: ORA-00979: not a GROUP BY expression

	at oracle.jdbc.dbaccess.DBError.throwSqlException(DBError.java:189)
	at oracle.jdbc.ttc7.TTIoer.processError(TTIoer.java:242)
	at oracle.jdbc.ttc7.Oall7.receive(Oall7.java:554)
	at oracle.jdbc.ttc7.TTC7Protocol.doOall7(TTC7Protocol.java)
	at oracle.jdbc.ttc7.TTC7Protocol.parseExecuteDescribe(TTC7Protocol.java:677)
	at oracle.jdbc.driver.OracleStatement.doExecuteQuery(OracleStatement.java:2371)
	at oracle.jdbc.driver.OracleStatement.doExecuteWithTimeout(OracleStatement.java:2660)
	at oracle.jdbc.driver.OraclePreparedStatement.executeUpdate(OraclePreparedStatement.java:457)
	at oracle.jdbc.driver.OraclePreparedStatement.executeQuery(OraclePreparedStatement.java:387)
	at com.cgtsi.reports.ReportDAO.getRSFDetails(ReportDAO.java:9937)
	at com.cgtsi.reports.ReportManager.getRSFDetails(ReportManager.java:2071)
	at com.cgtsi.action.ReportsAction.mliWiseRSFReportDetails(ReportsAction.java:6536)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java)
	at org.apache.struts.actions.DispatchAction.dispatchMethod(DispatchAction.java:280)
	at org.apache.struts.actions.DispatchAction.execute(DispatchAction.java:216)
	at org.apache.struts.action.RequestProcessor.processActionPerform(RequestProcessor.java:484)
	at org.apache.struts.action.RequestProcessor.process(RequestProcessor.java:274)
	at org.apache.struts.action.ActionServlet.process(ActionServlet.java:1485)
	at org.apache.struts.action.ActionServlet.doGet(ActionServlet.java:509)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:740)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:853)
	at com.evermind.server.http.ResourceFilterChain.doFilter(ResourceFilterChain.java:65)
	at oracle.security.jazn.oc4j.JAZNFilter.doFilter(Unknown Source)
	at com.evermind.server.http.ServletRequestDispatcher.invoke(ServletRequestDispatcher.java:604)
	at com.evermind.server.http.ServletRequestDispatcher.forwardInternal(ServletRequestDispatcher.java:317)
	at com.evermind.server.http.HttpRequestHandler.processRequest(HttpRequestHandler.java:790)
	at com.evermind.server.http.HttpRequestHandler.run(HttpRequestHandler.java:270)
	at com.evermind.server.http.HttpRequestHandler.run(HttpRequestHandler.java:112)
	at com.evermind.util.ReleasableResourcePooledExecutor$MyWorker.run(ReleasableResourcePooledExecutor.java:192)
	at java.lang.Thread.run(Thread.java:534)
2 , 08/12/2008 19:14:47:160 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 08/12/2008 19:23:17:404 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 09/12/2008 15:21:11:182 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
java.sql.SQLException: ORA-00904: "A"."SSI_REFERENCE_NUMBER": invalid identifier

	at oracle.jdbc.dbaccess.DBError.throwSqlException(DBError.java:189)
	at oracle.jdbc.ttc7.TTIoer.processError(TTIoer.java:242)
	at oracle.jdbc.ttc7.Oall7.receive(Oall7.java:554)
	at oracle.jdbc.ttc7.TTC7Protocol.doOall7(TTC7Protocol.java)
	at oracle.jdbc.ttc7.TTC7Protocol.parseExecuteDescribe(TTC7Protocol.java:677)
	at oracle.jdbc.driver.OracleStatement.doExecuteQuery(OracleStatement.java:2371)
	at oracle.jdbc.driver.OracleStatement.doExecuteWithTimeout(OracleStatement.java:2660)
	at oracle.jdbc.driver.OraclePreparedStatement.executeUpdate(OraclePreparedStatement.java:457)
	at oracle.jdbc.driver.OraclePreparedStatement.executeQuery(OraclePreparedStatement.java:387)
	at com.cgtsi.reports.ReportDAO.getRSFDetails(ReportDAO.java:9937)
	at com.cgtsi.reports.ReportManager.getRSFDetails(ReportManager.java:2071)
	at com.cgtsi.action.ReportsAction.mliWiseRSFReportDetails(ReportsAction.java:6536)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java)
	at org.apache.struts.actions.DispatchAction.dispatchMethod(DispatchAction.java:280)
	at org.apache.struts.actions.DispatchAction.execute(DispatchAction.java:216)
	at org.apache.struts.action.RequestProcessor.processActionPerform(RequestProcessor.java:484)
	at org.apache.struts.action.RequestProcessor.process(RequestProcessor.java:274)
	at org.apache.struts.action.ActionServlet.process(ActionServlet.java:1485)
	at org.apache.struts.action.ActionServlet.doGet(ActionServlet.java:509)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:740)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:853)
	at com.evermind.server.http.ResourceFilterChain.doFilter(ResourceFilterChain.java:65)
	at oracle.security.jazn.oc4j.JAZNFilter.doFilter(Unknown Source)
	at com.evermind.server.http.ServletRequestDispatcher.invoke(ServletRequestDispatcher.java:604)
	at com.evermind.server.http.ServletRequestDispatcher.forwardInternal(ServletRequestDispatcher.java:317)
	at com.evermind.server.http.HttpRequestHandler.processRequest(HttpRequestHandler.java:790)
	at com.evermind.server.http.HttpRequestHandler.run(HttpRequestHandler.java:270)
	at com.evermind.server.http.HttpRequestHandler.run(HttpRequestHandler.java:112)
	at com.evermind.util.ReleasableResourcePooledExecutor$MyWorker.run(ReleasableResourcePooledExecutor.java:192)
	at java.lang.Thread.run(Thread.java:534)
2 , 09/12/2008 15:24:10:343 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 09/12/2008 15:33:12:097 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 10/12/2008 11:09:22:726 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 10/12/2008 11:51:45:125 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 10/12/2008 12:08:42:660 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 10/12/2008 12:38:09:780 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
java.sql.SQLException: ORA-01006: bind variable does not exist

	at oracle.jdbc.dbaccess.DBError.throwSqlException(DBError.java:189)
	at oracle.jdbc.ttc7.TTIoer.processError(TTIoer.java:242)
	at oracle.jdbc.ttc7.Oall7.receive(Oall7.java:554)
	at oracle.jdbc.ttc7.TTC7Protocol.doOall7(TTC7Protocol.java)
	at oracle.jdbc.ttc7.TTC7Protocol.parseExecuteDescribe(TTC7Protocol.java:677)
	at oracle.jdbc.driver.OracleStatement.doExecuteQuery(OracleStatement.java:2371)
	at oracle.jdbc.driver.OracleStatement.doExecuteWithTimeout(OracleStatement.java:2660)
	at oracle.jdbc.driver.OraclePreparedStatement.executeUpdate(OraclePreparedStatement.java:457)
	at oracle.jdbc.driver.OraclePreparedStatement.executeQuery(OraclePreparedStatement.java:387)
	at com.cgtsi.reports.ReportDAO.stateWiseReportDetailsNew(ReportDAO.java:14617)
	at com.cgtsi.reports.ReportManager.getStateWiseReportDetailsNew(ReportManager.java:1593)
	at com.cgtsi.action.ReportsAction.stateWiseReportDetailsAll(ReportsAction.java:2554)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java)
	at org.apache.struts.actions.DispatchAction.dispatchMethod(DispatchAction.java:280)
	at org.apache.struts.actions.DispatchAction.execute(DispatchAction.java:216)
	at org.apache.struts.action.RequestProcessor.processActionPerform(RequestProcessor.java:484)
	at org.apache.struts.action.RequestProcessor.process(RequestProcessor.java:274)
	at org.apache.struts.action.ActionServlet.process(ActionServlet.java:1485)
	at org.apache.struts.action.ActionServlet.doPost(ActionServlet.java:527)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:760)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:853)
	at com.evermind.server.http.ResourceFilterChain.doFilter(ResourceFilterChain.java:65)
	at oracle.security.jazn.oc4j.JAZNFilter.doFilter(Unknown Source)
	at com.evermind.server.http.ServletRequestDispatcher.invoke(ServletRequestDispatcher.java:604)
	at com.evermind.server.http.ServletRequestDispatcher.forwardInternal(ServletRequestDispatcher.java:317)
	at com.evermind.server.http.HttpRequestHandler.processRequest(HttpRequestHandler.java:790)
	at com.evermind.server.http.HttpRequestHandler.run(HttpRequestHandler.java:270)
	at com.evermind.server.http.HttpRequestHandler.run(HttpRequestHandler.java:112)
	at com.evermind.util.ReleasableResourcePooledExecutor$MyWorker.run(ReleasableResourcePooledExecutor.java:192)
	at java.lang.Thread.run(Thread.java:534)
2 , 10/12/2008 12:58:05:429 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
java.sql.SQLException: ORA-01006: bind variable does not exist

	at oracle.jdbc.dbaccess.DBError.throwSqlException(DBError.java:189)
	at oracle.jdbc.ttc7.TTIoer.processError(TTIoer.java:242)
	at oracle.jdbc.ttc7.Oall7.receive(Oall7.java:554)
	at oracle.jdbc.ttc7.TTC7Protocol.doOall7(TTC7Protocol.java)
	at oracle.jdbc.ttc7.TTC7Protocol.parseExecuteDescribe(TTC7Protocol.java:677)
	at oracle.jdbc.driver.OracleStatement.doExecuteQuery(OracleStatement.java:2371)
	at oracle.jdbc.driver.OracleStatement.doExecuteWithTimeout(OracleStatement.java:2660)
	at oracle.jdbc.driver.OraclePreparedStatement.executeUpdate(OraclePreparedStatement.java:457)
	at oracle.jdbc.driver.OraclePreparedStatement.executeQuery(OraclePreparedStatement.java:387)
	at com.cgtsi.reports.ReportDAO.stateWiseReportDetailsNew(ReportDAO.java:14617)
	at com.cgtsi.reports.ReportManager.getStateWiseReportDetailsNew(ReportManager.java:1593)
	at com.cgtsi.action.ReportsAction.stateWiseReportDetailsAll(ReportsAction.java:2554)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java)
	at org.apache.struts.actions.DispatchAction.dispatchMethod(DispatchAction.java:280)
	at org.apache.struts.actions.DispatchAction.execute(DispatchAction.java:216)
	at org.apache.struts.action.RequestProcessor.processActionPerform(RequestProcessor.java:484)
	at org.apache.struts.action.RequestProcessor.process(RequestProcessor.java:274)
	at org.apache.struts.action.ActionServlet.process(ActionServlet.java:1485)
	at org.apache.struts.action.ActionServlet.doPost(ActionServlet.java:527)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:760)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:853)
	at com.evermind.server.http.ResourceFilterChain.doFilter(ResourceFilterChain.java:65)
	at oracle.security.jazn.oc4j.JAZNFilter.doFilter(Unknown Source)
	at com.evermind.server.http.ServletRequestDispatcher.invoke(ServletRequestDispatcher.java:604)
	at com.evermind.server.http.ServletRequestDispatcher.forwardInternal(ServletRequestDispatcher.java:317)
	at com.evermind.server.http.HttpRequestHandler.processRequest(HttpRequestHandler.java:790)
	at com.evermind.server.http.HttpRequestHandler.run(HttpRequestHandler.java:270)
	at com.evermind.server.http.HttpRequestHandler.run(HttpRequestHandler.java:112)
	at com.evermind.util.ReleasableResourcePooledExecutor$MyWorker.run(ReleasableResourcePooledExecutor.java:192)
	at java.lang.Thread.run(Thread.java:534)
2 , 10/12/2008 13:00:56:762 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
java.sql.SQLException: ORA-00937: not a single-group group function

	at oracle.jdbc.dbaccess.DBError.throwSqlException(DBError.java:189)
	at oracle.jdbc.ttc7.TTIoer.processError(TTIoer.java:242)
	at oracle.jdbc.ttc7.Oall7.receive(Oall7.java:554)
	at oracle.jdbc.ttc7.TTC7Protocol.doOall7(TTC7Protocol.java)
	at oracle.jdbc.ttc7.TTC7Protocol.parseExecuteDescribe(TTC7Protocol.java:677)
	at oracle.jdbc.driver.OracleStatement.doExecuteQuery(OracleStatement.java:2371)
	at oracle.jdbc.driver.OracleStatement.doExecuteWithTimeout(OracleStatement.java:2660)
	at oracle.jdbc.driver.OraclePreparedStatement.executeUpdate(OraclePreparedStatement.java:457)
	at oracle.jdbc.driver.OraclePreparedStatement.executeQuery(OraclePreparedStatement.java:387)
	at com.cgtsi.reports.ReportDAO.stateWiseReportDetailsNew(ReportDAO.java:14618)
	at com.cgtsi.reports.ReportManager.getStateWiseReportDetailsNew(ReportManager.java:1593)
	at com.cgtsi.action.ReportsAction.stateWiseReportDetailsAll(ReportsAction.java:2554)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java)
	at org.apache.struts.actions.DispatchAction.dispatchMethod(DispatchAction.java:280)
	at org.apache.struts.actions.DispatchAction.execute(DispatchAction.java:216)
	at org.apache.struts.action.RequestProcessor.processActionPerform(RequestProcessor.java:484)
	at org.apache.struts.action.RequestProcessor.process(RequestProcessor.java:274)
	at org.apache.struts.action.ActionServlet.process(ActionServlet.java:1485)
	at org.apache.struts.action.ActionServlet.doPost(ActionServlet.java:527)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:760)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:853)
	at com.evermind.server.http.ResourceFilterChain.doFilter(ResourceFilterChain.java:65)
	at oracle.security.jazn.oc4j.JAZNFilter.doFilter(Unknown Source)
	at com.evermind.server.http.ServletRequestDispatcher.invoke(ServletRequestDispatcher.java:604)
	at com.evermind.server.http.ServletRequestDispatcher.forwardInternal(ServletRequestDispatcher.java:317)
	at com.evermind.server.http.HttpRequestHandler.processRequest(HttpRequestHandler.java:790)
	at com.evermind.server.http.HttpRequestHandler.run(HttpRequestHandler.java:270)
	at com.evermind.server.http.HttpRequestHandler.run(HttpRequestHandler.java:112)
	at com.evermind.util.ReleasableResourcePooledExecutor$MyWorker.run(ReleasableResourcePooledExecutor.java:192)
	at java.lang.Thread.run(Thread.java:534)
2 , 10/12/2008 13:06:30:702 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 12/12/2008 10:28:11:080 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 12/12/2008 10:43:31:808 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 12/12/2008 10:58:26:202 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 12/12/2008 11:47:33:880 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 12/12/2008 11:56:52:969 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 12/12/2008 12:00:21:793 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 12/12/2008 12:04:09:441 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 12/12/2008 13:33:13:048 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 12/12/2008 16:24:28:071 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 12/12/2008 16:28:09:707 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 12/12/2008 16:28:52:014 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 15/12/2008 17:01:49:663 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 15/12/2008 17:46:55:850 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 15/12/2008 18:01:58:031 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 15/12/2008 18:06:42:757 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 17/12/2008 13:34:51:013 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 17/12/2008 13:42:05:315 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 17/12/2008 13:47:13:714 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 17/12/2008 13:50:25:255 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 17/12/2008 13:57:59:818 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
2 , 17/12/2008 14:02:09:530 , RegDAO , updateMemberDetails , ORA-06550: line 1, column 13:
PLS-00201: identifier 'FUNCUPDMEMDETAIL' must be declared
ORA-06550: line 1, column 7:
PL/SQL: Statement ignored

java.sql.SQLException: ORA-06550: line 1, column 13:
PLS-00201: identifier 'FUNCUPDMEMDETAIL' must be declared
ORA-06550: line 1, column 7:
PL/SQL: Statement ignored

	at oracle.jdbc.dbaccess.DBError.throwSqlException(DBError.java:189)
	at oracle.jdbc.ttc7.TTIoer.processError(TTIoer.java:242)
	at oracle.jdbc.ttc7.Oall7.receive(Oall7.java:554)
	at oracle.jdbc.ttc7.TTC7Protocol.doOall7(TTC7Protocol.java)
	at oracle.jdbc.ttc7.TTC7Protocol.parseExecuteFetch(TTC7Protocol.java:888)
	at oracle.jdbc.driver.OracleStatement.executeNonQuery(OracleStatement.java:2076)
	at oracle.jdbc.driver.OracleStatement.doExecuteOther(OracleStatement.java:1987)
	at oracle.jdbc.driver.OracleStatement.doExecuteWithTimeout(OracleStatement.java:2697)
	at oracle.jdbc.driver.OraclePreparedStatement.executeUpdate(OraclePreparedStatement.java:457)
	at oracle.jdbc.driver.OraclePreparedStatement.execute(OraclePreparedStatement.java:531)
	at com.cgtsi.registration.RegistrationDAO.updateMemberDetails(RegistrationDAO.java:1632)
	at com.cgtsi.registration.Registration.updateMemberDetails(Registration.java:416)
	at com.cgtsi.action.AdministrationAction.updateMemberDetails(AdministrationAction.java:6722)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java)
	at org.apache.struts.actions.DispatchAction.dispatchMethod(DispatchAction.java:280)
	at org.apache.struts.actions.DispatchAction.execute(DispatchAction.java:216)
	at org.apache.struts.action.RequestProcessor.processActionPerform(RequestProcessor.java:484)
	at org.apache.struts.action.RequestProcessor.process(RequestProcessor.java:274)
	at org.apache.struts.action.ActionServlet.process(ActionServlet.java:1485)
	at org.apache.struts.action.ActionServlet.doPost(ActionServlet.java:527)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:760)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:853)
