4 , 11/11/2008 17:02:44:478 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:22:773 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:50000.0
4 , 11/11/2008 17:45:22:773 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:22:773 , ApplicationDAO , getPartApplication , Entered. Memory : 4255792
4 , 11/11/2008 17:45:22:804 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:22:804 , ApplicationDAO , getPartApplication , Exited. Memory : 2731024
4 , 11/11/2008 17:45:22:804 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:22:882 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:22:882 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:22:882 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:20000.0
4 , 11/11/2008 17:45:22:882 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:20000.0
4 , 11/11/2008 17:45:22:882 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:22:882 , ApplicationDAO , getPartApplication , Entered. Memory : 6359600
4 , 11/11/2008 17:45:22:913 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:22:913 , ApplicationDAO , getPartApplication , Exited. Memory : 4820640
4 , 11/11/2008 17:45:22:913 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:22:960 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:22:960 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:22:960 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:80000.0
4 , 11/11/2008 17:45:22:960 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:80000.0
4 , 11/11/2008 17:45:22:960 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:22:960 , ApplicationDAO , getPartApplication , Entered. Memory : 4403984
4 , 11/11/2008 17:45:22:991 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:22:991 , ApplicationDAO , getPartApplication , Exited. Memory : 2856168
4 , 11/11/2008 17:45:22:991 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:23:038 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:23:070 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:23:070 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:52500.0
4 , 11/11/2008 17:45:23:070 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:52500.0
4 , 11/11/2008 17:45:23:070 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:23:070 , ApplicationDAO , getPartApplication , Entered. Memory : 6369112
4 , 11/11/2008 17:45:23:101 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:23:101 , ApplicationDAO , getPartApplication , Exited. Memory : 4831136
4 , 11/11/2008 17:45:23:101 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:23:148 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:23:148 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:23:148 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:165205.0
4 , 11/11/2008 17:45:23:148 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:165205.0
4 , 11/11/2008 17:45:23:163 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:23:163 , ApplicationDAO , getPartApplication , Entered. Memory : 4414424
4 , 11/11/2008 17:45:23:179 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:23:179 , ApplicationDAO , getPartApplication , Exited. Memory : 2882952
4 , 11/11/2008 17:45:23:179 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:23:242 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:23:273 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:23:273 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:175000.0
4 , 11/11/2008 17:45:23:273 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:175000.0
4 , 11/11/2008 17:45:23:273 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:23:273 , ApplicationDAO , getPartApplication , Entered. Memory : 6382360
4 , 11/11/2008 17:45:23:288 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:23:288 , ApplicationDAO , getPartApplication , Exited. Memory : 4834552
4 , 11/11/2008 17:45:23:288 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:23:335 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:23:351 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:23:351 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:64000.0
4 , 11/11/2008 17:45:23:351 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:64000.0
4 , 11/11/2008 17:45:23:351 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:23:351 , ApplicationDAO , getPartApplication , Entered. Memory : 4420768
4 , 11/11/2008 17:45:23:367 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:23:382 , ApplicationDAO , getPartApplication , Exited. Memory : 2886944
4 , 11/11/2008 17:45:23:382 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:23:429 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:23:460 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:23:460 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:20000.0
4 , 11/11/2008 17:45:23:460 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:20000.0
4 , 11/11/2008 17:45:23:460 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:23:460 , ApplicationDAO , getPartApplication , Entered. Memory : 6377960
4 , 11/11/2008 17:45:23:492 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:23:492 , ApplicationDAO , getPartApplication , Exited. Memory : 4837120
4 , 11/11/2008 17:45:23:492 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:23:538 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:23:538 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:23:538 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:900000.0
4 , 11/11/2008 17:45:23:538 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:900000.0
4 , 11/11/2008 17:45:23:538 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:23:538 , ApplicationDAO , getPartApplication , Entered. Memory : 4425040
4 , 11/11/2008 17:45:23:570 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:23:570 , ApplicationDAO , getPartApplication , Exited. Memory : 2883216
4 , 11/11/2008 17:45:23:570 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:23:617 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:23:664 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:23:664 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:37500.0
4 , 11/11/2008 17:45:23:664 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:37500.0
4 , 11/11/2008 17:45:23:664 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:23:664 , ApplicationDAO , getPartApplication , Entered. Memory : 6374672
4 , 11/11/2008 17:45:23:679 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:23:679 , ApplicationDAO , getPartApplication , Exited. Memory : 4841928
4 , 11/11/2008 17:45:23:679 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:23:726 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:23:742 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:23:742 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:95000.0
4 , 11/11/2008 17:45:23:742 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:95000.0
4 , 11/11/2008 17:45:23:742 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:23:742 , ApplicationDAO , getPartApplication , Entered. Memory : 4436128
4 , 11/11/2008 17:45:23:757 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:23:773 , ApplicationDAO , getPartApplication , Exited. Memory : 2885424
4 , 11/11/2008 17:45:23:773 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:23:820 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:23:851 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:23:851 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:20000.0
4 , 11/11/2008 17:45:23:851 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:20000.0
4 , 11/11/2008 17:45:23:851 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:23:851 , ApplicationDAO , getPartApplication , Entered. Memory : 6357912
4 , 11/11/2008 17:45:23:867 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:23:882 , ApplicationDAO , getPartApplication , Exited. Memory : 4819704
4 , 11/11/2008 17:45:23:882 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:23:929 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:23:929 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:23:929 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:51314.0
4 , 11/11/2008 17:45:23:929 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:51314.0
4 , 11/11/2008 17:45:23:929 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:23:929 , ApplicationDAO , getPartApplication , Entered. Memory : 4418512
4 , 11/11/2008 17:45:23:961 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:23:961 , ApplicationDAO , getPartApplication , Exited. Memory : 2860568
4 , 11/11/2008 17:45:23:961 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:24:007 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:24:039 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:24:039 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:60000.0
4 , 11/11/2008 17:45:24:039 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:60000.0
4 , 11/11/2008 17:45:24:039 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:24:039 , ApplicationDAO , getPartApplication , Entered. Memory : 6344192
4 , 11/11/2008 17:45:24:070 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:24:070 , ApplicationDAO , getPartApplication , Exited. Memory : 4788360
4 , 11/11/2008 17:45:24:070 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:24:117 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:24:117 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:24:117 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:15000.0
4 , 11/11/2008 17:45:24:117 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:15000.0
4 , 11/11/2008 17:45:24:117 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:24:117 , ApplicationDAO , getPartApplication , Entered. Memory : 4389576
4 , 11/11/2008 17:45:24:148 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:24:148 , ApplicationDAO , getPartApplication , Exited. Memory : 2839272
4 , 11/11/2008 17:45:24:148 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:24:226 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:24:226 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:24:226 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:20000.0
4 , 11/11/2008 17:45:24:226 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:20000.0
4 , 11/11/2008 17:45:24:226 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:24:226 , ApplicationDAO , getPartApplication , Entered. Memory : 6320568
4 , 11/11/2008 17:45:24:258 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:24:258 , ApplicationDAO , getPartApplication , Exited. Memory : 4783312
4 , 11/11/2008 17:45:24:258 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:24:304 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:24:320 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:24:320 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:50000.0
4 , 11/11/2008 17:45:24:320 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:50000.0
4 , 11/11/2008 17:45:24:320 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:24:320 , ApplicationDAO , getPartApplication , Entered. Memory : 4375008
4 , 11/11/2008 17:45:24:336 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:24:351 , ApplicationDAO , getPartApplication , Exited. Memory : 2841248
4 , 11/11/2008 17:45:24:351 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:24:429 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:24:429 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:24:429 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:20000.0
4 , 11/11/2008 17:45:24:429 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:20000.0
4 , 11/11/2008 17:45:24:429 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:24:429 , ApplicationDAO , getPartApplication , Entered. Memory : 6197720
4 , 11/11/2008 17:45:24:461 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:24:461 , ApplicationDAO , getPartApplication , Exited. Memory : 4668272
4 , 11/11/2008 17:45:24:461 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:24:508 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:24:508 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:24:508 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:95000.0
4 , 11/11/2008 17:45:24:508 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:95000.0
4 , 11/11/2008 17:45:24:508 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:24:508 , ApplicationDAO , getPartApplication , Entered. Memory : 4252232
4 , 11/11/2008 17:45:24:539 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:24:539 , ApplicationDAO , getPartApplication , Exited. Memory : 2719712
4 , 11/11/2008 17:45:24:539 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:24:617 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:24:617 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:24:617 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:37500.0
4 , 11/11/2008 17:45:24:617 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:37500.0
4 , 11/11/2008 17:45:24:633 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:24:633 , ApplicationDAO , getPartApplication , Entered. Memory : 6189696
4 , 11/11/2008 17:45:24:648 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:24:648 , ApplicationDAO , getPartApplication , Exited. Memory : 4661768
4 , 11/11/2008 17:45:24:648 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:24:711 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:24:711 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:24:711 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:175000.0
4 , 11/11/2008 17:45:24:711 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:175000.0
4 , 11/11/2008 17:45:24:711 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:24:711 , ApplicationDAO , getPartApplication , Entered. Memory : 4237944
4 , 11/11/2008 17:45:24:742 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:24:742 , ApplicationDAO , getPartApplication , Exited. Memory : 2712376
4 , 11/11/2008 17:45:24:742 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:24:805 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:24:820 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:24:820 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:20000.0
4 , 11/11/2008 17:45:24:820 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:20000.0
4 , 11/11/2008 17:45:24:820 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:24:820 , ApplicationDAO , getPartApplication , Entered. Memory : 6072264
4 , 11/11/2008 17:45:24:836 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:24:867 , ApplicationDAO , getPartApplication , Exited. Memory : 4543888
4 , 11/11/2008 17:45:24:867 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:24:914 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:24:914 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:24:914 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:78000.0
4 , 11/11/2008 17:45:24:914 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:78000.0
4 , 11/11/2008 17:45:24:914 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:24:914 , ApplicationDAO , getPartApplication , Entered. Memory : 4105408
4 , 11/11/2008 17:45:24:977 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:24:977 , ApplicationDAO , getPartApplication , Exited. Memory : 5728968
4 , 11/11/2008 17:45:24:977 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:25:023 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:25:039 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:25:039 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:97500.0
4 , 11/11/2008 17:45:25:039 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:97500.0
4 , 11/11/2008 17:45:25:039 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:25:039 , ApplicationDAO , getPartApplication , Entered. Memory : 5301488
4 , 11/11/2008 17:45:25:055 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:25:070 , ApplicationDAO , getPartApplication , Exited. Memory : 3765080
4 , 11/11/2008 17:45:25:070 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:25:117 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:25:117 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:25:117 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:50000.0
4 , 11/11/2008 17:45:25:117 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:50000.0
4 , 11/11/2008 17:45:25:117 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:25:117 , ApplicationDAO , getPartApplication , Entered. Memory : 3343312
4 , 11/11/2008 17:45:25:164 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:25:164 , ApplicationDAO , getPartApplication , Exited. Memory : 5691808
4 , 11/11/2008 17:45:25:164 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:25:227 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:25:227 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:25:227 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:28000.0
4 , 11/11/2008 17:45:25:227 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:28000.0
4 , 11/11/2008 17:45:25:227 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:25:227 , ApplicationDAO , getPartApplication , Entered. Memory : 5278384
4 , 11/11/2008 17:45:25:258 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:25:274 , ApplicationDAO , getPartApplication , Exited. Memory : 3743456
4 , 11/11/2008 17:45:25:274 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:25:320 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:25:336 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:25:336 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:95000.0
4 , 11/11/2008 17:45:25:336 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:95000.0
4 , 11/11/2008 17:45:25:336 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:25:336 , ApplicationDAO , getPartApplication , Entered. Memory : 3315400
4 , 11/11/2008 17:45:25:383 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:25:399 , ApplicationDAO , getPartApplication , Exited. Memory : 4920544
4 , 11/11/2008 17:45:25:399 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:25:445 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:25:445 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:25:445 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:60000.0
4 , 11/11/2008 17:45:25:445 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:60000.0
4 , 11/11/2008 17:45:25:445 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:25:445 , ApplicationDAO , getPartApplication , Entered. Memory : 4523680
4 , 11/11/2008 17:45:25:477 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:25:477 , ApplicationDAO , getPartApplication , Exited. Memory : 2980872
4 , 11/11/2008 17:45:25:477 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:25:524 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:25:524 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:25:524 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:60000.0
4 , 11/11/2008 17:45:25:524 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:60000.0
4 , 11/11/2008 17:45:25:571 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:25:571 , ApplicationDAO , getPartApplication , Entered. Memory : 6475800
4 , 11/11/2008 17:45:25:586 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:25:586 , ApplicationDAO , getPartApplication , Exited. Memory : 4904024
4 , 11/11/2008 17:45:25:586 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:25:633 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:25:649 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:25:649 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:20000.0
4 , 11/11/2008 17:45:25:649 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:20000.0
4 , 11/11/2008 17:45:25:649 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:25:649 , ApplicationDAO , getPartApplication , Entered. Memory : 4488752
4 , 11/11/2008 17:45:25:664 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:25:680 , ApplicationDAO , getPartApplication , Exited. Memory : 2953544
4 , 11/11/2008 17:45:25:680 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:25:727 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:25:758 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:25:758 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:57600.0
4 , 11/11/2008 17:45:25:758 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:57600.0
4 , 11/11/2008 17:45:25:758 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:25:758 , ApplicationDAO , getPartApplication , Entered. Memory : 6315032
4 , 11/11/2008 17:45:25:774 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:25:789 , ApplicationDAO , getPartApplication , Exited. Memory : 4775368
4 , 11/11/2008 17:45:25:789 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:25:836 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:25:836 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:25:836 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:100000.0
4 , 11/11/2008 17:45:25:836 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:100000.0
4 , 11/11/2008 17:45:25:836 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:25:836 , ApplicationDAO , getPartApplication , Entered. Memory : 4365784
4 , 11/11/2008 17:45:25:868 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:25:868 , ApplicationDAO , getPartApplication , Exited. Memory : 2824144
4 , 11/11/2008 17:45:25:868 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:25:946 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:25:946 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:25:946 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:20000.0
4 , 11/11/2008 17:45:25:946 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:20000.0
4 , 11/11/2008 17:45:25:946 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:25:946 , ApplicationDAO , getPartApplication , Entered. Memory : 6060144
4 , 11/11/2008 17:45:25:977 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:25:977 , ApplicationDAO , getPartApplication , Exited. Memory : 4524336
4 , 11/11/2008 17:45:25:977 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:26:024 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:26:039 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:26:039 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:95000.0
4 , 11/11/2008 17:45:26:039 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:95000.0
4 , 11/11/2008 17:45:26:039 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:45:26:039 , ApplicationDAO , getPartApplication , Entered. Memory : 4077184
4 , 11/11/2008 17:45:26:086 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:45:26:086 , ApplicationDAO , getPartApplication , Exited. Memory : 4924192
4 , 11/11/2008 17:45:26:086 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:45:26:133 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:45:26:149 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:45:26:149 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:175000.0
4 , 11/11/2008 17:45:26:149 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:175000.0
