5 , 04/05/2012 10:55:33:962 , ApplicationDAO , getTermLoan , values of term loan object set successfully....
5 , 04/05/2012 11:23:22:789 , ApplicationProcessor , checkDuplicateApplications , Rem Pending  Address :I-521 BARRA VISHWA BANK COLONY KANPUR
5 , 04/05/2012 11:23:22:790 , ApplicationProcessor , checkDuplicateApplications , Pending Address :83/18 MB M MARKET JUHI
KANPUR
5 , 04/05/2012 11:23:22:791 , ApplicationProcessor , checkDuplicateApplications , Approved itpan :AIYPG1945L
5 , 04/05/2012 11:23:22:792 , ApplicationProcessor , checkDuplicateApplications , remaining Pending itpan :AAMPY0131A
5 , 04/05/2012 11:23:22:793 , ApplicationProcessor , checkDuplicateApplications , valid format are same for :020512000451and 040512000112
5 , 04/05/2012 11:23:22:794 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :020512000451and 040512000112
5 , 04/05/2012 11:23:22:796 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching020512000451
5 , 04/05/2012 11:23:22:825 , ApplicationProcessor , checkDuplicateApplications , pending 12 checking with pending 7 app ref no 030512000325
5 , 04/05/2012 11:23:22:890 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :030512000325and 040512000112
5 , 04/05/2012 11:23:22:892 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching030512000325
5 , 04/05/2012 11:23:22:923 , ApplicationProcessor , checkDuplicateApplications , pending 12 checking with pending 8 app ref no 030512000345
5 , 04/05/2012 11:23:22:983 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :030512000345and 040512000112
5 , 04/05/2012 11:23:22:984 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching030512000345
5 , 04/05/2012 11:23:23:016 , ApplicationProcessor , checkDuplicateApplications , pending 12 checking with pending 9 app ref no 030512000363
5 , 04/05/2012 11:23:23:079 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :030512000363and 040512000112
5 , 04/05/2012 11:23:23:081 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching030512000363
5 , 04/05/2012 11:23:23:117 , ApplicationProcessor , checkDuplicateApplications , pending 12 checking with pending 10 app ref no 040512000002
5 , 04/05/2012 11:23:23:179 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :040512000002and 040512000112
5 , 04/05/2012 11:23:23:183 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching040512000002
5 , 04/05/2012 11:23:23:220 , ApplicationProcessor , checkDuplicateApplications , pending 12 checking with pending 11 app ref no 040512000007
5 , 04/05/2012 11:23:23:281 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :040512000007and 040512000112
5 , 04/05/2012 11:23:23:282 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching040512000007
5 , 04/05/2012 11:23:23:313 , ApplicationProcessor , checkDuplicateApplications , pending 12 checking with pending 13 app ref no 040512000377
5 , 04/05/2012 11:23:23:377 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :040512000377and 040512000112
5 , 04/05/2012 11:23:23:379 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching040512000377
5 , 04/05/2012 11:23:23:410 , ApplicationProcessor , checkDuplicateApplications , pending 12 checking with pending 14 app ref no 040512000382
5 , 04/05/2012 11:23:23:476 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :040512000382and 040512000112
5 , 04/05/2012 11:23:23:477 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching040512000382
5 , 04/05/2012 11:23:23:509 , ApplicationProcessor , checkDuplicateApplications , pending 12 checking with pending 15 app ref no 040512000387
5 , 04/05/2012 11:23:23:575 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :040512000387and 040512000112
5 , 04/05/2012 11:23:23:576 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching040512000387
5 , 04/05/2012 11:23:23:608 , ApplicationProcessor , checkDuplicateApplications , pending 12 checking with pending 16 app ref no 0806060023
5 , 04/05/2012 11:23:23:674 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :0806060023and 040512000112
5 , 04/05/2012 11:23:23:676 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching0806060023
5 , 04/05/2012 11:23:23:708 , ApplicationProcessor , checkDuplicateApplications , pending 12 checking with pending 17 app ref no 2707060079
5 , 04/05/2012 11:23:23:772 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :2707060079and 040512000112
5 , 04/05/2012 11:23:23:774 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching2707060079
5 , 04/05/2012 11:23:23:775 , ApplicationProcessor , checkDuplicateApplications , before checking with Approved Applications
5 , 04/05/2012 11:23:23:777 , ApplicationProcessor , checkDuplicateApplications , pending 13 app ref no 040512000377
5 , 04/05/2012 11:23:23:778 , ApplicationProcessor , checkDuplicateApplications , approved 0 app ref no 3007070007
5 , 04/05/2012 11:23:23:779 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:780 , ApplicationProcessor , checkDuplicateApplications , approved 1 app ref no 3005070070
5 , 04/05/2012 11:23:23:782 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:783 , ApplicationProcessor , checkDuplicateApplications , approved 2 app ref no 2610040011
5 , 04/05/2012 11:23:23:784 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:785 , ApplicationProcessor , checkDuplicateApplications , approved 3 app ref no 2706060242
5 , 04/05/2012 11:23:23:786 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:787 , ApplicationProcessor , checkDuplicateApplications , approved 4 app ref no 2901070028
5 , 04/05/2012 11:23:23:789 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:790 , ApplicationProcessor , checkDuplicateApplications , approved 5 app ref no 2610070046
5 , 04/05/2012 11:23:23:791 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:792 , ApplicationProcessor , checkDuplicateApplications , approved 6 app ref no 3103050210
5 , 04/05/2012 11:23:23:793 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:794 , ApplicationProcessor , checkDuplicateApplications , approved 7 app ref no 0307060013
5 , 04/05/2012 11:23:23:795 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:796 , ApplicationProcessor , checkDuplicateApplications , approved 8 app ref no 1609050030
5 , 04/05/2012 11:23:23:797 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:799 , ApplicationProcessor , checkDuplicateApplications , approved 9 app ref no 1009030012
5 , 04/05/2012 11:23:23:800 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:803 , ApplicationProcessor , checkDuplicateApplications , approved 10 app ref no 2407060021
5 , 04/05/2012 11:23:23:804 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:806 , ApplicationProcessor , checkDuplicateApplications , approved 11 app ref no 2806070087
5 , 04/05/2012 11:23:23:807 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:808 , ApplicationProcessor , checkDuplicateApplications , approved 12 app ref no 2709060098
5 , 04/05/2012 11:23:23:809 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:810 , ApplicationProcessor , checkDuplicateApplications , approved 13 app ref no 1009030002
5 , 04/05/2012 11:23:23:811 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:813 , ApplicationProcessor , checkDuplicateApplications , approved 14 app ref no 1503050026
5 , 04/05/2012 11:23:23:814 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:815 , ApplicationProcessor , checkDuplicateApplications , approved 15 app ref no 3009050062
5 , 04/05/2012 11:23:23:816 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:817 , ApplicationProcessor , checkDuplicateApplications , approved 16 app ref no 0209060026
5 , 04/05/2012 11:23:23:818 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:820 , ApplicationProcessor , checkDuplicateApplications , approved 17 app ref no 2812060448
5 , 04/05/2012 11:23:23:821 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:822 , ApplicationProcessor , checkDuplicateApplications , approved 18 app ref no 3108040011
5 , 04/05/2012 11:23:23:823 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:826 , ApplicationProcessor , checkDuplicateApplications , approved 19 app ref no 1805070007
5 , 04/05/2012 11:23:23:827 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:828 , ApplicationProcessor , checkDuplicateApplications , approved 20 app ref no 2701070012
5 , 04/05/2012 11:23:23:829 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:831 , ApplicationProcessor , checkDuplicateApplications , approved 21 app ref no 1610070013
5 , 04/05/2012 11:23:23:832 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:833 , ApplicationProcessor , checkDuplicateApplications , approved 22 app ref no 0806060023
5 , 04/05/2012 11:23:23:834 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:835 , ApplicationProcessor , checkDuplicateApplications , approved 23 app ref no 1503060053
5 , 04/05/2012 11:23:23:837 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:838 , ApplicationProcessor , checkDuplicateApplications , approved 24 app ref no 2906070111
5 , 04/05/2012 11:23:23:839 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:840 , ApplicationProcessor , checkDuplicateApplications , approved 25 app ref no 2803060225
5 , 04/05/2012 11:23:23:841 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:842 , ApplicationProcessor , checkDuplicateApplications , approved 26 app ref no 1712070027
5 , 04/05/2012 11:23:23:844 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:845 , ApplicationProcessor , checkDuplicateApplications , approved 27 app ref no 1312050088
5 , 04/05/2012 11:23:23:846 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:847 , ApplicationProcessor , checkDuplicateApplications , approved 28 app ref no 1001060009
5 , 04/05/2012 11:23:23:848 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:849 , ApplicationProcessor , checkDuplicateApplications , approved 29 app ref no 1001060011
5 , 04/05/2012 11:23:23:850 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:852 , ApplicationProcessor , checkDuplicateApplications , approved 30 app ref no 1004070023
5 , 04/05/2012 11:23:23:853 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:854 , ApplicationProcessor , checkDuplicateApplications , approved 31 app ref no 0106070022
5 , 04/05/2012 11:23:23:855 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:856 , ApplicationProcessor , checkDuplicateApplications , approved 32 app ref no 0106070019
5 , 04/05/2012 11:23:23:857 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:858 , ApplicationProcessor , checkDuplicateApplications , approved 33 app ref no 2705080106
5 , 04/05/2012 11:23:23:859 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:861 , ApplicationProcessor , checkDuplicateApplications , approved 34 app ref no 2205060007
5 , 04/05/2012 11:23:23:862 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:863 , ApplicationProcessor , checkDuplicateApplications , approved 35 app ref no 2809070108
5 , 04/05/2012 11:23:23:864 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:865 , ApplicationProcessor , checkDuplicateApplications , approved 36 app ref no 0802080041
5 , 04/05/2012 11:23:23:866 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:867 , ApplicationProcessor , checkDuplicateApplications , approved 37 app ref no 1811060004
5 , 04/05/2012 11:23:23:869 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:870 , ApplicationProcessor , checkDuplicateApplications , approved 38 app ref no 0106060011
5 , 04/05/2012 11:23:23:871 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:872 , ApplicationProcessor , checkDuplicateApplications , approved 39 app ref no 2707060079
5 , 04/05/2012 11:23:23:874 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:23:875 , ApplicationProcessor , checkDuplicateApplications , approved 40 app ref no 3003050046
5 , 04/05/2012 11:23:23:876 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000377
5 , 04/05/2012 11:23:25:077 , ApplicationProcessor , checkDuplicateApplications , pending 13 checking with pending 0 app ref no 020512000236
5 , 04/05/2012 11:23:25:159 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :020512000236and 040512000377
5 , 04/05/2012 11:23:25:160 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching020512000236
5 , 04/05/2012 11:23:25:422 , ApplicationProcessor , checkDuplicateApplications , pending 13 checking with pending 1 app ref no 020512000238
5 , 04/05/2012 11:23:25:971 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :020512000238and 040512000377
5 , 04/05/2012 11:23:25:972 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching020512000238
5 , 04/05/2012 11:23:26:004 , ApplicationProcessor , checkDuplicateApplications , pending 13 checking with pending 2 app ref no 020512000240
5 , 04/05/2012 11:23:26:064 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :020512000240and 040512000377
5 , 04/05/2012 11:23:26:066 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching020512000240
5 , 04/05/2012 11:23:26:099 , ApplicationProcessor , checkDuplicateApplications , pending 13 checking with pending 3 app ref no 020512000242
5 , 04/05/2012 11:23:26:163 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :020512000242and 040512000377
5 , 04/05/2012 11:23:26:164 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching020512000242
5 , 04/05/2012 11:23:26:198 , ApplicationProcessor , checkDuplicateApplications , pending 13 checking with pending 4 app ref no 020512000246
5 , 04/05/2012 11:23:26:261 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :020512000246and 040512000377
5 , 04/05/2012 11:23:26:263 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching020512000246
5 , 04/05/2012 11:23:26:300 , ApplicationProcessor , checkDuplicateApplications , pending 13 checking with pending 5 app ref no 020512000250
5 , 04/05/2012 11:23:26:361 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :020512000250and 040512000377
5 , 04/05/2012 11:23:26:362 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching020512000250
5 , 04/05/2012 11:23:26:395 , ApplicationProcessor , checkDuplicateApplications , pending 13 checking with pending 6 app ref no 020512000451
5 , 04/05/2012 11:23:26:454 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :020512000451and 040512000377
5 , 04/05/2012 11:23:26:456 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching020512000451
5 , 04/05/2012 11:23:26:491 , ApplicationProcessor , checkDuplicateApplications , pending 13 checking with pending 7 app ref no 030512000325
5 , 04/05/2012 11:23:26:552 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :030512000325and 040512000377
5 , 04/05/2012 11:23:26:554 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching030512000325
5 , 04/05/2012 11:23:26:585 , ApplicationProcessor , checkDuplicateApplications , pending 13 checking with pending 8 app ref no 030512000345
5 , 04/05/2012 11:23:26:646 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :030512000345and 040512000377
5 , 04/05/2012 11:23:26:647 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching030512000345
5 , 04/05/2012 11:23:26:679 , ApplicationProcessor , checkDuplicateApplications , pending 13 checking with pending 9 app ref no 030512000363
5 , 04/05/2012 11:23:26:745 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :030512000363and 040512000377
5 , 04/05/2012 11:23:26:747 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching030512000363
5 , 04/05/2012 11:23:26:778 , ApplicationProcessor , checkDuplicateApplications , pending 13 checking with pending 10 app ref no 040512000002
5 , 04/05/2012 11:23:26:843 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :040512000002and 040512000377
5 , 04/05/2012 11:23:26:845 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching040512000002
5 , 04/05/2012 11:23:26:883 , ApplicationProcessor , checkDuplicateApplications , pending 13 checking with pending 11 app ref no 040512000007
5 , 04/05/2012 11:23:26:945 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :040512000007and 040512000377
5 , 04/05/2012 11:23:26:946 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching040512000007
5 , 04/05/2012 11:23:26:978 , ApplicationProcessor , checkDuplicateApplications , pending 13 checking with pending 12 app ref no 040512000112
5 , 04/05/2012 11:23:27:042 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :040512000112and 040512000377
5 , 04/05/2012 11:23:27:045 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching040512000112
5 , 04/05/2012 11:23:27:076 , ApplicationProcessor , checkDuplicateApplications , pending 13 checking with pending 14 app ref no 040512000382
5 , 04/05/2012 11:23:27:140 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :040512000382and 040512000377
5 , 04/05/2012 11:23:27:142 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching040512000382
5 , 04/05/2012 11:23:27:174 , ApplicationProcessor , checkDuplicateApplications , pending 13 checking with pending 15 app ref no 040512000387
5 , 04/05/2012 11:23:27:241 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :040512000387and 040512000377
5 , 04/05/2012 11:23:27:243 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching040512000387
5 , 04/05/2012 11:23:27:274 , ApplicationProcessor , checkDuplicateApplications , pending 13 checking with pending 16 app ref no 0806060023
5 , 04/05/2012 11:23:27:339 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :0806060023and 040512000377
5 , 04/05/2012 11:23:27:340 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching0806060023
5 , 04/05/2012 11:23:27:372 , ApplicationProcessor , checkDuplicateApplications , pending 13 checking with pending 17 app ref no 2707060079
5 , 04/05/2012 11:23:27:437 , ApplicationProcessor , checkDuplicateApplications , state and district are not same for :2707060079and 040512000377
5 , 04/05/2012 11:23:27:439 , ApplicationProcessor , checkDuplicateApplications , pending  checking with pending  app ref no not all matching2707060079
5 , 04/05/2012 11:23:27:441 , ApplicationProcessor , checkDuplicateApplications , before checking with Approved Applications
5 , 04/05/2012 11:23:27:442 , ApplicationProcessor , checkDuplicateApplications , pending 14 app ref no 040512000382
5 , 04/05/2012 11:23:27:443 , ApplicationProcessor , checkDuplicateApplications , approved 0 app ref no 3007070007
5 , 04/05/2012 11:23:27:445 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:446 , ApplicationProcessor , checkDuplicateApplications , approved 1 app ref no 3005070070
5 , 04/05/2012 11:23:27:447 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:448 , ApplicationProcessor , checkDuplicateApplications , approved 2 app ref no 2610040011
5 , 04/05/2012 11:23:27:449 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:451 , ApplicationProcessor , checkDuplicateApplications , approved 3 app ref no 2706060242
5 , 04/05/2012 11:23:27:452 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:453 , ApplicationProcessor , checkDuplicateApplications , approved 4 app ref no 2901070028
5 , 04/05/2012 11:23:27:454 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:455 , ApplicationProcessor , checkDuplicateApplications , approved 5 app ref no 2610070046
5 , 04/05/2012 11:23:27:457 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:458 , ApplicationProcessor , checkDuplicateApplications , approved 6 app ref no 3103050210
5 , 04/05/2012 11:23:27:459 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:460 , ApplicationProcessor , checkDuplicateApplications , approved 7 app ref no 0307060013
5 , 04/05/2012 11:23:27:462 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:463 , ApplicationProcessor , checkDuplicateApplications , approved 8 app ref no 1609050030
5 , 04/05/2012 11:23:27:464 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:465 , ApplicationProcessor , checkDuplicateApplications , approved 9 app ref no 1009030012
5 , 04/05/2012 11:23:27:466 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:467 , ApplicationProcessor , checkDuplicateApplications , approved 10 app ref no 2407060021
5 , 04/05/2012 11:23:27:468 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:470 , ApplicationProcessor , checkDuplicateApplications , approved 11 app ref no 2806070087
5 , 04/05/2012 11:23:27:471 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:472 , ApplicationProcessor , checkDuplicateApplications , approved 12 app ref no 2709060098
5 , 04/05/2012 11:23:27:473 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:474 , ApplicationProcessor , checkDuplicateApplications , approved 13 app ref no 1009030002
5 , 04/05/2012 11:23:27:475 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:476 , ApplicationProcessor , checkDuplicateApplications , approved 14 app ref no 1503050026
5 , 04/05/2012 11:23:27:477 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:479 , ApplicationProcessor , checkDuplicateApplications , approved 15 app ref no 3009050062
5 , 04/05/2012 11:23:27:480 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:481 , ApplicationProcessor , checkDuplicateApplications , approved 16 app ref no 0209060026
5 , 04/05/2012 11:23:27:482 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:483 , ApplicationProcessor , checkDuplicateApplications , approved 17 app ref no 2812060448
5 , 04/05/2012 11:23:27:484 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:485 , ApplicationProcessor , checkDuplicateApplications , approved 18 app ref no 3108040011
5 , 04/05/2012 11:23:27:487 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:488 , ApplicationProcessor , checkDuplicateApplications , approved 19 app ref no 1805070007
5 , 04/05/2012 11:23:27:489 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:490 , ApplicationProcessor , checkDuplicateApplications , approved 20 app ref no 2701070012
5 , 04/05/2012 11:23:27:491 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:492 , ApplicationProcessor , checkDuplicateApplications , approved 21 app ref no 1610070013
5 , 04/05/2012 11:23:27:493 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:494 , ApplicationProcessor , checkDuplicateApplications , approved 22 app ref no 0806060023
5 , 04/05/2012 11:23:27:495 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:499 , ApplicationProcessor , checkDuplicateApplications , approved 23 app ref no 1503060053
5 , 04/05/2012 11:23:27:500 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:502 , ApplicationProcessor , checkDuplicateApplications , approved 24 app ref no 2906070111
5 , 04/05/2012 11:23:27:503 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:506 , ApplicationProcessor , checkDuplicateApplications , approved 25 app ref no 2803060225
5 , 04/05/2012 11:23:27:507 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:508 , ApplicationProcessor , checkDuplicateApplications , approved 26 app ref no 1712070027
5 , 04/05/2012 11:23:27:509 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:510 , ApplicationProcessor , checkDuplicateApplications , approved 27 app ref no 1312050088
5 , 04/05/2012 11:23:27:511 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:512 , ApplicationProcessor , checkDuplicateApplications , approved 28 app ref no 1001060009
5 , 04/05/2012 11:23:27:514 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:515 , ApplicationProcessor , checkDuplicateApplications , approved 29 app ref no 1001060011
5 , 04/05/2012 11:23:27:516 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:517 , ApplicationProcessor , checkDuplicateApplications , approved 30 app ref no 1004070023
5 , 04/05/2012 11:23:27:518 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:603 , ApplicationProcessor , checkDuplicateApplications , approved 31 app ref no 0106070022
5 , 04/05/2012 11:23:27:606 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:608 , ApplicationProcessor , checkDuplicateApplications , approved 32 app ref no 0106070019
5 , 04/05/2012 11:23:27:611 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 040512000382
5 , 04/05/2012 11:23:27:615 , ApplicationProcessor , checkDuplicateApplications , approved 33 app ref no 2705080106
