4 , 22/10/2012 07:02:45:702 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090478601Claim Applied Amount :28114.0
4 , 22/10/2012 07:03:29:531 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:29:598 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:29:601 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090842501Oustanding Amount :500000.0
4 , 22/10/2012 07:03:29:604 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090842501Approved Application Amount :500000.0
4 , 22/10/2012 07:03:29:606 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090842501Claim Applied Amount :375000.0
4 , 22/10/2012 07:03:29:609 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090842501Recovered Amount :0.0
4 , 22/10/2012 07:03:29:612 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090842501Default Amount :706416.0
4 , 22/10/2012 07:03:29:615 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:29:618 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:29:679 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:29:683 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090229101Oustanding Amount :45762.0
4 , 22/10/2012 07:03:29:686 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090229101Approved Application Amount :47500.0
4 , 22/10/2012 07:03:29:688 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090229101Claim Applied Amount :35625.0
4 , 22/10/2012 07:03:29:691 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090229101Recovered Amount :0.0
4 , 22/10/2012 07:03:29:694 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090229101Default Amount :500000.0
4 , 22/10/2012 07:03:29:699 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:29:702 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:29:765 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:29:768 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100177501Oustanding Amount :60000.0
4 , 22/10/2012 07:03:29:771 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100177501Approved Application Amount :60000.0
4 , 22/10/2012 07:03:29:779 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100177501Claim Applied Amount :51000.0
4 , 22/10/2012 07:03:29:782 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100177501Recovered Amount :0.0
4 , 22/10/2012 07:03:29:784 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100177501Default Amount :45762.0
4 , 22/10/2012 07:03:29:787 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:29:790 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:29:867 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:29:870 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100154101Oustanding Amount :25000.0
4 , 22/10/2012 07:03:29:873 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100154101Approved Application Amount :25000.0
4 , 22/10/2012 07:03:29:876 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100154101Claim Applied Amount :25000.0
4 , 22/10/2012 07:03:29:878 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100154101Recovered Amount :0.0
4 , 22/10/2012 07:03:29:881 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100154101Default Amount :60000.0
4 , 22/10/2012 07:03:29:884 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:29:890 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:29:956 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:29:958 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090044501Oustanding Amount :285000.0
4 , 22/10/2012 07:03:29:961 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090044501Approved Application Amount :285000.0
4 , 22/10/2012 07:03:29:964 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090044501Claim Applied Amount :213750.0
4 , 22/10/2012 07:03:29:968 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090044501Recovered Amount :0.0
4 , 22/10/2012 07:03:29:970 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090044501Default Amount :25000.0
4 , 22/10/2012 07:03:29:973 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:29:975 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:30:040 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:30:042 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090208701Oustanding Amount :98644.0
4 , 22/10/2012 07:03:30:045 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090208701Approved Application Amount :100000.0
4 , 22/10/2012 07:03:30:048 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090208701Claim Applied Amount :83848.0
4 , 22/10/2012 07:03:30:051 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090208701Recovered Amount :0.0
4 , 22/10/2012 07:03:30:054 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090208701Default Amount :285000.0
4 , 22/10/2012 07:03:30:056 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:30:059 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:30:125 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:30:128 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091049601Oustanding Amount :50000.0
4 , 22/10/2012 07:03:30:131 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091049601Approved Application Amount :50000.0
4 , 22/10/2012 07:03:30:134 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091049601Claim Applied Amount :42500.0
4 , 22/10/2012 07:03:30:141 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091049601Recovered Amount :0.0
4 , 22/10/2012 07:03:30:144 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091049601Default Amount :98644.0
4 , 22/10/2012 07:03:30:147 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:30:154 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:30:225 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:30:228 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100495401Oustanding Amount :93503.0
4 , 22/10/2012 07:03:30:231 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100495401Approved Application Amount :120000.0
4 , 22/10/2012 07:03:30:234 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100495401Claim Applied Amount :79478.0
4 , 22/10/2012 07:03:30:237 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100495401Recovered Amount :0.0
4 , 22/10/2012 07:03:30:239 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100495401Default Amount :50000.0
4 , 22/10/2012 07:03:30:242 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:30:245 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:30:307 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:30:310 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090512501Oustanding Amount :50000.0
4 , 22/10/2012 07:03:30:313 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090512501Approved Application Amount :50000.0
4 , 22/10/2012 07:03:30:316 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090512501Claim Applied Amount :42500.0
4 , 22/10/2012 07:03:30:323 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090512501Recovered Amount :0.0
4 , 22/10/2012 07:03:30:326 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090512501Default Amount :93503.0
4 , 22/10/2012 07:03:30:329 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:30:331 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:30:398 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:30:401 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091105801Oustanding Amount :60000.0
4 , 22/10/2012 07:03:30:403 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091105801Approved Application Amount :60000.0
4 , 22/10/2012 07:03:30:406 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091105801Claim Applied Amount :51000.0
4 , 22/10/2012 07:03:30:409 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091105801Recovered Amount :0.0
4 , 22/10/2012 07:03:30:412 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091105801Default Amount :50000.0
4 , 22/10/2012 07:03:30:414 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:30:418 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:30:483 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:30:486 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091974001Oustanding Amount :50000.0
4 , 22/10/2012 07:03:30:488 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091974001Approved Application Amount :50000.0
4 , 22/10/2012 07:03:30:490 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091974001Claim Applied Amount :42500.0
4 , 22/10/2012 07:03:30:491 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091974001Recovered Amount :0.0
4 , 22/10/2012 07:03:30:492 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091974001Default Amount :60000.0
4 , 22/10/2012 07:03:30:493 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:30:494 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:30:562 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:30:569 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091825601Oustanding Amount :31069.0
4 , 22/10/2012 07:03:30:572 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091825601Approved Application Amount :50000.0
4 , 22/10/2012 07:03:30:575 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091825601Claim Applied Amount :26427.0
4 , 22/10/2012 07:03:30:577 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091825601Recovered Amount :0.0
4 , 22/10/2012 07:03:30:580 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091825601Default Amount :50000.0
4 , 22/10/2012 07:03:30:581 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:30:582 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:30:643 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:30:646 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101593201Oustanding Amount :137977.0
4 , 22/10/2012 07:03:30:649 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101593201Approved Application Amount :150000.0
4 , 22/10/2012 07:03:30:651 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101593201Claim Applied Amount :117333.0
4 , 22/10/2012 07:03:30:654 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101593201Recovered Amount :0.0
4 , 22/10/2012 07:03:30:657 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101593201Default Amount :31069.0
4 , 22/10/2012 07:03:30:660 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:30:662 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:30:727 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:30:730 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100509401Oustanding Amount :70000.0
4 , 22/10/2012 07:03:30:731 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100509401Approved Application Amount :70000.0
4 , 22/10/2012 07:03:30:732 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100509401Claim Applied Amount :59500.0
4 , 22/10/2012 07:03:30:733 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100509401Recovered Amount :0.0
4 , 22/10/2012 07:03:30:734 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100509401Default Amount :137977.0
4 , 22/10/2012 07:03:30:735 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:30:736 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:30:800 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:30:802 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090966301Oustanding Amount :45152.0
4 , 22/10/2012 07:03:30:805 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090966301Approved Application Amount :50000.0
4 , 22/10/2012 07:03:30:808 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090966301Claim Applied Amount :38380.0
4 , 22/10/2012 07:03:30:811 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090966301Recovered Amount :0.0
4 , 22/10/2012 07:03:30:813 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090966301Default Amount :70000.0
4 , 22/10/2012 07:03:30:816 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:30:819 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:30:889 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:30:893 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101984201Oustanding Amount :47866.0
4 , 22/10/2012 07:03:30:896 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101984201Approved Application Amount :50000.0
4 , 22/10/2012 07:03:30:899 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101984201Claim Applied Amount :39910.0
4 , 22/10/2012 07:03:30:901 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101984201Recovered Amount :0.0
4 , 22/10/2012 07:03:30:904 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101984201Default Amount :45152.0
4 , 22/10/2012 07:03:30:907 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:30:909 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:30:973 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:30:975 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101433101Oustanding Amount :60000.0
4 , 22/10/2012 07:03:30:979 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101433101Approved Application Amount :60000.0
4 , 22/10/2012 07:03:30:981 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101433101Claim Applied Amount :51000.0
4 , 22/10/2012 07:03:30:984 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101433101Recovered Amount :0.0
4 , 22/10/2012 07:03:30:987 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101433101Default Amount :47866.0
4 , 22/10/2012 07:03:30:989 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:30:992 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:31:057 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:31:059 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100091301Oustanding Amount :25000.0
4 , 22/10/2012 07:03:31:062 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100091301Approved Application Amount :25000.0
4 , 22/10/2012 07:03:31:064 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100091301Claim Applied Amount :21250.0
4 , 22/10/2012 07:03:31:066 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100091301Recovered Amount :0.0
4 , 22/10/2012 07:03:31:068 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100091301Default Amount :60000.0
4 , 22/10/2012 07:03:31:069 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:31:075 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:31:144 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:31:147 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091528501Oustanding Amount :40000.0
4 , 22/10/2012 07:03:31:150 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091528501Approved Application Amount :40000.0
4 , 22/10/2012 07:03:31:152 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091528501Claim Applied Amount :34000.0
4 , 22/10/2012 07:03:31:154 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091528501Recovered Amount :0.0
4 , 22/10/2012 07:03:31:156 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091528501Default Amount :25000.0
4 , 22/10/2012 07:03:31:157 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:31:163 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:31:231 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:31:234 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091846501Oustanding Amount :60000.0
4 , 22/10/2012 07:03:31:237 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091846501Approved Application Amount :60000.0
4 , 22/10/2012 07:03:31:239 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091846501Claim Applied Amount :51000.0
4 , 22/10/2012 07:03:31:241 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091846501Recovered Amount :0.0
4 , 22/10/2012 07:03:31:245 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091846501Default Amount :40000.0
4 , 22/10/2012 07:03:31:246 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:31:247 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:31:308 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:31:310 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP080070201Oustanding Amount :3000000.0
4 , 22/10/2012 07:03:31:313 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP080070201Approved Application Amount :3000000.0
4 , 22/10/2012 07:03:31:316 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP080070201Claim Applied Amount :2250000.0
4 , 22/10/2012 07:03:31:319 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP080070201Recovered Amount :0.0
4 , 22/10/2012 07:03:31:321 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP080070201Default Amount :60000.0
4 , 22/10/2012 07:03:31:324 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:31:327 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:31:392 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:31:395 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091948301Oustanding Amount :30000.0
4 , 22/10/2012 07:03:31:398 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091948301Approved Application Amount :30000.0
4 , 22/10/2012 07:03:31:400 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091948301Claim Applied Amount :25500.0
4 , 22/10/2012 07:03:31:403 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091948301Recovered Amount :0.0
4 , 22/10/2012 07:03:31:405 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091948301Default Amount :3000000.0
4 , 22/10/2012 07:03:31:408 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:31:411 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:31:475 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:31:478 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091824901Oustanding Amount :50000.0
4 , 22/10/2012 07:03:31:481 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091824901Approved Application Amount :50000.0
4 , 22/10/2012 07:03:31:484 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091824901Claim Applied Amount :42500.0
4 , 22/10/2012 07:03:31:486 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091824901Recovered Amount :0.0
4 , 22/10/2012 07:03:31:488 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091824901Default Amount :30000.0
4 , 22/10/2012 07:03:31:491 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:31:493 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:31:560 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:31:563 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100323901Oustanding Amount :100000.0
4 , 22/10/2012 07:03:31:566 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100323901Approved Application Amount :100000.0
4 , 22/10/2012 07:03:31:569 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100323901Claim Applied Amount :85000.0
4 , 22/10/2012 07:03:31:571 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100323901Recovered Amount :0.0
4 , 22/10/2012 07:03:31:574 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100323901Default Amount :50000.0
4 , 22/10/2012 07:03:31:576 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:31:578 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:31:643 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:31:646 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090687801Oustanding Amount :24464.0
4 , 22/10/2012 07:03:31:649 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090687801Approved Application Amount :25000.0
4 , 22/10/2012 07:03:31:652 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090687801Claim Applied Amount :25000.0
4 , 22/10/2012 07:03:31:654 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090687801Recovered Amount :0.0
4 , 22/10/2012 07:03:31:657 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090687801Default Amount :100000.0
4 , 22/10/2012 07:03:31:659 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:31:660 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:31:722 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:31:729 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091186201Oustanding Amount :50000.0
4 , 22/10/2012 07:03:31:732 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091186201Approved Application Amount :50000.0
4 , 22/10/2012 07:03:31:735 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091186201Claim Applied Amount :42500.0
4 , 22/10/2012 07:03:31:738 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091186201Recovered Amount :0.0
4 , 22/10/2012 07:03:31:741 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091186201Default Amount :24464.0
4 , 22/10/2012 07:03:31:743 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:03:31:746 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:03:31:810 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:03:31:812 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090510801Oustanding Amount :99113.0
4 , 22/10/2012 07:03:31:814 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090510801Approved Application Amount :100000.0
4 , 22/10/2012 07:03:31:817 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090510801Claim Applied Amount :84246.0
