4 , 23/10/2012 04:49:24:695 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101112601
4 , 23/10/2012 04:49:40:997 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:40:997 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090993101
4 , 23/10/2012 04:49:41:013 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:013 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:013 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:013 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:013 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:41:013 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090491701
4 , 23/10/2012 04:49:41:013 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:029 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:029 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:029 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:029 , ClaimAction , displayClaimApproval() , memId :003000040000
4 , 23/10/2012 04:49:41:029 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA090700201
4 , 23/10/2012 04:49:41:029 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:029 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:029 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:029 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:044 , ClaimAction , displayClaimApproval() , memId :005900000000
4 , 23/10/2012 04:49:41:044 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12KE110286201
4 , 23/10/2012 04:49:41:044 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:044 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:044 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:044 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:044 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:41:044 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091219901
4 , 23/10/2012 04:49:41:060 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:060 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:060 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:060 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:060 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:41:060 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091203601
4 , 23/10/2012 04:49:41:060 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:060 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:060 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:075 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:075 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:49:41:075 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101678601
4 , 23/10/2012 04:49:41:075 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:075 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:075 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:075 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:075 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:49:41:075 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101682301
4 , 23/10/2012 04:49:41:091 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:091 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:091 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:091 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:091 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:41:091 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091221301
4 , 23/10/2012 04:49:41:091 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:091 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:107 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:107 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:107 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:41:107 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091069201
4 , 23/10/2012 04:49:41:107 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:107 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:107 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:107 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:107 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:41:122 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100106201
4 , 23/10/2012 04:49:41:122 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:122 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:122 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:122 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:122 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:49:41:122 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091276301
4 , 23/10/2012 04:49:41:122 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:122 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:138 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:138 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:138 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:41:138 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091113501
4 , 23/10/2012 04:49:41:138 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:138 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:138 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:138 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:138 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:41:153 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091237901
4 , 23/10/2012 04:49:41:153 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:153 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:153 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:153 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:153 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:41:169 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091015601
4 , 23/10/2012 04:49:41:169 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:169 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:169 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:169 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:169 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:49:41:169 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100051601
4 , 23/10/2012 04:49:41:185 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:185 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:185 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:185 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:185 , ClaimAction , displayClaimApproval() , memId :003000040000
4 , 23/10/2012 04:49:41:185 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA080023201
4 , 23/10/2012 04:49:41:185 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:200 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:200 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:200 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:200 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:41:200 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091954201
4 , 23/10/2012 04:49:41:200 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:200 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:200 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:216 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:216 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:41:216 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091106401
4 , 23/10/2012 04:49:41:216 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:216 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:216 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:216 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:216 , ClaimAction , displayClaimApproval() , memId :000100090000
4 , 23/10/2012 04:49:41:216 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101250201
4 , 23/10/2012 04:49:41:231 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:231 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:231 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:231 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:231 , ClaimAction , displayClaimApproval() , memId :003000010000
4 , 23/10/2012 04:49:41:231 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA100501601
4 , 23/10/2012 04:49:41:231 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:231 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:231 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:247 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:247 , ClaimAction , displayClaimApproval() , memId :003000040000
4 , 23/10/2012 04:49:41:247 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA090767001
4 , 23/10/2012 04:49:41:247 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:247 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:247 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:247 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:247 , ClaimAction , displayClaimApproval() , memId :000400330000
4 , 23/10/2012 04:49:41:263 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12KE100913801
4 , 23/10/2012 04:49:41:263 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:263 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:263 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:263 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:263 , ClaimAction , displayClaimApproval() , memId :000100360000
4 , 23/10/2012 04:49:41:263 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12HA090039501
4 , 23/10/2012 04:49:41:263 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:263 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:263 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:278 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:278 , ClaimAction , displayClaimApproval() , memId :001900120000
4 , 23/10/2012 04:49:41:278 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12BI080029601
4 , 23/10/2012 04:49:41:278 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:278 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:278 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:278 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:278 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:49:41:278 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090763401
4 , 23/10/2012 04:49:41:294 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:294 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:294 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:294 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:294 , ClaimAction , displayClaimApproval() , memId :000100650000
4 , 23/10/2012 04:49:41:294 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091086401
4 , 23/10/2012 04:49:41:294 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:294 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:309 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:309 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:309 , ClaimAction , displayClaimApproval() , memId :002500010000
4 , 23/10/2012 04:49:41:309 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP102054501
4 , 23/10/2012 04:49:41:309 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:309 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:325 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:325 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:325 , ClaimAction , displayClaimApproval() , memId :002100050000
4 , 23/10/2012 04:49:41:325 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB101509901
4 , 23/10/2012 04:49:41:325 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:325 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:325 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:325 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:325 , ClaimAction , displayClaimApproval() , memId :000100170000
4 , 23/10/2012 04:49:41:341 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12GU100910001
4 , 23/10/2012 04:49:41:341 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:341 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:341 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:341 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:341 , ClaimAction , displayClaimApproval() , memId :000100450000
4 , 23/10/2012 04:49:41:341 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12TN090561601
4 , 23/10/2012 04:49:41:341 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:341 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:356 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:356 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:356 , ClaimAction , displayClaimApproval() , memId :002501050000
4 , 23/10/2012 04:49:41:356 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12OR080012601
4 , 23/10/2012 04:49:41:356 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:356 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:356 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:372 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:372 , ClaimAction , displayClaimApproval() , memId :000100650000
4 , 23/10/2012 04:49:41:372 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090791001
4 , 23/10/2012 04:49:41:372 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:372 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:372 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:372 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:372 , ClaimAction , displayClaimApproval() , memId :001500030000
4 , 23/10/2012 04:49:41:372 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12KA090546001
4 , 23/10/2012 04:49:41:387 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:387 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:387 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:387 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:387 , ClaimAction , displayClaimApproval() , memId :000500500000
4 , 23/10/2012 04:49:41:387 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB102164501
4 , 23/10/2012 04:49:41:387 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:387 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:387 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:403 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:403 , ClaimAction , displayClaimApproval() , memId :003000040000
4 , 23/10/2012 04:49:41:403 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA100572201
4 , 23/10/2012 04:49:41:403 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:403 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:403 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:419 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:419 , ClaimAction , displayClaimApproval() , memId :003800080000
4 , 23/10/2012 04:49:41:419 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12KE090850901
4 , 23/10/2012 04:49:41:419 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:419 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:419 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:419 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:419 , ClaimAction , displayClaimApproval() , memId :000100560000
4 , 23/10/2012 04:49:41:419 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12PU090095701
4 , 23/10/2012 04:49:41:434 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:434 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:434 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:434 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:434 , ClaimAction , displayClaimApproval() , memId :001500120000
4 , 23/10/2012 04:49:41:434 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB090680401
4 , 23/10/2012 04:49:41:434 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:450 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:450 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:450 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:450 , ClaimAction , displayClaimApproval() , memId :001500400000
4 , 23/10/2012 04:49:41:450 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12GU090632201
4 , 23/10/2012 04:49:41:450 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:450 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:450 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:450 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:450 , ClaimAction , displayClaimApproval() , memId :001400060000
4 , 23/10/2012 04:49:41:465 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12TN090145101
4 , 23/10/2012 04:49:41:465 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:465 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:465 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:465 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:465 , ClaimAction , displayClaimApproval() , memId :001500280000
4 , 23/10/2012 04:49:41:465 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP080031001
4 , 23/10/2012 04:49:41:465 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:465 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:481 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:481 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:481 , ClaimAction , displayClaimApproval() , memId :001500070000
4 , 23/10/2012 04:49:41:481 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB080069501
4 , 23/10/2012 04:49:41:481 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:481 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:481 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:481 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:481 , ClaimAction , displayClaimApproval() , memId :002501050000
4 , 23/10/2012 04:49:41:497 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12OR080260701
4 , 23/10/2012 04:49:41:497 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:497 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:497 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:497 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:497 , ClaimAction , displayClaimApproval() , memId :001500030000
4 , 23/10/2012 04:49:41:497 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12KA100074701
4 , 23/10/2012 04:49:41:497 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:497 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:512 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:512 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:512 , ClaimAction , displayClaimApproval() , memId :001500030000
4 , 23/10/2012 04:49:41:512 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12KA080185501
4 , 23/10/2012 04:49:41:512 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:512 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:512 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:512 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:512 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:49:41:528 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090688001
4 , 23/10/2012 04:49:41:528 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:528 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:528 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:528 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:528 , ClaimAction , displayClaimApproval() , memId :001400010000
4 , 23/10/2012 04:49:41:528 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP102548601
4 , 23/10/2012 04:49:41:528 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:528 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:543 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:543 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:543 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:41:543 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091946001
4 , 23/10/2012 04:49:41:543 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:543 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:543 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:543 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:543 , ClaimAction , displayClaimApproval() , memId :001400060000
4 , 23/10/2012 04:49:41:559 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12TN102006501
4 , 23/10/2012 04:49:41:559 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:559 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:559 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:41:559 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:41:559 , ClaimAction , displayClaimApproval() , memId :001500450000
4 , 23/10/2012 04:49:41:559 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12GU090070001
4 , 23/10/2012 04:49:41:559 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:41:559 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:41:575 , ClaimAction , displayClaimApproval() , ###################
