4 , 23/10/2012 04:47:54:011 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101522401Recovered Amount :0.0
4 , 23/10/2012 04:47:59:502 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091002501Oustanding Amount :150000.0
4 , 23/10/2012 04:47:59:502 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:502 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091002501Approved Application Amount :150000.0
4 , 23/10/2012 04:47:59:502 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:47:59:518 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091002501Claim Applied Amount :127306.0
4 , 23/10/2012 04:47:59:518 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091078701
4 , 23/10/2012 04:47:59:518 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091002501Recovered Amount :0.0
4 , 23/10/2012 04:47:59:518 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:518 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091002501Default Amount :50000.0
4 , 23/10/2012 04:47:59:518 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:518 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:59:518 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:518 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:59:518 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:518 , ClaimAction , displayClaimApproval() , memId :003000040000
4 , 23/10/2012 04:47:59:518 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA090229301
4 , 23/10/2012 04:47:59:518 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:518 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:518 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:533 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:533 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:47:59:533 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091995601
4 , 23/10/2012 04:47:59:533 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:533 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:533 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:533 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:533 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:47:59:533 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091291101
4 , 23/10/2012 04:47:59:533 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:533 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:549 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:549 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:549 , ClaimAction , displayClaimApproval() , memId :000100030000
4 , 23/10/2012 04:47:59:549 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB090440801
4 , 23/10/2012 04:47:59:549 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:549 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:549 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:549 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:549 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:59:549 , ClaimAction , displayClaimApproval() , memId :001700360000
4 , 23/10/2012 04:47:59:549 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090499101Oustanding Amount :50000.0
4 , 23/10/2012 04:47:59:549 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12MA080075101
4 , 23/10/2012 04:47:59:565 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090499101Approved Application Amount :50000.0
4 , 23/10/2012 04:47:59:565 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:565 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090499101Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:59:565 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:565 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090499101Recovered Amount :0.0
4 , 23/10/2012 04:47:59:565 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:565 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090499101Default Amount :160000.0
4 , 23/10/2012 04:47:59:565 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:565 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:59:565 , ClaimAction , displayClaimApproval() , memId :000100600000
4 , 23/10/2012 04:47:59:565 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:59:565 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UT100227901
4 , 23/10/2012 04:47:59:565 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:565 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:580 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:580 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:580 , ClaimAction , displayClaimApproval() , memId :000100360000
4 , 23/10/2012 04:47:59:580 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12HA100102401
4 , 23/10/2012 04:47:59:580 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:580 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:580 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:59:580 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:580 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101337401Oustanding Amount :100000.0
4 , 23/10/2012 04:47:59:580 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:580 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101337401Approved Application Amount :100000.0
4 , 23/10/2012 04:47:59:580 , ClaimAction , displayClaimApproval() , memId :000100650000
4 , 23/10/2012 04:47:59:580 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101337401Claim Applied Amount :85000.0
4 , 23/10/2012 04:47:59:580 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP110156401
4 , 23/10/2012 04:47:59:580 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101337401Recovered Amount :0.0
4 , 23/10/2012 04:47:59:596 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:596 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101337401Default Amount :150000.0
4 , 23/10/2012 04:47:59:596 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:596 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:59:596 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:596 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:59:596 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:596 , ClaimAction , displayClaimApproval() , memId :003000040000
4 , 23/10/2012 04:47:59:596 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA100059301
4 , 23/10/2012 04:47:59:596 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:596 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:596 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:611 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:611 , ClaimAction , displayClaimApproval() , memId :001400010000
4 , 23/10/2012 04:47:59:611 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100775901
4 , 23/10/2012 04:47:59:611 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:611 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:611 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:611 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:611 , ClaimAction , displayClaimApproval() , memId :000500070000
4 , 23/10/2012 04:47:59:611 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12OR090357801
4 , 23/10/2012 04:47:59:611 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:611 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:611 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:611 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:611 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:47:59:627 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100511901
4 , 23/10/2012 04:47:59:627 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:627 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:627 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:627 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:627 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:59:627 , ClaimAction , displayClaimApproval() , memId :001700340000
4 , 23/10/2012 04:47:59:627 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091204801Oustanding Amount :200000.0
4 , 23/10/2012 04:47:59:627 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090421801
4 , 23/10/2012 04:47:59:627 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091204801Approved Application Amount :200000.0
4 , 23/10/2012 04:47:59:627 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:627 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091204801Claim Applied Amount :168187.0
4 , 23/10/2012 04:47:59:643 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:643 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091204801Recovered Amount :0.0
4 , 23/10/2012 04:47:59:643 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:643 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091204801Default Amount :50000.0
4 , 23/10/2012 04:47:59:643 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:643 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:59:643 , ClaimAction , displayClaimApproval() , memId :003800210000
4 , 23/10/2012 04:47:59:643 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:59:643 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12KE100255801
4 , 23/10/2012 04:47:59:643 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:643 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:59:643 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:643 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091590501Oustanding Amount :50000.0
4 , 23/10/2012 04:47:59:643 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:658 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091590501Approved Application Amount :50000.0
4 , 23/10/2012 04:47:59:658 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:658 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091590501Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:59:658 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:47:59:658 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091590501Recovered Amount :0.0
4 , 23/10/2012 04:47:59:658 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090731701
4 , 23/10/2012 04:47:59:658 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091590501Default Amount :100000.0
4 , 23/10/2012 04:47:59:658 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:658 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:59:658 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:658 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:59:674 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:674 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:674 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:47:59:674 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091601001
4 , 23/10/2012 04:47:59:674 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:674 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:674 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:674 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:674 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:47:59:674 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091606001
4 , 23/10/2012 04:47:59:674 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:674 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:689 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:689 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:689 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:47:59:689 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101521801
4 , 23/10/2012 04:47:59:689 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:689 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:689 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:689 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:689 , ClaimAction , displayClaimApproval() , memId :002501610000
4 , 23/10/2012 04:47:59:705 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100876001
4 , 23/10/2012 04:47:59:705 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:705 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:705 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:705 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:59:705 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:705 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091593201Oustanding Amount :50000.0
4 , 23/10/2012 04:47:59:705 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:47:59:705 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091593201Approved Application Amount :50000.0
4 , 23/10/2012 04:47:59:705 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090740401
4 , 23/10/2012 04:47:59:705 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091593201Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:59:705 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:705 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091593201Recovered Amount :0.0
4 , 23/10/2012 04:47:59:705 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:721 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091593201Default Amount :200000.0
4 , 23/10/2012 04:47:59:721 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:721 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:59:721 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:721 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:59:721 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:47:59:721 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101003201
4 , 23/10/2012 04:47:59:721 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:721 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:721 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:721 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:59:721 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:721 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091237501Oustanding Amount :50000.0
4 , 23/10/2012 04:47:59:721 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:47:59:736 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091237501Approved Application Amount :50000.0
4 , 23/10/2012 04:47:59:736 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090716601
4 , 23/10/2012 04:47:59:736 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091237501Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:59:736 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:736 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091237501Recovered Amount :0.0
4 , 23/10/2012 04:47:59:736 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:736 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091237501Default Amount :50000.0
4 , 23/10/2012 04:47:59:736 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:736 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:59:736 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:736 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:59:736 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:47:59:736 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091626601
4 , 23/10/2012 04:47:59:736 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:736 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:752 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:752 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:752 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:47:59:752 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090706901
4 , 23/10/2012 04:47:59:752 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:752 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:752 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:752 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:752 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:47:59:752 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091077601
4 , 23/10/2012 04:47:59:752 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:767 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:767 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:767 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:767 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:47:59:767 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100103501
4 , 23/10/2012 04:47:59:767 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:767 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:767 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:767 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:767 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:47:59:767 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:59:767 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091537001
4 , 23/10/2012 04:47:59:830 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091070501Oustanding Amount :40000.0
4 , 23/10/2012 04:47:59:830 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:830 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:59:830 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091070501Approved Application Amount :40000.0
4 , 23/10/2012 04:47:59:830 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:845 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101477101Oustanding Amount :150000.0
4 , 23/10/2012 04:47:59:845 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091070501Claim Applied Amount :34000.0
4 , 23/10/2012 04:47:59:845 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:845 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101477101Approved Application Amount :150000.0
4 , 23/10/2012 04:47:59:845 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091070501Recovered Amount :0.0
4 , 23/10/2012 04:47:59:845 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:861 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101477101Claim Applied Amount :127500.0
4 , 23/10/2012 04:47:59:861 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091070501Default Amount :50000.0
4 , 23/10/2012 04:47:59:861 , ClaimAction , displayClaimApproval() , memId :001500060000
4 , 23/10/2012 04:47:59:861 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101477101Recovered Amount :0.0
4 , 23/10/2012 04:47:59:861 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:59:861 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12OR090194201
4 , 23/10/2012 04:47:59:877 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101477101Default Amount :50000.0
4 , 23/10/2012 04:47:59:877 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:59:877 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:877 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:59:877 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:877 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:59:877 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:877 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:877 , ClaimAction , displayClaimApproval() , memId :000100680000
4 , 23/10/2012 04:47:59:877 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12MA100860801
4 , 23/10/2012 04:47:59:877 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:877 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:877 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:877 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:892 , ClaimAction , displayClaimApproval() , memId :003400030000
4 , 23/10/2012 04:47:59:892 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12HA090118701
4 , 23/10/2012 04:47:59:892 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:892 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:892 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:892 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:892 , ClaimAction , displayClaimApproval() , memId :002501960000
4 , 23/10/2012 04:47:59:892 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12AP100069201
4 , 23/10/2012 04:47:59:892 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:892 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:892 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:892 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:892 , ClaimAction , displayClaimApproval() , memId :001500070000
4 , 23/10/2012 04:47:59:892 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB100498501
4 , 23/10/2012 04:47:59:892 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:908 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:47:59:908 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:47:59:908 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:47:59:908 , ClaimAction , displayClaimApproval() , memId :000400150000
4 , 23/10/2012 04:47:59:908 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA100474801
4 , 23/10/2012 04:47:59:908 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:47:59:908 , ClaimAction , displayClaimApproval() , forwardedToUser :null
