4 , 23/10/2012 04:44:17:286 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12DE100116101Default Amount :40000.0
4 , 23/10/2012 04:44:51:316 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:51:331 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100128201Claim Applied Amount :107764.0
4 , 23/10/2012 04:44:51:331 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100128201Recovered Amount :0.0
4 , 23/10/2012 04:44:51:331 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100128201Default Amount :50000.0
4 , 23/10/2012 04:44:51:331 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:51:331 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:51:378 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:51:394 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091073401Oustanding Amount :50000.0
4 , 23/10/2012 04:44:51:394 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091073401Approved Application Amount :50000.0
4 , 23/10/2012 04:44:51:394 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091073401Claim Applied Amount :42500.0
4 , 23/10/2012 04:44:51:394 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091073401Recovered Amount :0.0
4 , 23/10/2012 04:44:51:394 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091073401Default Amount :200000.0
4 , 23/10/2012 04:44:51:409 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:51:409 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:51:409 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:51:409 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100251701Oustanding Amount :321144.0
4 , 23/10/2012 04:44:51:409 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100251701Approved Application Amount :370000.0
4 , 23/10/2012 04:44:51:409 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100251701Claim Applied Amount :156196.0
4 , 23/10/2012 04:44:51:425 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100251701Recovered Amount :0.0
4 , 23/10/2012 04:44:51:425 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100251701Default Amount :107764.0
4 , 23/10/2012 04:44:51:425 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:51:425 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:51:472 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:51:472 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091203701Oustanding Amount :75000.0
4 , 23/10/2012 04:44:51:472 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091203701Approved Application Amount :75000.0
4 , 23/10/2012 04:44:51:472 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091203701Claim Applied Amount :63750.0
4 , 23/10/2012 04:44:51:472 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091203701Recovered Amount :0.0
4 , 23/10/2012 04:44:51:472 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091203701Default Amount :50000.0
4 , 23/10/2012 04:44:51:472 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:51:472 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:51:487 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:51:487 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080077201Oustanding Amount :239635.0
4 , 23/10/2012 04:44:51:487 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080077201Approved Application Amount :370000.0
4 , 23/10/2012 04:44:51:487 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080077201Claim Applied Amount :73376.0
4 , 23/10/2012 04:44:51:487 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080077201Recovered Amount :0.0
4 , 23/10/2012 04:44:51:487 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080077201Default Amount :321144.0
4 , 23/10/2012 04:44:51:487 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:51:487 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:51:534 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:51:534 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090709101Oustanding Amount :25000.0
4 , 23/10/2012 04:44:51:534 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090709101Approved Application Amount :25000.0
4 , 23/10/2012 04:44:51:534 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090709101Claim Applied Amount :21250.0
4 , 23/10/2012 04:44:51:534 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090709101Recovered Amount :0.0
4 , 23/10/2012 04:44:51:534 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090709101Default Amount :75000.0
4 , 23/10/2012 04:44:51:550 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:51:550 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:51:565 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:51:565 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110155201Oustanding Amount :80039.0
4 , 23/10/2012 04:44:51:565 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110155201Approved Application Amount :100000.0
4 , 23/10/2012 04:44:51:565 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110155201Claim Applied Amount :60622.0
4 , 23/10/2012 04:44:51:565 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110155201Recovered Amount :0.0
4 , 23/10/2012 04:44:51:565 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110155201Default Amount :239635.0
4 , 23/10/2012 04:44:51:565 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:51:581 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:51:612 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:51:612 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100170401Oustanding Amount :25000.0
4 , 23/10/2012 04:44:51:612 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100170401Approved Application Amount :25000.0
4 , 23/10/2012 04:44:51:612 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100170401Claim Applied Amount :21250.0
4 , 23/10/2012 04:44:51:612 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100170401Recovered Amount :0.0
4 , 23/10/2012 04:44:51:612 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100170401Default Amount :25000.0
4 , 23/10/2012 04:44:51:612 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:51:612 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:51:643 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:51:643 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090119201Oustanding Amount :12014.0
4 , 23/10/2012 04:44:51:643 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090119201Approved Application Amount :23000.0
4 , 23/10/2012 04:44:51:659 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090119201Claim Applied Amount :13985.0
4 , 23/10/2012 04:44:51:659 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090119201Recovered Amount :0.0
4 , 23/10/2012 04:44:51:659 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090119201Default Amount :80039.0
4 , 23/10/2012 04:44:51:659 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:51:659 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:51:706 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:51:706 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091176001Oustanding Amount :40000.0
4 , 23/10/2012 04:44:51:706 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091176001Approved Application Amount :40000.0
4 , 23/10/2012 04:44:51:706 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091176001Claim Applied Amount :34000.0
4 , 23/10/2012 04:44:51:706 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091176001Recovered Amount :0.0
4 , 23/10/2012 04:44:51:706 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091176001Default Amount :25000.0
4 , 23/10/2012 04:44:51:706 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:51:706 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:51:737 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:51:737 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101159901Oustanding Amount :1228000.0
4 , 23/10/2012 04:44:51:737 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101159901Approved Application Amount :1228000.0
4 , 23/10/2012 04:44:51:737 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101159901Claim Applied Amount :897576.75
4 , 23/10/2012 04:44:51:737 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101159901Recovered Amount :0.0
4 , 23/10/2012 04:44:51:737 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101159901Default Amount :12014.0
4 , 23/10/2012 04:44:51:737 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:51:737 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:51:768 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:51:768 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091603301Oustanding Amount :70000.0
4 , 23/10/2012 04:44:51:768 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091603301Approved Application Amount :70000.0
4 , 23/10/2012 04:44:51:784 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091603301Claim Applied Amount :59500.0
4 , 23/10/2012 04:44:51:784 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091603301Recovered Amount :0.0
4 , 23/10/2012 04:44:51:784 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091603301Default Amount :40000.0
4 , 23/10/2012 04:44:51:784 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:51:784 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:51:815 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:51:815 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090361901Oustanding Amount :1842244.0
4 , 23/10/2012 04:44:51:815 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090361901Approved Application Amount :2322000.0
4 , 23/10/2012 04:44:51:815 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090361901Claim Applied Amount :1623000.0
4 , 23/10/2012 04:44:51:815 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090361901Recovered Amount :0.0
4 , 23/10/2012 04:44:51:815 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090361901Default Amount :1228000.0
4 , 23/10/2012 04:44:51:831 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:51:831 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:51:862 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:51:862 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100163901Oustanding Amount :50000.0
4 , 23/10/2012 04:44:51:862 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100163901Approved Application Amount :50000.0
4 , 23/10/2012 04:44:51:862 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100163901Claim Applied Amount :42500.0
4 , 23/10/2012 04:44:51:862 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100163901Recovered Amount :0.0
4 , 23/10/2012 04:44:51:862 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100163901Default Amount :70000.0
4 , 23/10/2012 04:44:51:862 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:51:877 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:51:893 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:51:893 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102076101Oustanding Amount :210000.0
4 , 23/10/2012 04:44:51:893 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102076101Approved Application Amount :210000.0
4 , 23/10/2012 04:44:51:893 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102076101Claim Applied Amount :157500.0
4 , 23/10/2012 04:44:51:893 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102076101Recovered Amount :0.0
4 , 23/10/2012 04:44:51:893 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102076101Default Amount :1842244.0
4 , 23/10/2012 04:44:51:893 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:51:893 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:51:940 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:51:940 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE070104401Oustanding Amount :95000.0
4 , 23/10/2012 04:44:51:940 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE070104401Approved Application Amount :95000.0
4 , 23/10/2012 04:44:51:940 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE070104401Claim Applied Amount :71250.0
4 , 23/10/2012 04:44:51:940 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE070104401Recovered Amount :0.0
4 , 23/10/2012 04:44:51:940 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE070104401Default Amount :50000.0
4 , 23/10/2012 04:44:51:940 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:51:940 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:51:955 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:51:955 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102384001Oustanding Amount :250000.0
4 , 23/10/2012 04:44:51:955 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102384001Approved Application Amount :250000.0
4 , 23/10/2012 04:44:51:971 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102384001Claim Applied Amount :187500.0
4 , 23/10/2012 04:44:51:971 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102384001Recovered Amount :0.0
4 , 23/10/2012 04:44:51:971 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102384001Default Amount :210000.0
4 , 23/10/2012 04:44:51:971 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:51:971 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:52:002 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:52:002 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091564901Oustanding Amount :50000.0
4 , 23/10/2012 04:44:52:002 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091564901Approved Application Amount :50000.0
4 , 23/10/2012 04:44:52:002 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091564901Claim Applied Amount :42500.0
4 , 23/10/2012 04:44:52:002 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091564901Recovered Amount :0.0
4 , 23/10/2012 04:44:52:018 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091564901Default Amount :95000.0
4 , 23/10/2012 04:44:52:018 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:52:018 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:52:033 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:52:033 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101312301Oustanding Amount :200000.0
4 , 23/10/2012 04:44:52:033 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101312301Approved Application Amount :200000.0
4 , 23/10/2012 04:44:52:049 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101312301Claim Applied Amount :170000.0
4 , 23/10/2012 04:44:52:049 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101312301Recovered Amount :0.0
4 , 23/10/2012 04:44:52:049 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101312301Default Amount :250000.0
4 , 23/10/2012 04:44:52:049 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:52:049 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:52:080 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:52:080 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090965701Oustanding Amount :50000.0
4 , 23/10/2012 04:44:52:080 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090965701Approved Application Amount :50000.0
4 , 23/10/2012 04:44:52:080 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090965701Claim Applied Amount :42500.0
4 , 23/10/2012 04:44:52:080 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090965701Recovered Amount :0.0
4 , 23/10/2012 04:44:52:096 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090965701Default Amount :50000.0
4 , 23/10/2012 04:44:52:096 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:52:096 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:52:111 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:52:111 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090768801Oustanding Amount :13759.0
4 , 23/10/2012 04:44:52:111 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090768801Approved Application Amount :15000.0
4 , 23/10/2012 04:44:52:111 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090768801Claim Applied Amount :11695.0
4 , 23/10/2012 04:44:52:111 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090768801Recovered Amount :0.0
4 , 23/10/2012 04:44:52:111 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090768801Default Amount :200000.0
4 , 23/10/2012 04:44:52:111 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:52:111 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:52:174 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:52:174 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090870501Oustanding Amount :25000.0
4 , 23/10/2012 04:44:52:174 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090870501Approved Application Amount :25000.0
4 , 23/10/2012 04:44:52:174 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090870501Claim Applied Amount :21250.0
4 , 23/10/2012 04:44:52:174 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090870501Recovered Amount :0.0
4 , 23/10/2012 04:44:52:174 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090870501Default Amount :50000.0
4 , 23/10/2012 04:44:52:174 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:52:174 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:52:189 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:52:189 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100180601Oustanding Amount :50000.0
4 , 23/10/2012 04:44:52:189 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100180601Approved Application Amount :50000.0
4 , 23/10/2012 04:44:52:189 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100180601Claim Applied Amount :42500.0
4 , 23/10/2012 04:44:52:205 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100180601Recovered Amount :0.0
4 , 23/10/2012 04:44:52:205 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100180601Default Amount :13759.0
4 , 23/10/2012 04:44:52:205 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:52:205 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:52:236 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:52:236 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091073301Oustanding Amount :75000.0
4 , 23/10/2012 04:44:52:236 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091073301Approved Application Amount :75000.0
4 , 23/10/2012 04:44:52:236 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091073301Claim Applied Amount :63750.0
4 , 23/10/2012 04:44:52:236 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091073301Recovered Amount :0.0
4 , 23/10/2012 04:44:52:236 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091073301Default Amount :25000.0
4 , 23/10/2012 04:44:52:236 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:52:252 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:52:267 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:52:267 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091232101Oustanding Amount :56085.0
4 , 23/10/2012 04:44:52:267 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091232101Approved Application Amount :60000.0
4 , 23/10/2012 04:44:52:267 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091232101Claim Applied Amount :42500.0
4 , 23/10/2012 04:44:52:267 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091232101Recovered Amount :0.0
4 , 23/10/2012 04:44:52:267 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091232101Default Amount :50000.0
4 , 23/10/2012 04:44:52:267 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:52:267 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:52:314 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:52:314 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091199801Oustanding Amount :50000.0
4 , 23/10/2012 04:44:52:314 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091199801Approved Application Amount :50000.0
4 , 23/10/2012 04:44:52:314 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091199801Claim Applied Amount :42500.0
4 , 23/10/2012 04:44:52:314 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091199801Recovered Amount :0.0
4 , 23/10/2012 04:44:52:314 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091199801Default Amount :75000.0
4 , 23/10/2012 04:44:52:314 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:52:314 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:44:52:345 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:44:52:345 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN110074401Oustanding Amount :88380.0
4 , 23/10/2012 04:44:52:345 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN110074401Approved Application Amount :100000.0
4 , 23/10/2012 04:44:52:345 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN110074401Claim Applied Amount :72890.0
4 , 23/10/2012 04:44:52:345 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN110074401Recovered Amount :0.0
4 , 23/10/2012 04:44:52:345 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN110074401Default Amount :56085.0
4 , 23/10/2012 04:44:52:345 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:44:52:345 , CPDAO , isRecoveryDetailsAvailable() , Entered!
