4 , 23/10/2012 04:47:20:408 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101716301Claim Applied Amount :40000.0
4 , 23/10/2012 04:47:39:003 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090347201Claim Applied Amount :28900.0
4 , 23/10/2012 04:47:39:003 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101505701Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:39:003 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:003 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090347201Recovered Amount :0.0
4 , 23/10/2012 04:47:39:003 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101505701Recovered Amount :0.0
4 , 23/10/2012 04:47:39:003 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090347201Default Amount :90000.0
4 , 23/10/2012 04:47:39:003 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101505701Default Amount :27396.0
4 , 23/10/2012 04:47:39:003 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:003 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:019 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:019 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:066 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:066 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091185601Oustanding Amount :50000.0
4 , 23/10/2012 04:47:39:066 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091185601Approved Application Amount :50000.0
4 , 23/10/2012 04:47:39:081 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091185601Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:39:081 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091185601Recovered Amount :0.0
4 , 23/10/2012 04:47:39:081 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:081 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:081 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091185601Default Amount :40000.0
4 , 23/10/2012 04:47:39:097 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090968501Oustanding Amount :50000.0
4 , 23/10/2012 04:47:39:097 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091987201Oustanding Amount :224838.0
4 , 23/10/2012 04:47:39:097 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:097 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090968501Approved Application Amount :50000.0
4 , 23/10/2012 04:47:39:097 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091987201Approved Application Amount :260000.0
4 , 23/10/2012 04:47:39:097 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:113 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090968501Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:39:113 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091987201Claim Applied Amount :224838.0
4 , 23/10/2012 04:47:39:113 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090968501Recovered Amount :0.0
4 , 23/10/2012 04:47:39:113 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091987201Recovered Amount :0.0
4 , 23/10/2012 04:47:39:113 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090968501Default Amount :50000.0
4 , 23/10/2012 04:47:39:113 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091987201Default Amount :34000.0
4 , 23/10/2012 04:47:39:113 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:113 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:113 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:113 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:175 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:175 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110195001Oustanding Amount :339000.0
4 , 23/10/2012 04:47:39:175 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110195001Approved Application Amount :339000.0
4 , 23/10/2012 04:47:39:175 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110195001Claim Applied Amount :288150.0
4 , 23/10/2012 04:47:39:175 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110195001Recovered Amount :0.0
4 , 23/10/2012 04:47:39:175 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB110195001Default Amount :50000.0
4 , 23/10/2012 04:47:39:175 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:175 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:175 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100090001Oustanding Amount :25000.0
4 , 23/10/2012 04:47:39:175 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:191 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:191 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100090001Approved Application Amount :25000.0
4 , 23/10/2012 04:47:39:191 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091903001Oustanding Amount :50000.0
4 , 23/10/2012 04:47:39:191 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100090001Claim Applied Amount :21250.0
4 , 23/10/2012 04:47:39:191 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091903001Approved Application Amount :50000.0
4 , 23/10/2012 04:47:39:191 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100090001Recovered Amount :0.0
4 , 23/10/2012 04:47:39:191 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091903001Claim Applied Amount :42500.0
4 , 23/10/2012 04:47:39:191 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100090001Default Amount :50000.0
4 , 23/10/2012 04:47:39:191 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091903001Recovered Amount :0.0
4 , 23/10/2012 04:47:39:191 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:191 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091903001Default Amount :224838.0
4 , 23/10/2012 04:47:39:191 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:206 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:206 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:237 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:237 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102034301Oustanding Amount :1361935.0
4 , 23/10/2012 04:47:39:237 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102034301Approved Application Amount :1400000.0
4 , 23/10/2012 04:47:39:237 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102034301Claim Applied Amount :1361935.0
4 , 23/10/2012 04:47:39:237 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102034301Recovered Amount :0.0
4 , 23/10/2012 04:47:39:253 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102034301Default Amount :339000.0
4 , 23/10/2012 04:47:39:253 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:253 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:269 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:269 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090156901Oustanding Amount :120000.0
4 , 23/10/2012 04:47:39:269 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090156901Approved Application Amount :120000.0
4 , 23/10/2012 04:47:39:269 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090156901Claim Applied Amount :90000.0
4 , 23/10/2012 04:47:39:269 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090156901Recovered Amount :0.0
4 , 23/10/2012 04:47:39:269 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:269 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090156901Default Amount :25000.0
4 , 23/10/2012 04:47:39:269 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100109101Oustanding Amount :94951.0
4 , 23/10/2012 04:47:39:269 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:269 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100109101Approved Application Amount :100000.0
4 , 23/10/2012 04:47:39:269 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:269 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100109101Claim Applied Amount :80709.0
4 , 23/10/2012 04:47:39:269 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100109101Recovered Amount :0.0
4 , 23/10/2012 04:47:39:284 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100109101Default Amount :50000.0
4 , 23/10/2012 04:47:39:284 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:284 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:300 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:300 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH080047901Oustanding Amount :16500.0
4 , 23/10/2012 04:47:39:300 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH080047901Approved Application Amount :16500.0
4 , 23/10/2012 04:47:39:300 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH080047901Claim Applied Amount :16500.0
4 , 23/10/2012 04:47:39:316 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH080047901Recovered Amount :0.0
4 , 23/10/2012 04:47:39:316 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH080047901Default Amount :1361935.0
4 , 23/10/2012 04:47:39:316 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:316 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:347 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:347 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:347 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102014901Oustanding Amount :50000.0
4 , 23/10/2012 04:47:39:362 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091593601Oustanding Amount :100000.0
4 , 23/10/2012 04:47:39:362 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102014901Approved Application Amount :50000.0
4 , 23/10/2012 04:47:39:362 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091593601Approved Application Amount :100000.0
4 , 23/10/2012 04:47:39:362 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102014901Claim Applied Amount :37500.0
4 , 23/10/2012 04:47:39:362 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091593601Claim Applied Amount :85000.0
4 , 23/10/2012 04:47:39:362 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102014901Recovered Amount :0.0
4 , 23/10/2012 04:47:39:362 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091593601Recovered Amount :0.0
4 , 23/10/2012 04:47:39:378 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102014901Default Amount :120000.0
4 , 23/10/2012 04:47:39:378 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:378 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091593601Default Amount :94951.0
4 , 23/10/2012 04:47:39:378 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:378 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090759401Oustanding Amount :40384.0
4 , 23/10/2012 04:47:39:378 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:394 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:394 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090759401Approved Application Amount :50000.0
4 , 23/10/2012 04:47:39:394 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:394 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090759401Claim Applied Amount :22200.0
4 , 23/10/2012 04:47:39:394 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090759401Recovered Amount :0.0
4 , 23/10/2012 04:47:39:394 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090759401Default Amount :16500.0
4 , 23/10/2012 04:47:39:394 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:394 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:487 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:487 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090762001Oustanding Amount :633273.0
4 , 23/10/2012 04:47:39:487 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090762001Approved Application Amount :800000.0
4 , 23/10/2012 04:47:39:487 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090762001Claim Applied Amount :404455.0
4 , 23/10/2012 04:47:39:503 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090762001Recovered Amount :0.0
4 , 23/10/2012 04:47:39:503 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090762001Default Amount :50000.0
4 , 23/10/2012 04:47:39:503 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:503 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:518 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:518 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS080017601Oustanding Amount :1700000.0
4 , 23/10/2012 04:47:39:518 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS080017601Approved Application Amount :1700000.0
4 , 23/10/2012 04:47:39:518 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS080017601Claim Applied Amount :1275000.0
4 , 23/10/2012 04:47:39:518 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS080017601Recovered Amount :0.0
4 , 23/10/2012 04:47:39:518 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS080017601Default Amount :100000.0
4 , 23/10/2012 04:47:39:518 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:518 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:534 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:534 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100969901Oustanding Amount :22848.0
4 , 23/10/2012 04:47:39:534 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100969901Approved Application Amount :40000.0
4 , 23/10/2012 04:47:39:534 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100969901Claim Applied Amount :22848.0
4 , 23/10/2012 04:47:39:534 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100969901Recovered Amount :0.0
4 , 23/10/2012 04:47:39:534 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100969901Default Amount :40384.0
4 , 23/10/2012 04:47:39:534 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:534 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:581 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:581 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101097101Oustanding Amount :6816.0
4 , 23/10/2012 04:47:39:581 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101097101Approved Application Amount :6900.0
4 , 23/10/2012 04:47:39:581 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101097101Claim Applied Amount :5162.0
4 , 23/10/2012 04:47:39:581 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101097101Recovered Amount :0.0
4 , 23/10/2012 04:47:39:581 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101097101Default Amount :633273.0
4 , 23/10/2012 04:47:39:581 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:581 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:596 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:596 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090680601Oustanding Amount :25000.0
4 , 23/10/2012 04:47:39:596 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090680601Approved Application Amount :25000.0
4 , 23/10/2012 04:47:39:596 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090680601Claim Applied Amount :21250.0
4 , 23/10/2012 04:47:39:596 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090680601Recovered Amount :0.0
4 , 23/10/2012 04:47:39:596 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090680601Default Amount :1700000.0
4 , 23/10/2012 04:47:39:596 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:596 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:596 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:596 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100573801Oustanding Amount :110000.0
4 , 23/10/2012 04:47:39:596 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100573801Approved Application Amount :110000.0
4 , 23/10/2012 04:47:39:596 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100573801Claim Applied Amount :110000.0
4 , 23/10/2012 04:47:39:612 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100573801Recovered Amount :0.0
4 , 23/10/2012 04:47:39:612 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100573801Default Amount :22848.0
4 , 23/10/2012 04:47:39:612 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:612 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:643 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:643 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090579501Oustanding Amount :129317.0
4 , 23/10/2012 04:47:39:643 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090579501Approved Application Amount :150000.0
4 , 23/10/2012 04:47:39:643 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090579501Claim Applied Amount :112500.0
4 , 23/10/2012 04:47:39:643 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090579501Recovered Amount :4000.0
4 , 23/10/2012 04:47:39:643 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090579501Default Amount :6816.0
4 , 23/10/2012 04:47:39:659 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:659 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:659 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:659 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090476101Oustanding Amount :48725.0
4 , 23/10/2012 04:47:39:659 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090476101Approved Application Amount :50000.0
4 , 23/10/2012 04:47:39:659 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090476101Claim Applied Amount :41416.0
4 , 23/10/2012 04:47:39:659 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090476101Recovered Amount :0.0
4 , 23/10/2012 04:47:39:659 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090476101Default Amount :25000.0
4 , 23/10/2012 04:47:39:659 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:659 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:674 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:674 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090581001Oustanding Amount :3416819.0
4 , 23/10/2012 04:47:39:674 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090581001Approved Application Amount :4388000.0
4 , 23/10/2012 04:47:39:674 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090581001Claim Applied Amount :2678128.0
4 , 23/10/2012 04:47:39:674 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090581001Recovered Amount :0.0
4 , 23/10/2012 04:47:39:674 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090581001Default Amount :110000.0
4 , 23/10/2012 04:47:39:674 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:674 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:706 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:721 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100187901Oustanding Amount :152571.0
4 , 23/10/2012 04:47:39:721 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100187901Approved Application Amount :190000.0
4 , 23/10/2012 04:47:39:721 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100187901Claim Applied Amount :130941.0
4 , 23/10/2012 04:47:39:721 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100187901Recovered Amount :0.0
4 , 23/10/2012 04:47:39:721 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:737 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100187901Default Amount :125317.0
4 , 23/10/2012 04:47:39:737 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091941801Oustanding Amount :60000.0
4 , 23/10/2012 04:47:39:737 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:737 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091941801Approved Application Amount :60000.0
4 , 23/10/2012 04:47:39:737 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:737 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091941801Claim Applied Amount :51000.0
4 , 23/10/2012 04:47:39:752 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:752 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091941801Recovered Amount :0.0
4 , 23/10/2012 04:47:39:752 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100483401Oustanding Amount :27147.0
4 , 23/10/2012 04:47:39:752 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091941801Default Amount :48725.0
4 , 23/10/2012 04:47:39:752 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100483401Approved Application Amount :110000.0
4 , 23/10/2012 04:47:39:752 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:752 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100483401Claim Applied Amount :82500.0
4 , 23/10/2012 04:47:39:752 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:752 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100483401Recovered Amount :0.0
4 , 23/10/2012 04:47:39:752 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100483401Default Amount :3416819.0
4 , 23/10/2012 04:47:39:752 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:47:39:752 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:47:39:815 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:47:39:830 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH090021601Oustanding Amount :13520.0
