4 , 23/10/2012 04:48:07:630 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:17:552 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090581001Approved Application Amount :4388000.0
4 , 23/10/2012 04:48:17:567 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090581001Claim Applied Amount :2678128.0
4 , 23/10/2012 04:48:17:567 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090581001Recovered Amount :0.0
4 , 23/10/2012 04:48:17:567 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090581001Default Amount :110000.0
4 , 23/10/2012 04:48:17:567 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:17:567 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:17:599 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:17:599 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP092015001Oustanding Amount :27500.0
4 , 23/10/2012 04:48:17:599 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP092015001Approved Application Amount :27500.0
4 , 23/10/2012 04:48:17:599 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP092015001Claim Applied Amount :23912.0
4 , 23/10/2012 04:48:17:614 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP092015001Recovered Amount :0.0
4 , 23/10/2012 04:48:17:614 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP092015001Default Amount :43633.0
4 , 23/10/2012 04:48:17:614 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:17:614 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:17:630 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:17:630 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100483401Oustanding Amount :27147.0
4 , 23/10/2012 04:48:17:630 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100483401Approved Application Amount :110000.0
4 , 23/10/2012 04:48:17:630 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100483401Claim Applied Amount :82500.0
4 , 23/10/2012 04:48:17:630 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100483401Recovered Amount :0.0
4 , 23/10/2012 04:48:17:630 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100483401Default Amount :3416819.0
4 , 23/10/2012 04:48:17:645 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:17:645 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:17:692 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:17:692 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100312801Oustanding Amount :475000.0
4 , 23/10/2012 04:48:17:708 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100312801Approved Application Amount :475000.0
4 , 23/10/2012 04:48:17:708 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100312801Claim Applied Amount :475000.0
4 , 23/10/2012 04:48:17:708 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100312801Recovered Amount :0.0
4 , 23/10/2012 04:48:17:708 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100312801Default Amount :27500.0
4 , 23/10/2012 04:48:17:708 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:17:708 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:17:708 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:17:708 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080396201Oustanding Amount :648274.0
4 , 23/10/2012 04:48:17:708 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080396201Approved Application Amount :1439000.0
4 , 23/10/2012 04:48:17:708 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080396201Claim Applied Amount :516278.0
4 , 23/10/2012 04:48:17:723 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080396201Recovered Amount :0.0
4 , 23/10/2012 04:48:17:723 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080396201Default Amount :27147.0
4 , 23/10/2012 04:48:17:723 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:17:723 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:17:770 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:17:770 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090163101Oustanding Amount :47500.0
4 , 23/10/2012 04:48:17:770 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090163101Approved Application Amount :47500.0
4 , 23/10/2012 04:48:17:786 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090163101Claim Applied Amount :35625.0
4 , 23/10/2012 04:48:17:786 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090163101Recovered Amount :0.0
4 , 23/10/2012 04:48:17:786 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090163101Default Amount :475000.0
4 , 23/10/2012 04:48:17:786 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:17:786 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:17:786 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP080003701Oustanding Amount :46121.0
4 , 23/10/2012 04:48:17:786 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:17:786 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP080003701Approved Application Amount :50000.0
4 , 23/10/2012 04:48:17:786 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP080003701Claim Applied Amount :39308.0
4 , 23/10/2012 04:48:17:801 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP080003701Recovered Amount :0.0
4 , 23/10/2012 04:48:17:801 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP080003701Default Amount :648274.0
4 , 23/10/2012 04:48:17:801 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:17:801 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:17:864 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:17:864 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100403101Oustanding Amount :38822.0
4 , 23/10/2012 04:48:17:864 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100403101Approved Application Amount :40000.0
4 , 23/10/2012 04:48:17:864 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100403101Claim Applied Amount :32999.0
4 , 23/10/2012 04:48:17:864 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100403101Recovered Amount :0.0
4 , 23/10/2012 04:48:17:864 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100403101Default Amount :47500.0
4 , 23/10/2012 04:48:17:879 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:17:879 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:17:879 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:17:879 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102198301Oustanding Amount :116530.0
4 , 23/10/2012 04:48:17:879 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102198301Approved Application Amount :116530.0
4 , 23/10/2012 04:48:17:879 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102198301Claim Applied Amount :95042.0
4 , 23/10/2012 04:48:17:879 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102198301Recovered Amount :0.0
4 , 23/10/2012 04:48:17:879 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102198301Default Amount :46121.0
4 , 23/10/2012 04:48:17:879 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:17:879 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:17:957 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:17:957 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100379001Oustanding Amount :135000.0
4 , 23/10/2012 04:48:17:957 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100379001Approved Application Amount :135000.0
4 , 23/10/2012 04:48:17:957 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100379001Claim Applied Amount :107389.0
4 , 23/10/2012 04:48:17:957 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100379001Recovered Amount :0.0
4 , 23/10/2012 04:48:17:957 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100379001Default Amount :38822.0
4 , 23/10/2012 04:48:17:957 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:17:957 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:17:973 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:17:973 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11GU090559001Oustanding Amount :3131.0
4 , 23/10/2012 04:48:17:973 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11GU090559001Approved Application Amount :5000.0
4 , 23/10/2012 04:48:17:973 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11GU090559001Claim Applied Amount :3156.0
4 , 23/10/2012 04:48:17:973 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11GU090559001Recovered Amount :0.0
4 , 23/10/2012 04:48:17:973 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11GU090559001Default Amount :116530.0
4 , 23/10/2012 04:48:17:973 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:17:989 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:020 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:020 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP092016701Oustanding Amount :22887.0
4 , 23/10/2012 04:48:18:035 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP092016701Approved Application Amount :50000.0
4 , 23/10/2012 04:48:18:035 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP092016701Claim Applied Amount :26301.0
4 , 23/10/2012 04:48:18:035 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP092016701Recovered Amount :0.0
4 , 23/10/2012 04:48:18:035 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP092016701Default Amount :135000.0
4 , 23/10/2012 04:48:18:035 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:035 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:035 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:051 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101318501Oustanding Amount :250842.0
4 , 23/10/2012 04:48:18:051 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101318501Approved Application Amount :280000.0
4 , 23/10/2012 04:48:18:051 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101318501Claim Applied Amount :197792.0
4 , 23/10/2012 04:48:18:051 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101318501Recovered Amount :0.0
4 , 23/10/2012 04:48:18:051 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101318501Default Amount :3131.0
4 , 23/10/2012 04:48:18:051 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:051 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:113 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:113 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090768901Oustanding Amount :14262.0
4 , 23/10/2012 04:48:18:113 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090768901Approved Application Amount :15000.0
4 , 23/10/2012 04:48:18:113 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090768901Claim Applied Amount :11693.0
4 , 23/10/2012 04:48:18:129 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090768901Recovered Amount :0.0
4 , 23/10/2012 04:48:18:129 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090768901Default Amount :22887.0
4 , 23/10/2012 04:48:18:129 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:129 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:129 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101100201Oustanding Amount :6660.0
4 , 23/10/2012 04:48:18:129 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:129 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101100201Approved Application Amount :6900.0
4 , 23/10/2012 04:48:18:129 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101100201Claim Applied Amount :5045.0
4 , 23/10/2012 04:48:18:129 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101100201Recovered Amount :0.0
4 , 23/10/2012 04:48:18:145 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101100201Default Amount :250842.0
4 , 23/10/2012 04:48:18:145 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:145 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:191 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:191 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101112601Oustanding Amount :475000.0
4 , 23/10/2012 04:48:18:191 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101112601Approved Application Amount :475000.0
4 , 23/10/2012 04:48:18:191 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101112601Claim Applied Amount :332501.0
4 , 23/10/2012 04:48:18:207 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101112601Recovered Amount :0.0
4 , 23/10/2012 04:48:18:207 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101112601Default Amount :14262.0
4 , 23/10/2012 04:48:18:207 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:207 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:207 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:207 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB080098301Oustanding Amount :180000.0
4 , 23/10/2012 04:48:18:207 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB080098301Approved Application Amount :180000.0
4 , 23/10/2012 04:48:18:223 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB080098301Claim Applied Amount :135000.0
4 , 23/10/2012 04:48:18:223 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB080098301Recovered Amount :0.0
4 , 23/10/2012 04:48:18:223 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB080098301Default Amount :6660.0
4 , 23/10/2012 04:48:18:223 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:223 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:269 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:269 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101006801Oustanding Amount :90000.0
4 , 23/10/2012 04:48:18:269 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101006801Approved Application Amount :90000.0
4 , 23/10/2012 04:48:18:269 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101006801Claim Applied Amount :90000.0
4 , 23/10/2012 04:48:18:269 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101006801Recovered Amount :0.0
4 , 23/10/2012 04:48:18:285 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101006801Default Amount :475000.0
4 , 23/10/2012 04:48:18:285 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:285 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:285 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:285 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101334501Oustanding Amount :38959.0
4 , 23/10/2012 04:48:18:285 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101334501Approved Application Amount :45000.0
4 , 23/10/2012 04:48:18:285 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101334501Claim Applied Amount :21967.0
4 , 23/10/2012 04:48:18:285 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101334501Recovered Amount :0.0
4 , 23/10/2012 04:48:18:285 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101334501Default Amount :180000.0
4 , 23/10/2012 04:48:18:285 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:301 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:363 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:363 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102035501Oustanding Amount :1189784.0
4 , 23/10/2012 04:48:18:363 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102035501Approved Application Amount :1334000.0
4 , 23/10/2012 04:48:18:363 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102035501Claim Applied Amount :1189784.0
4 , 23/10/2012 04:48:18:363 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102035501Recovered Amount :0.0
4 , 23/10/2012 04:48:18:363 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102035501Default Amount :90000.0
4 , 23/10/2012 04:48:18:363 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:379 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:394 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:394 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102339201Oustanding Amount :37500.0
4 , 23/10/2012 04:48:18:394 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102339201Approved Application Amount :37500.0
4 , 23/10/2012 04:48:18:394 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102339201Claim Applied Amount :37500.0
4 , 23/10/2012 04:48:18:394 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102339201Recovered Amount :0.0
4 , 23/10/2012 04:48:18:394 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102339201Default Amount :38959.0
4 , 23/10/2012 04:48:18:394 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:394 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:441 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:441 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102031401Oustanding Amount :1810022.0
4 , 23/10/2012 04:48:18:441 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102031401Approved Application Amount :2000000.0
4 , 23/10/2012 04:48:18:441 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102031401Claim Applied Amount :1810630.0
4 , 23/10/2012 04:48:18:457 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102031401Recovered Amount :0.0
4 , 23/10/2012 04:48:18:457 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102031401Default Amount :1189784.0
4 , 23/10/2012 04:48:18:457 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:457 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:472 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:472 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102676001Oustanding Amount :950000.0
4 , 23/10/2012 04:48:18:472 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102676001Approved Application Amount :950000.0
4 , 23/10/2012 04:48:18:472 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102676001Claim Applied Amount :597621.0
4 , 23/10/2012 04:48:18:472 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102676001Recovered Amount :0.0
4 , 23/10/2012 04:48:18:472 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102676001Default Amount :37500.0
4 , 23/10/2012 04:48:18:472 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:488 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:519 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:519 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102340101Oustanding Amount :37500.0
4 , 23/10/2012 04:48:18:519 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102340101Approved Application Amount :37500.0
4 , 23/10/2012 04:48:18:519 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102340101Claim Applied Amount :37500.0
4 , 23/10/2012 04:48:18:519 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102340101Recovered Amount :0.0
4 , 23/10/2012 04:48:18:519 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102340101Default Amount :1810022.0
4 , 23/10/2012 04:48:18:519 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:535 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:535 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:550 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP070118201Oustanding Amount :44621.0
4 , 23/10/2012 04:48:18:550 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP070118201Approved Application Amount :50000.0
4 , 23/10/2012 04:48:18:550 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP070118201Claim Applied Amount :37500.0
4 , 23/10/2012 04:48:18:550 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP070118201Recovered Amount :0.0
4 , 23/10/2012 04:48:18:550 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP070118201Default Amount :950000.0
4 , 23/10/2012 04:48:18:550 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:550 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:581 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:597 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102052101Oustanding Amount :180000.0
4 , 23/10/2012 04:48:18:597 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102052101Approved Application Amount :180000.0
4 , 23/10/2012 04:48:18:597 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102052101Claim Applied Amount :180000.0
4 , 23/10/2012 04:48:18:597 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102052101Recovered Amount :0.0
4 , 23/10/2012 04:48:18:597 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102052101Default Amount :37500.0
4 , 23/10/2012 04:48:18:597 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:18:597 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:18:613 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:18:613 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL10AP060275601Oustanding Amount :54972.0
4 , 23/10/2012 04:48:18:613 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL10AP060275601Approved Application Amount :62000.0
4 , 23/10/2012 04:48:18:613 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL10AP060275601Claim Applied Amount :46875.0
4 , 23/10/2012 04:48:18:613 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL10AP060275601Recovered Amount :3000.0
4 , 23/10/2012 04:48:18:628 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL10AP060275601Default Amount :44621.0
4 , 23/10/2012 04:48:18:628 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
