4 , 23/10/2012 04:46:14:185 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:343 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102487801Default Amount :130000.0
4 , 23/10/2012 04:46:32:343 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090739101Approved Application Amount :40000.0
4 , 23/10/2012 04:46:32:343 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:343 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090739101Claim Applied Amount :34000.0
4 , 23/10/2012 04:46:32:343 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:343 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090739101Recovered Amount :0.0
4 , 23/10/2012 04:46:32:359 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090739101Default Amount :50000.0
4 , 23/10/2012 04:46:32:359 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:359 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:359 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:359 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI110166001Oustanding Amount :173646.0
4 , 23/10/2012 04:46:32:359 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI110166001Approved Application Amount :950000.0
4 , 23/10/2012 04:46:32:359 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI110166001Claim Applied Amount :205096.0
4 , 23/10/2012 04:46:32:375 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI110166001Recovered Amount :0.0
4 , 23/10/2012 04:46:32:375 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI110166001Default Amount :22433.0
4 , 23/10/2012 04:46:32:375 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:375 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:406 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:406 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090738701Oustanding Amount :50000.0
4 , 23/10/2012 04:46:32:406 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090738701Approved Application Amount :50000.0
4 , 23/10/2012 04:46:32:406 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090738701Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:32:406 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090738701Recovered Amount :0.0
4 , 23/10/2012 04:46:32:406 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090738701Default Amount :120000.0
4 , 23/10/2012 04:46:32:406 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:421 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:421 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:421 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090499601Oustanding Amount :50000.0
4 , 23/10/2012 04:46:32:421 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090499601Approved Application Amount :50000.0
4 , 23/10/2012 04:46:32:421 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090499601Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:32:421 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090499601Recovered Amount :0.0
4 , 23/10/2012 04:46:32:421 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090499601Default Amount :40000.0
4 , 23/10/2012 04:46:32:421 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:421 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:437 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:437 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101367701Oustanding Amount :42000.0
4 , 23/10/2012 04:46:32:437 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101367701Approved Application Amount :42000.0
4 , 23/10/2012 04:46:32:437 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101367701Claim Applied Amount :37982.0
4 , 23/10/2012 04:46:32:437 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101367701Recovered Amount :0.0
4 , 23/10/2012 04:46:32:437 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101367701Default Amount :173646.0
4 , 23/10/2012 04:46:32:437 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:437 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:468 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:468 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091214601Oustanding Amount :50000.0
4 , 23/10/2012 04:46:32:468 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091214601Approved Application Amount :50000.0
4 , 23/10/2012 04:46:32:468 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091214601Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:32:468 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091214601Recovered Amount :0.0
4 , 23/10/2012 04:46:32:484 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091214601Default Amount :50000.0
4 , 23/10/2012 04:46:32:484 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:484 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:484 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:484 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090670301Oustanding Amount :25000.0
4 , 23/10/2012 04:46:32:484 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090670301Approved Application Amount :25000.0
4 , 23/10/2012 04:46:32:484 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090670301Claim Applied Amount :21250.0
4 , 23/10/2012 04:46:32:484 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090670301Recovered Amount :0.0
4 , 23/10/2012 04:46:32:484 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090670301Default Amount :50000.0
4 , 23/10/2012 04:46:32:484 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:499 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:499 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:499 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA110054001Oustanding Amount :267806.0
4 , 23/10/2012 04:46:32:499 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA110054001Approved Application Amount :300000.0
4 , 23/10/2012 04:46:32:499 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA110054001Claim Applied Amount :178355.0
4 , 23/10/2012 04:46:32:499 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA110054001Recovered Amount :0.0
4 , 23/10/2012 04:46:32:499 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA110054001Default Amount :42000.0
4 , 23/10/2012 04:46:32:499 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:499 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:531 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:531 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102719301Oustanding Amount :44500.0
4 , 23/10/2012 04:46:32:546 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102719301Approved Application Amount :100000.0
4 , 23/10/2012 04:46:32:546 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102719301Claim Applied Amount :34000.0
4 , 23/10/2012 04:46:32:546 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102719301Recovered Amount :0.0
4 , 23/10/2012 04:46:32:546 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102719301Default Amount :50000.0
4 , 23/10/2012 04:46:32:546 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:546 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:562 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:562 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090767701Oustanding Amount :19295.0
4 , 23/10/2012 04:46:32:562 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090767701Approved Application Amount :20000.0
4 , 23/10/2012 04:46:32:562 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090767701Claim Applied Amount :14471.0
4 , 23/10/2012 04:46:32:562 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090767701Recovered Amount :0.0
4 , 23/10/2012 04:46:32:562 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090767701Default Amount :25000.0
4 , 23/10/2012 04:46:32:562 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:562 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:577 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:577 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI110046101Oustanding Amount :49591.0
4 , 23/10/2012 04:46:32:577 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI110046101Approved Application Amount :50000.0
4 , 23/10/2012 04:46:32:577 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI110046101Claim Applied Amount :37432.3
4 , 23/10/2012 04:46:32:577 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI110046101Recovered Amount :0.0
4 , 23/10/2012 04:46:32:577 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI110046101Default Amount :267806.0
4 , 23/10/2012 04:46:32:577 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:593 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:609 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:609 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091166201Oustanding Amount :50000.0
4 , 23/10/2012 04:46:32:609 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091166201Approved Application Amount :50000.0
4 , 23/10/2012 04:46:32:609 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091166201Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:32:609 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091166201Recovered Amount :0.0
4 , 23/10/2012 04:46:32:609 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091166201Default Amount :44500.0
4 , 23/10/2012 04:46:32:609 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:609 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:624 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:624 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100226101Oustanding Amount :28007.92
4 , 23/10/2012 04:46:32:624 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100226101Approved Application Amount :30000.0
4 , 23/10/2012 04:46:32:624 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100226101Claim Applied Amount :30000.0
4 , 23/10/2012 04:46:32:624 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100226101Recovered Amount :0.0
4 , 23/10/2012 04:46:32:624 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN100226101Default Amount :19295.0
4 , 23/10/2012 04:46:32:624 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:624 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:640 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:640 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100230901Oustanding Amount :19947.0
4 , 23/10/2012 04:46:32:655 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100230901Approved Application Amount :25000.0
4 , 23/10/2012 04:46:32:655 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100230901Claim Applied Amount :7635.0
4 , 23/10/2012 04:46:32:655 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100230901Recovered Amount :0.0
4 , 23/10/2012 04:46:32:655 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100230901Default Amount :49591.0
4 , 23/10/2012 04:46:32:655 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:655 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:671 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:671 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091074601Oustanding Amount :50000.0
4 , 23/10/2012 04:46:32:671 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091074601Approved Application Amount :50000.0
4 , 23/10/2012 04:46:32:671 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091074601Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:32:687 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091074601Recovered Amount :0.0
4 , 23/10/2012 04:46:32:687 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091074601Default Amount :50000.0
4 , 23/10/2012 04:46:32:687 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:687 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:687 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:687 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090889301Oustanding Amount :25000.0
4 , 23/10/2012 04:46:32:687 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090889301Approved Application Amount :25000.0
4 , 23/10/2012 04:46:32:687 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090889301Claim Applied Amount :25000.0
4 , 23/10/2012 04:46:32:687 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090889301Recovered Amount :0.0
4 , 23/10/2012 04:46:32:702 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090889301Default Amount :28007.92
4 , 23/10/2012 04:46:32:702 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:702 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:718 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:718 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102257701Oustanding Amount :5861.0
4 , 23/10/2012 04:46:32:718 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102257701Approved Application Amount :6000.0
4 , 23/10/2012 04:46:32:718 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102257701Claim Applied Amount :5961.0
4 , 23/10/2012 04:46:32:718 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102257701Recovered Amount :0.0
4 , 23/10/2012 04:46:32:718 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102257701Default Amount :19947.0
4 , 23/10/2012 04:46:32:718 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:718 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:733 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:749 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100113301Oustanding Amount :25000.0
4 , 23/10/2012 04:46:32:749 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100113301Approved Application Amount :25000.0
4 , 23/10/2012 04:46:32:749 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100113301Claim Applied Amount :25000.0
4 , 23/10/2012 04:46:32:765 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:765 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100113301Recovered Amount :0.0
4 , 23/10/2012 04:46:32:765 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN101790301Oustanding Amount :116549.0
4 , 23/10/2012 04:46:32:765 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100113301Default Amount :50000.0
4 , 23/10/2012 04:46:32:765 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN101790301Approved Application Amount :123000.0
4 , 23/10/2012 04:46:32:765 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:780 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN101790301Claim Applied Amount :92250.0
4 , 23/10/2012 04:46:32:780 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:780 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN101790301Recovered Amount :0.0
4 , 23/10/2012 04:46:32:780 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN101790301Default Amount :25000.0
4 , 23/10/2012 04:46:32:780 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:780 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:780 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:780 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100636801Oustanding Amount :50000.0
4 , 23/10/2012 04:46:32:780 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100636801Approved Application Amount :50000.0
4 , 23/10/2012 04:46:32:780 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100636801Claim Applied Amount :50000.0
4 , 23/10/2012 04:46:32:796 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100636801Recovered Amount :0.0
4 , 23/10/2012 04:46:32:796 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100636801Default Amount :5861.0
4 , 23/10/2012 04:46:32:796 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:796 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:843 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:843 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090709201Oustanding Amount :50000.0
4 , 23/10/2012 04:46:32:843 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090709201Approved Application Amount :50000.0
4 , 23/10/2012 04:46:32:843 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090709201Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:32:843 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:843 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090709201Recovered Amount :0.0
4 , 23/10/2012 04:46:32:843 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090702801Oustanding Amount :30000.0
4 , 23/10/2012 04:46:32:843 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090709201Default Amount :25000.0
4 , 23/10/2012 04:46:32:858 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090702801Approved Application Amount :30000.0
4 , 23/10/2012 04:46:32:858 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:858 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090702801Claim Applied Amount :25500.0
4 , 23/10/2012 04:46:32:858 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:858 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090702801Recovered Amount :0.0
4 , 23/10/2012 04:46:32:858 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090702801Default Amount :116549.0
4 , 23/10/2012 04:46:32:858 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:858 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:858 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:858 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101590601Oustanding Amount :42854.0
4 , 23/10/2012 04:46:32:858 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101590601Approved Application Amount :70000.0
4 , 23/10/2012 04:46:32:858 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101590601Claim Applied Amount :36426.0
4 , 23/10/2012 04:46:32:858 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101590601Recovered Amount :0.0
4 , 23/10/2012 04:46:32:874 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101590601Default Amount :50000.0
4 , 23/10/2012 04:46:32:874 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:874 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:905 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:921 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091197401Oustanding Amount :50000.0
4 , 23/10/2012 04:46:32:921 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091197401Approved Application Amount :50000.0
4 , 23/10/2012 04:46:32:921 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091197401Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:32:921 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091197401Recovered Amount :0.0
4 , 23/10/2012 04:46:32:921 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091197401Default Amount :50000.0
4 , 23/10/2012 04:46:32:936 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:936 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:936 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:936 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100640701Oustanding Amount :60767.0
4 , 23/10/2012 04:46:32:936 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:936 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100640701Approved Application Amount :65000.0
4 , 23/10/2012 04:46:32:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090053201Oustanding Amount :25000.0
4 , 23/10/2012 04:46:32:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100640701Claim Applied Amount :58358.0
4 , 23/10/2012 04:46:32:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090053201Approved Application Amount :25000.0
4 , 23/10/2012 04:46:32:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100640701Recovered Amount :0.0
4 , 23/10/2012 04:46:32:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090053201Claim Applied Amount :21250.0
4 , 23/10/2012 04:46:32:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100640701Default Amount :30000.0
4 , 23/10/2012 04:46:32:952 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090053201Recovered Amount :0.0
4 , 23/10/2012 04:46:32:967 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:967 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090053201Default Amount :42854.0
4 , 23/10/2012 04:46:32:967 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:967 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:32:967 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:32:999 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:32:999 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100501001Oustanding Amount :60000.0
4 , 23/10/2012 04:46:33:014 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100501001Approved Application Amount :60000.0
4 , 23/10/2012 04:46:33:014 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100501001Claim Applied Amount :51000.0
