4 , 23/10/2012 04:45:41:096 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090628601Claim Applied Amount :10070.0
4 , 23/10/2012 04:45:58:444 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090668601Recovered Amount :0.0
4 , 23/10/2012 04:45:58:444 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:58:444 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090668601Default Amount :29593.0
4 , 23/10/2012 04:45:58:444 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:58:444 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:58:491 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:58:491 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102211201Oustanding Amount :25000.0
4 , 23/10/2012 04:45:58:506 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102211201Approved Application Amount :25000.0
4 , 23/10/2012 04:45:58:506 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102211201Claim Applied Amount :21206.0
4 , 23/10/2012 04:45:58:506 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102211201Recovered Amount :0.0
4 , 23/10/2012 04:45:58:506 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102211201Default Amount :567995.0
4 , 23/10/2012 04:45:58:506 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:58:506 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:58:522 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:58:522 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090763101Oustanding Amount :18849.0
4 , 23/10/2012 04:45:58:522 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:58:522 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090763101Approved Application Amount :25000.0
4 , 23/10/2012 04:45:58:522 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091606601Oustanding Amount :60000.0
4 , 23/10/2012 04:45:58:522 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090763101Claim Applied Amount :13823.0
4 , 23/10/2012 04:45:58:522 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091606601Approved Application Amount :60000.0
4 , 23/10/2012 04:45:58:522 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090763101Recovered Amount :0.0
4 , 23/10/2012 04:45:58:522 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091606601Claim Applied Amount :51000.0
4 , 23/10/2012 04:45:58:522 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090763101Default Amount :31500.0
4 , 23/10/2012 04:45:58:522 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091606601Recovered Amount :0.0
4 , 23/10/2012 04:45:58:522 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:58:538 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091606601Default Amount :15000.0
4 , 23/10/2012 04:45:58:538 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:58:538 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:58:538 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:58:584 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:58:584 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100593301Oustanding Amount :95000.0
4 , 23/10/2012 04:45:58:584 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100593301Approved Application Amount :95000.0
4 , 23/10/2012 04:45:58:584 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100593301Claim Applied Amount :57749.0
4 , 23/10/2012 04:45:58:600 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100593301Recovered Amount :0.0
4 , 23/10/2012 04:45:58:600 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100593301Default Amount :25000.0
4 , 23/10/2012 04:45:58:600 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:58:600 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:58:600 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:58:600 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HP090030701Oustanding Amount :420634.0
4 , 23/10/2012 04:45:58:616 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:58:616 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HP090030701Approved Application Amount :600000.0
4 , 23/10/2012 04:45:58:616 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100099901Oustanding Amount :80000.0
4 , 23/10/2012 04:45:58:616 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HP090030701Claim Applied Amount :420634.0
4 , 23/10/2012 04:45:58:616 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100099901Approved Application Amount :80000.0
4 , 23/10/2012 04:45:58:616 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HP090030701Recovered Amount :0.0
4 , 23/10/2012 04:45:58:616 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100099901Claim Applied Amount :68000.0
4 , 23/10/2012 04:45:58:616 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HP090030701Default Amount :18849.0
4 , 23/10/2012 04:45:58:616 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100099901Recovered Amount :0.0
4 , 23/10/2012 04:45:58:616 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:58:616 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100099901Default Amount :60000.0
4 , 23/10/2012 04:45:58:616 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:58:616 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:58:616 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:58:662 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:58:662 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI110037401Oustanding Amount :25000.0
4 , 23/10/2012 04:45:58:662 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI110037401Approved Application Amount :25000.0
4 , 23/10/2012 04:45:58:662 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI110037401Claim Applied Amount :21250.0
4 , 23/10/2012 04:45:58:678 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI110037401Recovered Amount :0.0
4 , 23/10/2012 04:45:58:678 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI110037401Default Amount :95000.0
4 , 23/10/2012 04:45:58:678 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:58:678 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:58:678 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:58:694 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100071501Oustanding Amount :80000.0
4 , 23/10/2012 04:45:58:694 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100071501Approved Application Amount :80000.0
4 , 23/10/2012 04:45:58:694 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:58:694 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100071501Claim Applied Amount :60000.0
4 , 23/10/2012 04:45:58:694 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091204701Oustanding Amount :80000.0
4 , 23/10/2012 04:45:58:709 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100071501Recovered Amount :0.0
4 , 23/10/2012 04:45:58:709 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091204701Approved Application Amount :80000.0
4 , 23/10/2012 04:45:58:709 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100071501Default Amount :420634.0
4 , 23/10/2012 04:45:58:709 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091204701Claim Applied Amount :68000.0
4 , 23/10/2012 04:45:58:709 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:58:709 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091204701Recovered Amount :0.0
4 , 23/10/2012 04:45:58:709 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:58:709 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091204701Default Amount :80000.0
4 , 23/10/2012 04:45:58:709 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:58:709 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:58:740 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:58:740 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110695701Oustanding Amount :1496872.0
4 , 23/10/2012 04:45:58:740 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110695701Approved Application Amount :1500000.0
4 , 23/10/2012 04:45:58:740 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110695701Claim Applied Amount :1128754.0
4 , 23/10/2012 04:45:58:740 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110695701Recovered Amount :0.0
4 , 23/10/2012 04:45:58:756 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110695701Default Amount :25000.0
4 , 23/10/2012 04:45:58:756 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:58:756 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:58:772 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:58:772 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100259001Oustanding Amount :15208.0
4 , 23/10/2012 04:45:58:772 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100259001Approved Application Amount :20000.0
4 , 23/10/2012 04:45:58:772 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100259001Claim Applied Amount :11406.0
4 , 23/10/2012 04:45:58:772 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100259001Recovered Amount :0.0
4 , 23/10/2012 04:45:58:772 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100259001Default Amount :80000.0
4 , 23/10/2012 04:45:58:772 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:58:772 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:58:772 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:58:787 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091831401Oustanding Amount :50000.0
4 , 23/10/2012 04:45:58:787 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091831401Approved Application Amount :50000.0
4 , 23/10/2012 04:45:58:787 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091831401Claim Applied Amount :42500.0
4 , 23/10/2012 04:45:58:787 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091831401Recovered Amount :0.0
4 , 23/10/2012 04:45:58:787 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091831401Default Amount :80000.0
4 , 23/10/2012 04:45:58:787 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:58:787 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:58:818 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:58:834 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA090271401Oustanding Amount :98000.0
4 , 23/10/2012 04:45:58:834 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA090271401Approved Application Amount :98000.0
4 , 23/10/2012 04:45:58:834 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA090271401Claim Applied Amount :75665.0
4 , 23/10/2012 04:45:58:834 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA090271401Recovered Amount :0.0
4 , 23/10/2012 04:45:58:834 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA090271401Default Amount :1496872.0
4 , 23/10/2012 04:45:58:850 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:58:850 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:58:850 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP100091601Oustanding Amount :9741188.0
4 , 23/10/2012 04:45:58:850 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:58:850 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP100091601Approved Application Amount :9900000.0
4 , 23/10/2012 04:45:58:865 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:58:865 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP100091601Claim Applied Amount :6500000.0
4 , 23/10/2012 04:45:58:865 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091594601Oustanding Amount :60000.0
4 , 23/10/2012 04:45:58:865 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP100091601Recovered Amount :0.0
4 , 23/10/2012 04:45:58:865 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091594601Approved Application Amount :60000.0
4 , 23/10/2012 04:45:58:865 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP100091601Default Amount :15208.0
4 , 23/10/2012 04:45:58:881 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091594601Claim Applied Amount :51000.0
4 , 23/10/2012 04:45:58:881 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:58:881 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091594601Recovered Amount :0.0
4 , 23/10/2012 04:45:58:881 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:58:881 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091594601Default Amount :50000.0
4 , 23/10/2012 04:45:58:881 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:58:881 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:58:912 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:58:912 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090458301Oustanding Amount :684254.0
4 , 23/10/2012 04:45:58:912 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090458301Approved Application Amount :700000.0
4 , 23/10/2012 04:45:58:928 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090458301Claim Applied Amount :513190.5
4 , 23/10/2012 04:45:58:928 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090458301Recovered Amount :0.0
4 , 23/10/2012 04:45:58:928 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB090458301Default Amount :98000.0
4 , 23/10/2012 04:45:58:928 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:58:928 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:58:943 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:58:943 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101099701Oustanding Amount :6606.0
4 , 23/10/2012 04:45:58:943 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101099701Approved Application Amount :6900.0
4 , 23/10/2012 04:45:58:943 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101099701Claim Applied Amount :5003.0
4 , 23/10/2012 04:45:58:943 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101099701Recovered Amount :0.0
4 , 23/10/2012 04:45:58:943 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:58:943 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101099701Default Amount :9741188.0
4 , 23/10/2012 04:45:58:943 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090998601Oustanding Amount :52628.0
4 , 23/10/2012 04:45:58:959 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:58:959 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090998601Approved Application Amount :60000.0
4 , 23/10/2012 04:45:58:959 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:58:959 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090998601Claim Applied Amount :44753.0
4 , 23/10/2012 04:45:58:959 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090998601Recovered Amount :0.0
4 , 23/10/2012 04:45:58:959 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090998601Default Amount :60000.0
4 , 23/10/2012 04:45:58:959 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:58:959 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:58:990 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:58:990 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR080262501Oustanding Amount :47500.0
4 , 23/10/2012 04:45:58:990 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR080262501Approved Application Amount :47500.0
4 , 23/10/2012 04:45:59:006 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR080262501Claim Applied Amount :40375.0
4 , 23/10/2012 04:45:59:006 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR080262501Recovered Amount :0.0
4 , 23/10/2012 04:45:59:006 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR080262501Default Amount :684254.0
4 , 23/10/2012 04:45:59:006 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:59:006 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:59:021 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:59:021 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP090274601Oustanding Amount :90959.0
4 , 23/10/2012 04:45:59:021 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP090274601Approved Application Amount :115600.0
4 , 23/10/2012 04:45:59:021 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP090274601Claim Applied Amount :70604.0
4 , 23/10/2012 04:45:59:021 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:59:021 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP090274601Recovered Amount :0.0
4 , 23/10/2012 04:45:59:037 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090743501Oustanding Amount :50000.0
4 , 23/10/2012 04:45:59:037 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP090274601Default Amount :6606.0
4 , 23/10/2012 04:45:59:037 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090743501Approved Application Amount :50000.0
4 , 23/10/2012 04:45:59:037 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:59:037 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090743501Claim Applied Amount :42500.0
4 , 23/10/2012 04:45:59:037 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:59:037 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090743501Recovered Amount :0.0
4 , 23/10/2012 04:45:59:037 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090743501Default Amount :52628.0
4 , 23/10/2012 04:45:59:037 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:59:037 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:59:068 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:59:068 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110165501Oustanding Amount :250000.0
4 , 23/10/2012 04:45:59:068 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110165501Approved Application Amount :250000.0
4 , 23/10/2012 04:45:59:068 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110165501Claim Applied Amount :187500.0
4 , 23/10/2012 04:45:59:084 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110165501Recovered Amount :0.0
4 , 23/10/2012 04:45:59:084 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP110165501Default Amount :47500.0
4 , 23/10/2012 04:45:59:084 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:59:084 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:59:099 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:59:099 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101076901Oustanding Amount :25247.0
4 , 23/10/2012 04:45:59:099 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101076901Approved Application Amount :120000.0
4 , 23/10/2012 04:45:59:115 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:59:115 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101076901Claim Applied Amount :16388.0
4 , 23/10/2012 04:45:59:115 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090708301Oustanding Amount :50000.0
4 , 23/10/2012 04:45:59:115 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101076901Recovered Amount :0.0
4 , 23/10/2012 04:45:59:130 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090708301Approved Application Amount :50000.0
4 , 23/10/2012 04:45:59:130 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101076901Default Amount :90959.0
4 , 23/10/2012 04:45:59:130 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090708301Claim Applied Amount :42500.0
4 , 23/10/2012 04:45:59:130 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:59:130 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090708301Recovered Amount :0.0
4 , 23/10/2012 04:45:59:130 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:59:130 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090708301Default Amount :50000.0
4 , 23/10/2012 04:45:59:130 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:59:130 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:59:130 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:59:146 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091587001Oustanding Amount :50000.0
4 , 23/10/2012 04:45:59:146 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091587001Approved Application Amount :50000.0
4 , 23/10/2012 04:45:59:146 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091587001Claim Applied Amount :42500.0
4 , 23/10/2012 04:45:59:146 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091587001Recovered Amount :0.0
4 , 23/10/2012 04:45:59:146 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091587001Default Amount :250000.0
4 , 23/10/2012 04:45:59:146 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:59:146 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:59:193 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:59:193 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100951201Oustanding Amount :90000.0
4 , 23/10/2012 04:45:59:193 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100951201Approved Application Amount :90000.0
4 , 23/10/2012 04:45:59:193 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100951201Claim Applied Amount :64132.0
4 , 23/10/2012 04:45:59:208 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100951201Recovered Amount :0.0
4 , 23/10/2012 04:45:59:208 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:59:208 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100951201Default Amount :25247.0
4 , 23/10/2012 04:45:59:208 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:59:208 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100499201Oustanding Amount :24463.0
